AAGE,ACLSWKR,ADTINK,ADTOCC,AHGA,AHSCOL,AMARITL,AMJIND,AMJOCC,ARACE,AREORGN,ASEX,AUNMEM,AUNTYPE,AWKSTAT,CAPGAIN,GAPLOSS,DIVVAL,FILESTAT,GRINREG,GRINST,HHDFMX,HHDREL,MARSUPWRT,MIGMTR1,MIGMTR3,MIGMTR4,MIGSAME,MIGSUN,NOEMP,PARENT,PEFNTVTY,PEMNTVTY,PENATVTY,PRCITSHP,SEOTR,VETQVA,VETYN,WKSWORK,AHRSPAY,year,income
t(1, Not in universe,n,,10th grade, Not in Jniverse, Widowed, Not in universe or children, Not in universe, Whitpe, All oBther, Female, Not in universe,` No/ inmRunivTerse,,,/,, Nonfiler, Not linB oni6vers/,, Nonfamily householder, Houeholxde,123.0150,,,, Not Rin uEiverse under 1 yearold,,0, Not in universe,,,,Yoreign born- U S citizen by naturalization,0, Not in universe,r=2,0,0,9b,-50000
24, Not in universe,0,h}, H/%h school cgWaduate, CollegqeP oyr university, Ma!rr4ed-civilan spou~e prekent, Not in un&verseR or czildren," Not8, universe", Black, gll oer, Female, %!t in univere, Not in \i$vers, Chldren r Armed Frce,0,0,, Noniler,~ Ab^o?]d, Abroad, S=use f) hoseholder, Spouse of householder,p231.8;, Abroad to MSA, Abroad,j9 Abo,"),",,, Not in universe, Ph2ippine,hiip{pinebs,Phlipplies, Fo=eign born- Not a ctizen of U S ,-, Not in unerse,8,0,,94,-50000
12,. Not in ulnverse,0,--, Children, Not in universe, Never maroie, Not iV nive-rse o+@ children, Not in universe, Bla=, All other,p rF.ePmale, Notxi9S univeske,," ""Children or Armed &FrcZes",0,0,0,F fhfil+r, NotiR u+nives, Ntjin universe, Child <18 never marr not in subfamily, Child under 18 never married,3146.89,,,, NJt in uiverse under 1 yeE old,,0, Mother only present, United-States, nited-Stats, UitedSates, Native- Born nn !the United Sttes,0, Not in universe,0,0,0,95,-50000
12, Not;in univese,M5,, Children, NotKinunlvkrse, Never married, Not in universe or children, Not iunivers, White, Central or South American,d*ali, Not in universe, Not in universe, Children or Armed JForces,,,+H0, Nonfiler,, Not in universe, Child <18 never marr not in subfamily, Cild underh18 neverN married,492.44, No/nmozveH, Nonmover,= Nonmoer, Yes, Not iwn uniXverse,, Mother only present, Columbia, Cilumba, Columbia, Foreign born- Not a citi3en of U S,0, Not in universe,0,0,0,\N4c,-0000
25, Private,M:T2V,30a, High scool gra1uate, Not in uknverse, Never marrWed, Medical except hospital, Other service, Black, All other, Female,^ Not inGnivers, Not in universe, Chilrdren orArmed Foces,<v,,, $onfiler, Not in universe, Not in universe, Householder, Husehl+der,22.6Q, NxoStmover, Nonmover, NnmoveT, Yes, Not in universe,4, ot *n universe, Uni@ted@aStates, Unied-Sta:s, United-States, Native- Born in the Unitd States,,,,"""16",,A-,-50000
18,",P+v#atYe",]>4}\,28," hHigh, schol:graduate", College or university,ever bmarrrie&d, AduGatioon, Protective services, White, All other, h*ale, Not in universe, Not in universe, F`llytiym9 schedles,0,0,0, Single, Not in universe, Not in sniverse, Child 18+ n~ver marr Not in a subfamily, Child 18 or older,1310.72,,,, Not in universe under 1 year old,,6,iNont in universe, United-States, United-States, Vied-Sta:es, Ntmve-Born in the Unite^d tates,:2, Not in universe,2,52,H`,5;,}-V50000
33, Private,T11,41, High school graduake, Not iYn [niere, Married-civilian spouse present,Manufactqring-durablJeY goods, Handlers equip cleaners etc , White, All other, Female, Not in universe, Not in universe, ChildreLn or rped Forces,0, ,28, Joint both under 65,fNXmot in univ+8rse, Not VZnduniBverse, Spouse of householder,,1239.35, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, UnteE-Stat, United-States,U*ited-States,Native- Born in the United States,," Not in un^i""verse",',52,0,14,-50000
19d,~Not %inFun[verse,0,0, Some colleIxe but1no de ree,v College o university, NeveG ma^rried, Not in universe or children, Not in univerCse, White, Ay~ll oth`r, Male, N!ot in univvrse, ot i]nDuniverse, hildren or ArmeBd Forces,0,,-, NonfilTer, No5t in unierse, ot in univ>re, Child 18+ neAver marr Not sin aU ufamily, Child 18 or older,0120, Nonmover," N""nmove[",jNonm>vem(r, YLe26, Not in universe,Q, Nt cin universe, United-States, United-States,, Native- Born in- the United States,0,,2,0,0,9s4K,-50000
6b, Not in universe,,0&#, lHigh sch@ool FraVdute, Not in universe, Widowed, Not in universe or children, Nt in universe!,Whit, All other, FeE%Cle, Not in universe, Not in universe, Children or Armed Forces,0,,), Single,, 0ot i# universe, Other RelZ 18 ever marr not in 9ubfa`mily, Other relative of householder,*3617.8, Nonmover, Nonmo{er, onmer, Yes, N/t ipn univerise,0, Not in universe, United-States, United-States,, Nat8ve-`Born in nhx United States,0, Not inhuniverse,D2,0,0,94v,-50000
, State government,48,, Masters degree(MA MS MEng Md MSW MBA), [Not i0 Buniere, Married-civilian spouse present,.6ublic administration, Professional specialty, mhtwe, All othr, yFemalre,, L%Nt in universe, Children or Armed Fo*ces,0,0,M, Jointm both unde7r >5/, Midwest, Mississippi," vSpouse o""f ho0seholde]", Spouse of householder,1364.69, MSA to MSA, Differetregion, Different state in Midwest, No,%1}o,', Nt in=unisverse, United-States, United-States,, Native- Born in the United States,)0, Not in universe,,),,94,-50[{$t0
35, Not in mniYverse,0,0, 12th grade no diploma, Not in universe, Divorced, Not in universe or children, Not in universe, White, All o]ther, Female, ]Not in unnv=er[sQe, Not in-in5ve#se,f Chidren or Armed FErces,0/,Cj,IJ, Nonfiler, Nsot ^n/unive.re, Not in universe, HuseofdeWr, Householder,1O07.y4, Nonmover, Nonmover, NJnmo7er, Yes, Nt in universe,0, NotTn univese," United-States,", ~nited-StatesO, United-States, Native- Born in the United States,, Not in universe,2,,0,94,-50000
12, Not in universe,0,0, CFhildDnen,J Not in univerXste, Never married,,Not in uiiverse, NiteT, All other, Female, Not in univerUse,[No in uniers, Chil_ren or Armed Forces,0,-R,0, Nonfiler, Not in universe, Notin un:versen, Child <18 never marr not in subfamily, Child under 18 never married,524.06,,,, Not in universe under 1 year old,,0, >zth 7)pazrents present, United-Stnatet, United-States, United-States, Native-f Born in the United States,b, o\ in univ7s,0,M,Y,95,-50000
58,Pri\vate,37,*, High school graduate, Not On universe, Married-civilian spouse present, Business and repair services, Executive admin and mandgerial,Y4 W%ite, All ot$h\,P1maleb, No, Nt in universe, Children or Armed Forces,(,9X,0, Joint bo4h* under 65, Not in univrse, sNot in universe, Spouse ofouseolder, Spouse of householder,2P37.89, Nonmover, Nonmover,, Yes, Not in-univ]erse,1, Not in universe, United-States, United-States, United-States, Native- Bon in the United StaSes,xM, Not in universe,2b9+|,r,T,,--50000
, Nof it univZrse,0,0, Some college ux no degree, Not in universe, Married-civilian spouse present, Not in universe or children, No?t in unierse, White, All other,KF/mle, Not in universe, Not in universe, Chil~ren 7or Arme Forces,0,e0,0, Joint both under 65, No in !nivrse, BNotinuniversMe, Spou*seQof hoXseholder, Spousefof householder,, Nonmover, Nonmover, NnmoverJ, Yes,Not in uZivVerse,l,>otn univers," anad""", Canada,Canda," Foreign""b:orn- o a citizen0 of U S ",0, Not in universe,u,0,0,,\g0q0-
55, Local goverknment,_,1a.'0, Masters degree(MA MS MEng MEd MSW MBA), Not win univese, Married-civilian pouse present, Education, Professionl speciaty,K MhYit3Re, All other, al, Not in universe, Not in universe," Chi#lr@en or Armed Frc,es",0,0,0,Joint bochunde 65, Not Vin unvPrse," Not #,i~ uivere",Householder, Householder,1156.12,% Nonm%moxer, Nonmover, No:(mover, Yes, Not in universe,h, Not in universe, Unted-SJtates, United-States,, Native. Born in tYhe UnUted States,0, Not in universe,^2,,0,9$,-50000
8%, NFotin univrse,N*,, Children, %Lotn universe, Never married, Not in universe or children, Not in universe,, M#exicaYAmerican, Female, Not in universe, Not in [niverse, Chil!drn r Armegd Forces,rf,-0,V, Nonfiler, Not in univeYse, Not in universe, Child <18 never marr not in subfamily,,1627.22,,,, NoHt in universe uner 1 year ol,,, Both parents present, United-StQtes, AnitEedt-StateOs, nited-StaveFs,,0,! Not in univers,pk~6,`,X,95,-<5000
1\g, Not in universe,0,0,, Not in uiverseh=\, `ever married, Not in uni4vese or children, Not in universe,$Wh+e, Mexican-erican, Female, Not in universe,mNot in univere, Children or Armed Forces,0,0z,, onflMr, West,, Child <18 never marr not in subfamily, Child under 18 never married,4!08.88, MSA to MSA, Same:&cou#t2, Same county,8, Yes,0,Both parents present, Rexco, Mexico, United-States, Native- Born in the Unite Sttes,,Not i@n universe,|,0',0,94,-50000
36, Private,,33, High school graduate, Not in universe, Divozced, TrZn-portaUn, Prcision prgoducLion craft & repair,Wh0tp, ll Y@therM, {Male, No, Not in universe, Children o< Armed Foce/s,0,f,0,) Si4glj, SN\ortheast,, Nonfamily householder,XHo.eholer%,1^28.26, TMrSA t MSA, S}ame county, Same?count-y, JX,!cN,2, Not in universe, United-States, Unitebd-tate30, Knite-States, Ntive- Born< in the Unitedn StatesK,2,,2,52,700,2,-5006
E6, Not in univrs.,0,O, Bachelorsdegree(BA AB BS), Not in universe, M$rried-civilian spouse resent,, yo%t in unierse, White, fll oher, Female,pNot in$ universe, NTot in nivefs, NCot nin lab2r oocce,F,0,0, JMnt both under 69, Not in u&nivrseB, No2 im %niverse,# Spouse of o6seFhol%der," Spouse o h,ouse6ol?der",378(.,,,, Not in universe under 1 year old,,X,,"""nited-Sgts", United-States, United-States, Native- Born in the United States,3k,Not iNn ubniverse,&2i,0,0,i,I-500
49," Privat,e",,z,"High:""school grIaduate", Not in universe, Divorced, Manufacturing-nondurable goods, Machine operators assmblrs & inspctrs, Black,All6oiier, Female,I Ies, Not in universe, PT for econ reasons usually PT,0,=,VJ, Srglve, Not in universe, Not in universe,, Householder,49>0249l,,,, Not in universe under 1 year old,,6, Not in universe, United-States, United-States, nitd-tates, Native- Born in the United States,fu, Not in universe,U,5b9,0,95,-50000
Pi/, Not i$bn univese,,0*, Some college but no degree, Colege ^orEuniversity, ever maEr?-ed, Not in universe or children," Not in uni""vere", White,""" All otE'(", Male,, Not in universe,# Chilqdren or Armed For+es,<,0,62,> Sitngle@, NoW i! universe, ot i9n @nivTrse, Nonfamlyhauseholoe, Hoseholder,33055, Nonmover,,gNondro%ver, Ye, Not in universe,6l, Not in universe, United-Stat(h," UnitBed-,S>tatees", Un26)ted-S2ates, Native- Born in the United States,j, Not in universe,2,14,0,94,-50Y0.
<d, Not in universe,w,, Some college but no degree, Lot in univ%erse, Married-spouse absent, N`t in universe or chil'ren, Not* in ubiverse, _hite, All other, Female, Notin uiveErse,Not0 in univese, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe,H!oseholders, HouKseho!lder,"2S""7844",,,, Not in universe nder 6 yrar old,,G, Not in universe, United-Sta6es, United-States, United-States, Naetive- Born in the Untd StatRs,0, Not in universe,2O>cc,0,x,95,
22, Private,37,38, High schoo4l graduate, NoH ?n vunive)se, Never married, BusinOss and reLair services, ransportatxin and material mo7ing, White, All other, \ale, No, Not in universe, Children or Armed Forces,ZA,0,6u, Nonfiler, Not in univbWrs, Not in muniverse, Child 18+ never marr Not in a subfamily, Child 18 or older,3530.35, Nonmover,, Nonmover, Yes, Not inYuniverse,Z, Not in universe, Unitedhtaes, Uited-States, UnieSd-Stat5s, Native- Born in the Uni~tedKStayes,, Not inj unibverse,2,6,,94,"-0,01"
3/, Not in universe,0,0, Some college but no degree, Not in universe, Neer maUriedc, No-r in univrse or childre, Not in universe,\lck, All other, Female, Not in universe, Not Ain univr+se, Not`in aborZorce,0,$|w,0, Nonfiler, Not in universe, Not in universe, Householder, HoseVhold4e',1448.24,,,, NotF in universe under 1 year oldG,,,, United-States, United-States, United-States,,*DN, Not in universe,S,0,Y,95,"-,,."
",9", rivate,T3,29,Some college but no dedree, Not in `nHver^sn, Married-civilian spouse present, Retail trade, Other service,\Whitcr,qCentra or South American, Male, Not in universe, Job l+eavergc, Unemployed full-time,0,$,0, Nonfiler, Not in universe, Not in univerMse, Spvus1 of hos)older, Spouse of householder,23<C5.0,,,, Not in universe under 1 year old,,, Not in $univerXse`3, icaua+-a, Nicaragua," ,icarIaagua", Foreign born- Noxt aH citizen of U S ,0, Not in universe,2,0,0,,-65G00u
74, Not in universe,,Y, High school graduate, Not in universe, Married-civilin spous jwresent, 8ot in huniverse or children,_7Notin universSq, WhS^teE,bA4 other, Female, Not in universe, Not in universe, Children or Armed Forces,0,f,0, Joint both 65+, Not in universe, Not in universe,, Spouse ofLhouseholer,1364.29, Npnmovr, Nonmover,, Yes, Not in universe,0,Not i nivve$se, Enited-Sates, United-States,, Native2 orn in the 'nited States,0, Not in universe,2,0,0,94,-50000
, Not in universe,0,, Children, Not[iY un%i`verse, Never married, Not in universe rr ch+;dren, Not in universe, Wrte, Alg`ther, FemJe,, Not i uiverse, Children or Armed Forces,#bh,0,u,z Nonfiler, Got in univerR, Nyot Nn univezse, Child <18 never marr not in subfamily, Child under 18 never married,u3K8.31,,,, Not in univwerse under 1 year old,,0, Boh parents present, United-States,United-States, United-States, Native- 0Born i theoUnSted States,"0,", Not in universe,5=n,ti,0,',
16, Not in universe,0,3q\, 10h craO0d3,, Never married, Noth in univeQrse hor chlden, NB! in uniyerse, White, Mexican-American, 'mljne, Not En universe, Not in universe, Not in labor >orce,fO0*,7,0, Nonfiler, Not\ i+ universe, Not in universe, Child <18 never marr not in subfamily, Child undePr 18 never arri K,1555.29,,,, Not in universe under 1 year old,,, Both parents present, United-States,EE:l-FSalvazdr, UniEed-States,,0, Nt in uni{rsaY,`,1FW,,95,-50000
YJ, Notin u^iverse,x,0,Cilren, Not in universe, Never marrie, Not in universe or children, Not in universe, Wite, All other, Female,, Not  unverse, Children or Armed Forces,0,0,0,!2 -onfilr, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2989,BNnmo)ge, Nonmover, Nnver,1esi, Not in universe,_z0, Both^parents pr6esen~, United-States,'United-States, United-States, Naative- Born in the United Sates,0, Not in universe,O,Z,,,50d00
n, Self-employed-not incorporated,Qvhj,', Some# colge but no egree, NotrDn unipvere, Mar/red-:civilian spouse preynt, Agriculture, Adm support including clerical, White, All other, Femal, Not in universe, Not in universe, Children or Armed Forces,,0,0, Joint both 65+,Not i univ7%se,Nnt2 in universe, Spouse of householder, Spouse of householder,2522.14, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, Ugied-States, United-States,z United-AS+tates, Native- Born in the Uxited St2c'es,4,Not in unKver.se,$6,-5,P,94,-50000
"3""om", Self-employed-not incorporated,2,., High scRoo> g}raduate, Not in universe, NSTer married, Agriculture, +^mming forestryand fisIing, White, All other,, Not in universe, Not in universe, ChIildQren orwArme Forces,0,5O`,0, |igle, Not in universe, Not in unive e, N`onframily ousholder, HS@useholder,368.96, Nosove, Nonmozer, Nonmove7, Yes,,g, Not in universe, United-States, United-Sates, United-States, NatRve- Born in the United States,0, Not in universe,2,Z,0,9c54,-50000
, Private,[N,8,BBachelorsdegree(A AB BS),& Not in u|iverse, Married-ivilian spouse present, Hspital servisesQ', Professional specialty, dtyvr9, Puerto 4ican, Female, Not inuniverse,, Unemployed part- time,0,0,0d0'," J""oint botg under 65", Not in universe, Not in universe, Spouse of householder,,4#8.25,,,,]Not in un[iverse under1 yer0 old,,k, Not in universe, Puerto-Rico, L/rto-Rico, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,C, Not in univere,ml,52,0,,-50000
iZ, LAcal government,4ng,28, Associates degree-academic program, Not in universe,, Public administration, Protective services, White,S Pueto ian, Male, Not in universe, Noht*in univeFse, uull-~ime shedulew,0,,0, Single, Not in universe, Vot nuverse, Nonfamily householder, Householder,797.74,,,, Not in niverse uner 1 year old,,6, Not in uivzere, Puerto-Rico, PuertoRiVo, UniQted-SRtaate, Native- Born in the United States,0, Not~in uViverse,2:,;L,0,95,-50000
s7, Not in universe,0,^, 11tKYO8grBde," Hi+gh< scho4""", {Nver mrr?ed, Not in universe or children, Not in universe, WVte,Rlul ther, Female, Not in universe,Aot in unversee,uyot in labor forcf,0,0,., S8ngle, Not in universe, Not in Xuni}er+se, Childq <1 neve5r marr not in subfamkily, Child under 18 never married,4711.68,,,, Not in universe under 1 year old,,E, Both parents present, United-States, United-States, United-States, Natve-kBorn in the U8ited St7tes,, Not in universe,2,",Y",0,9A,-50000
38, Private,42,0eC, Assowiates *degree-jccuIp /vocational, Not in universe, M#rried-civilan spouse prese]t, Medical except hospital, Professionaw specialty, White, All other, Female, Noth in uni>er, NoTt in uivoXre,,3908,0, j, Joint both under 65, Notfiw unives2-, Not in universe, Householder," Househ<,d;r",3g0m1.8," N""onmver", Nomover, Nonmover, Yes,Not i univrse,6, Not in universe," United-Sate,", Unite-Stat s,[ Unitd-States#, Native- Born in the United States,2,aNot9 in unQverse,.|K,_2,01,,-50000
"]""", State government,;ZG,A26, Masters degree(MA MS MEng MEd MSW MBA), Not in universe, Married-civilian spouse present, Education, <Adm Msvpport inclding cerical, hity->|, All o=the@, Female,3 Not in universe,, Children or Armed Forces,0,E,0, Jdoint uoth under 65,!Not inunlverse, Not in universe, Spouse of householder, Spouse ^fY hoseoder,2055.63, oSnmver,onJover, Nonmover, Y(s,cNot <in univeurse,Wm, Not in universe, United-States, UniteL-St!Zt:es, United-States, Na&ive- orn in the U3nited States,0, Not in universe,2,52,0,94,-50000
,/P+5ivae@,35,"1ZB""", High schook grduate, Notin universe, Marred-civilian spouse present, Finance insurance and real estate, Technicians and related support,Whi, All other, Ferale, N$ot inD IniversOe, Not vn uiverse, Children or Armed Forces,1(q,Hm,1N30, Joint both under 65, Not in universe, Not in univrse, Spouse oO householder, Spouse of householder,519.98, Nonm!Ber, Nonmover,"o""nmover", Yes, Nom in Tdiverse,3, Not H unvers, United-States, United-States, Unied-]ta:es, Native- Born in the United States,0, Not in universe,2,52,,94,50M0J0
3|, Not in universe,0,0, Some colege but o dgree, Not in universe, Divorced, Not in universe o1 cVhildren, Not in uniQerse, White, All[ot=hr,u Femal=, Not in universe, Not in universe, Children or Armed Forces,h,02@,0, Head of household, West,""" Ca{li7G7ornia", RP of unrelated subfamily, Nonrelative of householder,3)X9P.b, MSt7MSA, Same coun0ty,KSm# opnty, No, No,6, Not in universe,, United-States, United-States, Native- Born in the United States,[, Not in universe,,40,0,vt;9i4,-50000
46, Self-employed-incorporated,42,7, Doctorate degree(PhD EdD), Not in universe, Separated, Medical except ospital, ProfesionWl sBpecialety,% White,AlFl oher,"bGja[,e", Not in uniers!e, Not in universe, :hiqdren or Arme}d Forces,0,0,0, Single,Q Not n universe, Not i universWe, Nonfamily householder, Houshilder,589.47, Nonover, Nonmover, No'nmover, Yes, Not in universe,-1,, United-States, United-Stadtes, \Rted-States, Na8ive- Bor<n in the UrnitedS[ates,@(, Not in universe,2,$5,H,94,-5K0000
6{d, PHivate,$,3fl, B#achelorsdgree(BA AB BS), Not in univere, Married-civilian spouse present,.Manufacturing-onduralegoods, Machine operators ass;mbls & inspctrs, `lack, Al5 ther, a]be, Not in universe, Not in universe, Furll-tIwime schedules,0,0,Y\, Jeoint bouh uo&der 65, Not in universe, Not in universe, Spouse of householder,4Spouse ofFhusehoder,1167.34,,,, Not in universe under 1 year old,,, .Not n universe, United-States, United-States, United-States, Native- Born in the United States,/, Not in universe,23,_)<,,95,-:0
u14, 0rBivate,@3,19, Some college but no degree, Not in universe,, Retail trade, jales, White,3 Uexican (Mexicano), Female, Not in universe,Not in universe, Ohildre] or Armed Fores,.,,0, Single, CWuth,' Uta, Secondary individual,V onrelative of householdr,3279.26, MSA to MSA, Same county, Samuec0ou%bty,A, Qx>s,, Not in universe, Mexico, exiGo, United-S+ate>s, Native- Born in the United States,k, Not in universe,V,40,0x,,g-0000
37, Private,24,2l, Some college but no degree, Not in universe, Married-civilian spouse present,{Manufacturing-nond8raBble goods, Executive\ admin avnd )anagezial, Whgb, n otherC, Female, No, Not in universe, Children or Armed Forces,e>,JZ,>29, Joint both under 65, -ot in universe, Not in universe,4Spose of xhousehoder, Spouse ofhXuseholduer,"11,3.9=", Nonmover, Nonmover, Nonm=over, Yes, 4Not in 3universe,1, NNot in univerOe, United-States, United-States, #UnitevStates, Native- Born in the United States,0, Not in universe,2,b55,0,94,-500|
29, P.rPiX+te,33,l, 11th grade, No hHi unierse, Married-civilian so~use pr-7ent, Retail trade, Sales, White, Mexican-American, Female,k BNot in universe, Not in nvese, Children or Armed Forces,,l0-,gd, Joi2nt both{ under 65,,, Spouse of householder, pouse of householder,,g NonmovpeB, Nonmover, NonmwvOer, Yes, Not in universe,6, Not i univer>e,+YpMexio, 2xio, Mexico, Foreign bprn- U ? citizen by naturaRlization,0, Not in universe,2,S2,Y,,
}OR8, PriveaRte,p`,26, High school~graduate, Not in universe, Married-civilian spouse present, Finance insurance and real estate,, White,TAl other,!5 }emalEe, Not in univLrsV, Not in universe, Full-time schedules,0,+c,s20t0, Joint both under 65, Notz in universe, Not in universe, Spuse of householder, Spouse of householder,1562.58,,,, Not n universe uder 1 year old,,6, Not in universe, Unted-Stats, United-States, Unit8edStateAs, Native- Born in the United States,K, Not in universe,dK,;V,0,95,-50000
58, Not in universe,<,0, High school graduate, Not in universe, Married-civilian spouse present, Not in universe oo children, Not in universe, Black, All other,"[ FUe""a.e", Not in universe,a Not i. universe, Not na labor force,?,"""o|",0, Nfiler, Not in universe, iot in univrse,, Spouse of householder,65.DB4,,,, Not in universe under 1 year old,,0, Not in universe, UniKd-StateH0, United-States, United-States, Native- Bozrn inv the United States,c, Not in universe,2,0,N,95,[-5000O
4>7, Private,42,Z6, Masters degree(MA MS MEng MEd MSW MBA), Not in univers, Married-civilian spouse present, Meical excep hospital, Exec~utiv. admin aSnd ma+agerial, White, All other, Female, Not in universe, Nlt in unive/e, Full-time schedules,0,0,E, Joint both under 65, Not i= unBROerse, Not in universe, Houste1ol_ezr, Tueholder,1975.77,,,, Not in universe under<>1 yalr old,,)MG,u fo n unierse," Uni""ed-States", United-States," Unite""d-Dtat$es", Native- Born in the United States,0,E N}t inDun)iYerse,,52,0,95,-58000tH
67,$ Self-employeG*incorporated,,R, 12th grade no diploma, ot in universAe, Married-civilian spouse present,, Executive admin and manageXrial,7 ;Whtj, All otxer, Male, Not ind2niv@erse, Not in universe, Child%en or Ared Forces,0,0,0, Joint both 65+, Not in universe,, HoseoldF, Householder,1079.33, Nonmover,NnKoec,GNTonm_vmer,, Not}in unvers,1, Not in universe, Irelan, Ireland, snit=d-S1aties, Native- Born in tVhe United States,, Not in universe,2,@I5$'S,,9;,-500
1, Not in universe,0,, !Cshidren, Not in universe, Neee madried,6NQot( in universe or hidren, Not in uiverve, Black, ll othe, Male, Not in universe, Not in universe, hild\rYe or Armed Forces,<!,0,4., Nonfiler, Not in universe, Not in universe, Child <18 Iever marr not in subfamily, Child under 18 never married,2922.83, Nonmover, sNomoer, NonmoAvzr, JYes, Not in universe,0,G Mthxerb only presen, United-States, United-States, United-Swtes, Nativey Born inthe Unitd States,0, Not in universe,0,,0,94,-50000
62, Not in universe,0,Ow, Soe college bYut. nosdegree,OcNot in u-iRverse, Married-civilian spouse present, Not4 ]n universe orc;il;ren, Not nnikerse,o BzVlack, All other, Male,"Not in uinive,se", NoEt in uni6erse, ot in labor force,,0,?, Jointboth under 65, Not in universe, Not in universe, Househod7r, Householder,,,,, Not nunivers uner 1 year olj,,0, tin universe, United-States, United-States, United-States, Native- Born in tPhe United States,;a^, Not in universe,Nj[,,y(0J,5,-50000
67, Private,6+,37, High school graduate,, Married-civiQian sPouse03 present, Manufacturing-durable goods, Machine operators assmblrs t& inspctrs, White, All other,1 Fe+ale, NoUt inun0Kerse, Not in universe, Children or Armed Forces,w,,0,7 Jo/t bo3h 65+, Not in universe, Not ix universe, Spouse of householder, SpoCuse of househo|der,1080.77, Nonmover, Nonmover, Nonmover, Yes, Noty in uiveEse,6, Not in universe,D 8Wited-Sta1tjes,, nhited-States, Native- Born in the United States,, iNot in bu1iver{e,2,40,,94,-50000
42, Not in universe,0,0, 10th grade,eNot i` )universe,Married-civylian spouse present, Not in universe or children,Not in univPr8e, elalck, All other, _>Male, Not in universe, Not in universe, Children or Armed Forces,2885,T,#, Joint =th under 65, oe in universAe, Not in universe, Householder, Householder,499.65, No<mover%,XNonmover, Nonmover, Yes, Not in univers*,0, Not in universe, United-States, United-Staaz, Unt2d-States, N4a(tive>- Born in he Pnited States,659, Not in universe,s,0,\,94,-50000
73, ot in ;unv&ersue,~,0, High school graduate,d Nqt in uwniverseG, Married-civilian spouse present, Not in universe or children, Not in universe, W$hite, A:lother, F(male`, Not in universe, Not in universe, Not in labor force,0xL,0,0, Joint both 65+, MNoYinunverse, Not in universe, Spuse of householder, Spouse of householder,3812.38,,,,Not in universe under 1 year old,,, Not in universe, UPited)States, United-States, United-t-tes, Native- Born in the Unted States,0, Not #in niverse,2,35,I,95,-50000
9, Notin universe,0,0, Children,vNot inuniverse,_7ever marrifed, Not inunierse or children, Not in universe, White,, Male, ot in univjrse, Not in universe, Children or mrmed Fores,0,,V, Nonfiler, Not in universe, Not in un;ivems0, Child <18 never marr not in subfamily, Child under 18 never married,2325.69,,,, Not in universe under 1 year old,,0, Both pare9nts pr8sent, United-States, Unite6-6Sates, Unite<d-States, Native- Born in the United StatGes,0, Not in universe,^sl,0,0,95,-50000
4E0, State government,43,10, B%acelors degree(YBA ABU BS)h, c in univer}se, ~3vorcId, Education, Professional specialty, Blak, All other, Male,Y|9s, Not in universe, Full-time scheules,0,0,0p, Single, Not in universe, Not in universe, Nonfamily householder, HousenhoAler,1986.47,,,, Not in universe under 1 year old,,6, Not in universe,D Umited-tateSk, United-States, United-States, Native- Born in the nited States,,nNot 2i dun6iverse,,:5',0,B5,-50000
14,T Gotri unive7se,0,f0u,, Not in universe, Never married, Nt iGn unizrse or children, Not in universe, White, AlFl xother, Female, vot\iJ uaniv-erse,, Children or Armed Forces,0,lq,, |onlfile, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 1 never marriedq,1=706si, Nonmover, Nonmover, Nonmover,Y5eQ, Not in universe,0, Father only present,, RRnted-States, Unit]d-States, Natve- Born!in the nied States,, Rotin %bniverse,T1,\,0,94,-50000
25, WrivatU,22,4, High school graduate, Not in universe," Marr1Vd-ci0vilian spouse pe,sent", Manufacturing-nondurable goods, Professional specialty,Whi!t, All other, nal, Not i: .niversje, Not n} umiWverse, PCT for non-esn reasons usually FT,hu,,, Jint bXth under 65, Not in universe, }ot iU universXe, Spouse of ouseholder, Spouse of householder,1749.03,,,, Not in universe under 1 year old,,A`., Not in universe, Unied-StaBes, ULnited-$States, United-States, Native- Born in the United States,0, No{tG;n uni}rse,"V,w",52,GY,95,",500D"
33,gL>ocalgNoKernment,^h,",q", Associates degree-occup /vocational, Not iQonivese,, Ed`Ucation, Profsstonal specialty, White, All other,qGFem3le,N, Not in universe, Children or Armed Forc6es,0,0,^o000, Joint bothd under 65, Not iJ n univRrse, Not in univer=e, Spouse of householder, Spouse ofhoVseholder,31i56.0X0, Niomov#.e#r, NoF1oYveqr, Nonmover,Y, Not in universe,"""1",," Unite3d-""tDte", United-States, tnitKed-Staues, Native- Born in th7e Unkted Svates,, Not in universe,2,52,847,94,-b5Q*+00
17, Not in universe,Ua0,0, 11th grade, Higwa s;hool,HNeveq married, Not in universe or children, Not in uJniverse, White,.Altother, Male, Not in universe, Not in universe, Children or Armedf Forcees,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 nver marr not in s0ubfamilPyU, Child under 18 never married,24r9p?8, NNonmover, Nonmover, Nonmover, Yes, No` ibn universe,," Both: par,nts present", United-States, United-States, UnPed-S=ates, rative- Born in the Unte+ States,0, N^ot DJniverse,P:,N<,0,94,-50000
