AAGE,ACLSWKR,ADTINK,ADTOCC,AHGA,AHSCOL,AMARITL,AMJIND,AMJOCC,ARACE,AREORGN,ASEX,AUNMEM,AUNTYPE,AWKSTAT,CAPGAIN,GAPLOSS,DIVVAL,FILESTAT,GRINREG,GRINST,HHDFMX,HHDREL,MARSUPWRT,MIGMTR1,MIGMTR3,MIGMTR4,MIGSAME,MIGSUN,NOEMP,PARENT,PEFNTVTY,PEMNTVTY,PENATVTY,PRCITSHP,SEOTR,VETQVA,VETYN,WKSWORK,AHRSPAY,year,income
1, Private,4,3, High school graduate, Not in universe, Married-civilian spouse present, Medical except hospital, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,300, Joint both under 65, Not in universe, Not in universe,, Spouse of householder,1789.84,,,,,,0, Not in universe, United-States, United-States,, Native- Born in the United States,0, Not in universe,,4,0,94,-50000
1, Not in universe,4,0, Children, Not in universe, Never married, Not in universe or children,, White,, Male, Not in universe, Not in universe, Children or Armed Forces,0,,, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,577.89,,,, Not in universe under 1 year old,,0, Both parents present, United-States, United-States,, Native- Born in the United States,0, Not in universe,0,4,,95,-50000
, Private,35,3, 9th grade, Not in universe, Separated, Finance insurance and real estate, Farming forestry and fishing, Black, All other, Male, Not in universe,, Full-time schedules,0,,, Single, Not in universe, Not in universe, Nonfamily householder, Householder,370.89,,,, Not in universe under 1 year old,,, Not in universe, United-States, United-States, United-States, Native- Born in the United States,, Not in universe,0,12,,94,-50000
3, Private,33,19, Some college but no degree, College or university, Never married, Retail trade, Sales, White, All other,, Not in universe, Other job loser, Children or Armed Forces,0,0,0, Single, Not in universe, Not in universe,, Child 18 or older,921.44, Nonmover,, Nonmover, Yes, Not in universe,1, Not in universe,,,, Foreign born- U S citizen by naturalization,0, Not in universe,0,5,0,94,-50000
1, Not in universe,4,0, Some college but no degree, High school, Never married, Not in universe or children, Not in universe, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,,0, Nonfiler, South, Missouri,, Child 18 or older,249.9, MSA to MSA, Different county same state, Different county same state, No, No,0, Not in universe, United-States, United-States, Philippines, Native- Born abroad of American Parent(s),0, Not in universe,0,4,,,-50000
6, Not in universe,4,3, 5th or 6th grade, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Other, All other, Male,, Not in universe, Children or Armed Forces,0,,0, Nonfiler, Not in universe, Not in universe, Householder, Householder,249.9,, Nonmover, Nonmover, No, Not in universe,0, Not in universe, Iran, Iran, Iran, Foreign born- Not a citizen of U S ,,,,0,0,,-50000
1, Not in universe,,, High school graduate,, Separated, Not in universe or children, Not in universe, Other, Puerto Rican, Female, Not in universe, Not in universe, Not in labor force,,0,, Nonfiler, Not in universe, Not in universe, Householder, Householder,,,,, Not in universe under 1 year old,,0, Not in universe, Dominican-Republic, Dominican-Republic, Dominican-Republic, Foreign born- U S citizen by naturalization,, Not in universe,,4,0,95,-50000
1, Not in universe,4,, Children,, Never married,, Not in universe, White, All other, Male, Not in universe, Not in universe,,,,, Nonfiler, Not in universe,, Child <18 never marr not in subfamily,,1094.83,,,, Not in universe under 1 year old,,0,, United-States, United-States, United-States, Native- Born in the United States,0,,,,0,95,-50000
1, Private,31,19, 11th grade, Not in universe, Never married,, Sales, Other, All other, Male, Not in universe, Not in universe, Full-time schedules,0,,, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,868.55,,,, Not in universe under 1 year old,,0, Not in universe, Puerto-Rico, United-States, United-States, Native- Born in the United States,0, Not in universe,2,4,0,95,-50000
, Not in universe,,, Children, Not in universe, Never married, Not in universe or children, Not in universe,, All other, Male,, Not in universe, Children or Armed Forces,?,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 ever married,998.8,,,, Not in universe under 1 year old,,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,16,0,,-50000
3, Private,31,8, High school graduate, Not in universe,, Retail trade, Transportation and material moving, White, Puerto Rican, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Single, South, Utah, Secondary individual, Nonrelative of householder,1550.51, MSA to MSA,, Same county, No, No,0, Not in universe, Puerto-Rico, Puerto-Rico, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,0, Not in universe,1,20,0,94,-50000
60,,2,3, Doctorate degree(PhD EdD), Not in universe, Married-civilian spouse present, Agriculture, Farming forestry and fishing, White, All other, Male,, Not in universe, Full-time schedules,,0,4000,, Not in universe, Not in universe, Householder, Householder,1146.57,,,, Not in universe under 1 year old,,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,, Not in universe,,,?,94, 50000+.
4, Private,33,, High school graduate, Not in universe, Never married, Retail trade, Sales, Other, All other, Male, Not in universe,, Full-time schedules,0,,, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,,,,, Not in universe under 1 year old,,, Not in universe, United-States, United-States, United-States,,0,,0,20,0,95,-50000
, Private,35,33, High school graduate, Not in universe,, Finance insurance and real estate, Precision production craft & repair, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,, Nonfiler,, Not in universe, Householder, Householder,1788.4, Nonmover,, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,4,500,94,-50000
1, Private,,37,,, Married-civilian spouse present, Mining, Machine operators assmblrs & inspctrs, White, All other, Male,, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe,, Householder,1084.99, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States,, Native- Born in the United States,0, Not in universe,0,12,0,94,-50000
3, Private,,1, High school graduate, Not in universe,, Retail trade, Handlers equip cleaners etc , White, All other, Male, Not in universe, Other job loser,,0,0,0, Joint both under 65,, Not in universe,, Spouse of householder,826.7,,,, Not in universe under 1 year old,,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,,12,0,94,
, Self-employed-not incorporated,2,2, Bachelors degree(BA AB BS), Not in universe, Married-civilian spouse present, Transportation, Executive admin and managerial, White,, Male, Not in universe, Not in universe,,0,0,0, Joint both under 65, Not in universe, Not in universe,, Householder,313.81, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,,,0,94,-50000
1, Private,,, High school graduate,, Married-civilian spouse present, Business and repair services, Adm support including clerical, White, All other, Female, No, Not in universe, Full-time schedules,0,0,, Joint both under 65, Not in universe,, Householder, Householder,1618.27,,,,,,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,, Not in universe,0,4,0,95,-50000
16, Not in universe,0,3, 10th grade,, Never married, Not in universe or children, Not in universe,, All other, Male, Not in universe, Not in universe,,0,0,0, Nonfiler, Not in universe, Not in universe, Grandchild <18 never marr child of subfamily RP, Other relative of householder,2000.66,,,, Not in universe under 1 year old,,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,4,0,95,-50000
8, Not in universe,,3, High school graduate, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Black, All other,, Not in universe, Not in universe, Not in labor force,,0,0,, Not in universe, Not in universe, Spouse of householder,,1679.7,,,, Not in universe under 1 year old,,, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,,,0,95,-50000
1, Federal government,29,, High school graduate, Not in universe, Married-civilian spouse present, Transportation, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,313.81,,,, Not in universe under 1 year old,,, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,,0,94,-50000
3, Private,43,3, Some college but no degree, Not in universe, Never married, Finance insurance and real estate,, Asian or Pacific Islander, All other,, Not in universe, Not in universe,,0,0,0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,1528.84, Nonmover, Nonmover, Nonmover, Yes, Not in universe,,, United-States, United-States, United-States, Native- Born in the United States,, Not in universe,0,0,,,-50000
1, Not in universe,,3, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, Other Spanish, Male, Not in universe, Not in universe, Children or Armed Forces,0,,0,, Not in universe, Not in universe, Child <18 never marr not in subfamily,,688.94,,,, Not in universe under 1 year old,,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,4,,,-50000
1, Private,4,, Bachelors degree(BA AB BS),, Divorced,, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Single,, Not in universe, Secondary individual, Nonrelative of householder,3666.27,,,, Not in universe under 1 year old,,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,4,0,94,-50000
2, Private,30,2, Some college but no degree, Not in universe, Married-civilian spouse present, Retail trade, Other service,, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,873.2,,,, Not in universe under 1 year old,,, Not in universe,, United-States, Germany, Native- Born abroad of American Parent(s),0, Not in universe,0,5,0,95,-50000
1, Not in universe,0,, High school graduate, Not in universe, Married-civilian spouse present, Not in universe or children,, White,, Female, Not in universe, Not in universe, Not in labor force,0,0,, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,846.51,,,, Not in universe under 1 year old,,0, Not in universe, United-States,,, Native- Born in the United States,0,,0,41,0,95,-50000
, Local government,4,3,, Not in universe, Never married,, Professional specialty, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,1092,0, Single, Not in universe, Not in universe, Secondary individual, Nonrelative of householder,826.7, Nonmover, Nonmover, Nonmover, No, Not in universe,, Not in universe, United-States, United-States,, Native- Born in the United States,0, Not in universe,2,20,,94,-50000
, Local government,4,1, Bachelors degree(BA AB BS), Not in universe, Divorced, Education, Professional specialty, White, All other, Male, Not in universe, Not in universe, PT for non-econ reasons usually FT,0,,75, Head of household, Not in universe, Not in universe, Householder, Householder,,,,, Not in universe under 1 year old,,0, Not in universe,, United-States, United-States, Native- Born in the United States,0, Not in universe,0,5,0,95,-50000
, Private,4,,, Not in universe, Married-civilian spouse present, Hospital services, Professional specialty,,, Female, No, Not in universe, Full-time schedules,0,,0, Joint both under 65, Not in universe,, Spouse of householder, Spouse of householder,1247.69,,,, Not in universe under 1 year old,,5, Not in universe,, Philippines, Philippines, Foreign born- U S citizen by naturalization,0, Not in universe,,52,500,95, 50000+.
1, Private,39,3, Some college but no degree, Not in universe, Married-civilian spouse present, Wholesale trade, Machine operators assmblrs & inspctrs, White, Mexican-American, Male,,, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,, Nonmover, Nonmover,, Yes, Not in universe,0, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,0,5,0,94,-50000
1, Private,4,31, 10th grade, Not in universe, Never married,, Other service, Black,,, Not in universe, Not in universe, Full-time schedules,0,,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,,,,, Not in universe under 1 year old,,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,12,0,95,-50000
60, Not in universe,,0, Some college but no degree, Not in universe, Divorced, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,, Nonfiler, Not in universe, Not in universe,, Householder,, Nonmover, Nonmover,, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,4,,94,-50000
6,,16,, Bachelors degree(BA AB BS), Not in universe, Divorced, Manufacturing-nondurable goods, Adm support including clerical, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,75,, Not in universe,, Nonfamily householder, Householder,867.1, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,,50,,94, 50000+.
1, Not in universe,4,3, Children, Not in universe, Never married,, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,,, Nonfiler,, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,867.1,,,, Not in universe under 1 year old,,0, Both parents present, United-States, United-States,, Native- Born in the United States,0,,0,4,0,94,-50000
6,,30,39, 9th grade, High school, Never married, Retail trade, Other service, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,202.83,,,, Not in universe under 1 year old,,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,, Not in universe,2,15,,95,-50000
61, Not in universe,0,0, 9th grade, Not in universe,,, Not in universe, White, All other, Female, Not in universe, Not in universe,,0,,0, Joint one under 65 & one 65+,, Not in universe, Spouse of householder, Spouse of householder,998.8,,,, Not in universe under 1 year old,,0, Not in universe,, United-States, United-States, Native- Born in the United States,, Not in universe,0,4,0,94,-50000
30, Private,4,3, Associates degree-academic program, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0,, Not in universe,, Householder, Householder,237.67,,,, Not in universe under 1 year old,,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,42,,94,-50000
4, Private,,3,, Not in universe,, Construction, Precision production craft & repair, White,, Male, Not in universe, Re-entrant, Children or Armed Forces,,0,0, Nonfiler, Not in universe, Not in universe, Child 18+ ever marr RP of subfamily, Child 18 or older,689.53, Nonmover,,, Yes, Not in universe,0, Not in universe,, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,4,0,94,-50000
, Private,,2, High school graduate, Not in universe, Married-civilian spouse present, Retail trade, Other service,, All other, Male, Not in universe, Not in universe, Full-time schedules,,0,0, Joint both under 65, Not in universe,, Householder, Householder,998.8,,,, Not in universe under 1 year old,,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,,0,94,-50000
7, Self-employed-not incorporated,4,19, Some college but no degree, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,,0,, Not in universe,,,,2912.44, Nonmover, Nonmover, Nonmover, No, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,12,0,94,-50000
4, Private,30,3, High school graduate, Not in universe, Married-civilian spouse present, Wholesale trade, Precision production craft & repair, White, Mexican-American, Male, Not in universe, Not in universe, Children or Armed Forces,0,,0, Joint both under 65, Not in universe, Not in universe, Householder,,1331.15, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,12,0,,-50000
1, Not in universe,0,3, Children, Not in universe, Never married, Not in universe or children,,, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1148.45, Nonmover, Nonmover, Nonmover, Yes, Not in universe,, Both parents present, United-States, United-States,, Native- Born in the United States,, Not in universe,0,,0,,-50000
14,,,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,711.56, Nonmover, Nonmover, Nonmover, Yes, Not in universe,4, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,,0,94,-50000
, Not in universe,,3, Associates degree-occup /vocational,, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,7688,0,0, Joint both 65+, Not in universe, Not in universe, Householder, Householder,586.86,,,, Not in universe under 1 year old,,0, Not in universe, Iran, England, United-States, Native- Born in the United States,0, Not in universe,0,5,0,94,
39, Private,30,, High school graduate, Not in universe, Married-civilian spouse present,, Other service, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,,, Joint both under 65, Not in universe,, Spouse of householder, Spouse of householder,747.69, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,4,0,94,
5, Private,4,2, 10th grade, Not in universe, Never married, Private household services, Private household services, White,, Female, Not in universe, Not in universe, Children or Armed Forces,,0,0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,1010.07, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,,20,,,-50000
, Private,4,, High school graduate, Not in universe, Married-spouse absent, Construction, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Child 18+ ever marr Not in a subfamily, Child 18 or older,1704.76,,,, Not in universe under 1 year old,,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,,
2, Private,,35, Some college but no degree, Not in universe,, Personal services except private HH, Precision production craft & repair, White, All other, Male,, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1556.51, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States,,,, Not in universe,0,8,0,94,-50000
, Not in universe,,0,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White,, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,300, Joint both 65+, Not in universe, Not in universe,, Householder,249.9, Nonmover, Nonmover, Nonmover, Yes,,, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,4,0,94,-50000
4,,4,3, High school graduate,, Married-civilian spouse present, Construction, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, PT for non-econ reasons usually FT,,1672,0, Joint both under 65, Not in universe, Not in universe,, Householder,,,,, Not in universe under 1 year old,,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0,,0,12,,,-50000
5, Local government,4,10, Bachelors degree(BA AB BS), Not in universe, Never married,,, White, All other, Female, Not in universe, Not in universe, Full-time schedules,,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,370.89,,,, Not in universe under 1 year old,,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,4,,94,-50000
8, Not in universe,4,0,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,,0, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,867.1,,,, Not in universe under 1 year old,,0, Not in universe,, United-States, United-States, Native- Born in the United States,0,,0,0,,94,-50000
68, Private,2,30,, Not in universe, Married-civilian spouse present, Medical except hospital, Other service, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,439.73, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe,,,, Foreign born- U S citizen by naturalization,0, Not in universe,2,4,0,94,-50000
1, Not in universe,4,, Children, Not in universe, Never married, Not in universe or children, Not in universe, White,, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0,,, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,826.7, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,4,0,94,-50000
1, Not in universe,0,3, Children, Not in universe,, Not in universe or children, Not in universe, Other, All other, Female, Not in universe, Not in universe,,0,0,,, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,,,,, Not in universe under 1 year old,,?,, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,4,,,-50000
36, Private,,3, Bachelors degree(BA AB BS), Not in universe, Married-civilian spouse present, Other professional services, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,,0,0, Joint both under 65, Not in universe,, Spouse of householder, Spouse of householder,895.06,,,, Not in universe under 1 year old,,0, Not in universe, Germany,, United-States,,, Not in universe,2,4,0,94,-50000
1, Private,?,, Bachelors degree(BA AB BS),, Never married, Retail trade,,, All other, Male, No, Not in universe, PT for econ reasons usually FT,,0,0,, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,2366.11,,,, Not in universe under 1 year old,,0, Not in universe,, United-States, United-States, Native- Born in the United States,0, Not in universe,0,,0,94,-50000
4, Private,33,38, 10th grade, Not in universe, Married-civilian spouse present, Retail trade, Transportation and material moving, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,75, Joint both under 65, South, Kansas, Householder, Householder,2560.6, NonMSA to nonMSA, Same county, Same county,, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,, Not in universe,0,5,0,94, 50000+.
23, Not in universe,,1,, College or university, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,,0, Nonfiler, Not in universe, Not in universe, Secondary individual, Nonrelative of householder,873.2,,,, Not in universe under 1 year old,,, Not in universe,,,, Foreign born- Not a citizen of U S ,0, Not in universe,0,4,0,,-50000
6, Not in universe,4,3,, Not in universe, Widowed, Not in universe or children,,, All other, Female, Not in universe,, Children or Armed Forces,,0,0, Nonfiler, Not in universe, Not in universe, Other Rel 18+ ever marr not in subfamily, Other relative of householder,1618.27, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0,, United-States, United-States, United-States,,0, Not in universe,0,4,0,94,-50000
0, Not in universe,0,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,873.2, Nonmover, Nonmover, Abroad, Yes, Not in universe,0, Both parents present, Taiwan,, Taiwan, Foreign born- U S citizen by naturalization,, Not in universe,0,0,0,94,-50000
8, Not in universe,,, 7th and 8th grade, Not in universe, Widowed,, Not in universe, White, NA, Female, Not in universe, Not in universe, Children or Armed Forces,0,,0, Nonfiler, Not in universe, Not in universe, Other Rel 18+ ever marr not in subfamily, Other relative of householder,551.15, Nonmover, Nonmover,, No, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,4,0,,-50000
0, Not in universe,0,, High school graduate, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both 65+,, Not in universe, Spouse of householder,,1788.4,,,, Not in universe under 1 year old,,, Not in universe, United-States, United-States, United-States,,0, Not in universe,0,4,0,95,-50000
, Not in universe,4,3, 10th grade, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White,, Male, Not in universe, Not in universe,,0,,0, Joint both under 65, West, New Mexico, Householder, Householder,1680.52, MSA to MSA, Same county, Same county,, No,0, Not in universe, Puerto-Rico, Puerto-Rico, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,0, Not in universe,0,4,0,94,-50000
6, Private,,34, High school graduate,, Never married, Transportation, Handlers equip cleaners etc , White, All other, Male, Not in universe, Not in universe, Full-time schedules,,0,0, Single, Not in universe, Not in universe,, Child 18 or older,873.2,,,, Not in universe under 1 year old,,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,5,,95,-50000
5, Private,,3, Some college but no degree, Not in universe, Never married,,, Black, All other, Female, No, Not in universe, Full-time schedules,,,0, Head of household, Not in universe, Not in universe,, Householder,1148.45,,,, Not in universe under 1 year old,,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,,,94,-50000
2, Private,4,41,, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Handlers equip cleaners etc , White, All other, Male, No, Not in universe, Children or Armed Forces,0,1902,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,998.8, Nonmover, Nonmover, Nonmover, Yes, Not in universe,,, United-States, United-States, United-States, Native- Born in the United States,, Not in universe,0,,975,94,-50000
1, Not in universe,,0, 9th grade, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe,, Not in labor force,0,0,0, Joint one under 65 & one 65+, Not in universe, Not in universe, Householder, Householder,826.7,,,, Not in universe under 1 year old,,, Not in universe,, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,,95,-50000
6, Not in universe,0,3, High school graduate, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White,, Female, Not in universe,, Children or Armed Forces,,0,0, Joint one under 65 & one 65+, Not in universe, Not in universe, Householder,,826.86, Nonmover, Nonmover, Nonmover, No,,0,, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,4,0,94,-50000
9, Self-employed-not incorporated,4,34, Some college but no degree, Not in universe, Married-civilian spouse present,, Adm support including clerical, White, All other, Female, Not in universe, Not in universe,,0,0,, Joint both under 65, Not in universe, Not in universe, Householder,,1007.0,,,, Not in universe under 1 year old,,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,1,4,0,,-50000
, Not in universe,0,0, Children, Not in universe, Never married, Not in universe or children, Not in universe,, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,,, Not in universe, Not in universe,, Child under 18 ever married,1897.4,,,, Not in universe under 1 year old,,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,,,95,-50000
, Private,4,34, High school graduate, Not in universe, Widowed, Construction, Precision production craft & repair, White, All other, Male, Not in universe, Other job loser, Children or Armed Forces,0,0,0, Single, Midwest, Oklahoma, Householder, Householder,1788.4, MSA to MSA, Different county same state, Different county same state,, No,, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,4,0,94,-50000
45, Private,4,, Some college but no degree, Not in universe, Married-spouse absent, Manufacturing-nondurable goods, Adm support including clerical, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,0, Single, West, California, Nonfamily householder, Householder,2228.54, MSA to MSA, Different division same region, Different state in West, No, No,0, Not in universe, United-States, United-States, United-States,,0, Not in universe,2,5,0,94,-50000
4, Self-employed-not incorporated,,34, 11th grade, Not in universe, Married-civilian spouse present, Agriculture, Farming forestry and fishing, Other, Mexican (Mexicano), Male, Not in universe, Not in universe, PT for econ reasons usually FT,0,,, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2540.3,,,, Not in universe under 1 year old,,4, Not in universe, Mexico, Laos, Mexico, Foreign born- U S citizen by naturalization,0,,0,52,0,95,-50000
, Not in universe,4,3, Children, Not in universe,, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily,,1267.48,,,, Not in universe under 1 year old,,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,,95,-50000
7, Not in universe,,3, Children,, Never married, Not in universe or children,,, Central or South American, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe,, Child under 18 ever married,1934.1,,,, Not in universe under 1 year old,,0, Mother only present, Honduras, Cuba, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
9, Private,4,1, Bachelors degree(BA AB BS),, Never married,, Professional specialty, White, All other, Male, Not in universe,, Children or Armed Forces,0,0,0, Single, South, Florida, Nonfamily householder, Householder,1934.1, MSA to MSA,, Same county,, Yes,0, Not in universe, United-States, United-States, United-States,,0, Not in universe,0,4,0,94,-50000
