AAGE,ACLSWKR,ADTINK,ADTOCC,AHGA,AHSCOL,AMARITL,AMJIND,AMJOCC,ARACE,AREORGN,ASEX,AUNMEM,AUNTYPE,AWKSTAT,CAPGAIN,GAPLOSS,DIVVAL,FILESTAT,GRINREG,GRINST,HHDFMX,HHDREL,MARSUPWRT,MIGMTR1,MIGMTR3,MIGMTR4,MIGSAME,MIGSUN,NOEMP,PARENT,PEFNTVTY,PEMNTVTY,PENATVTY,PRCITSHP,SEOTR,VETQVA,VETYN,WKSWORK,AHRSPAY,year,income
16, Not in universe,0,0, 10th grade, High school, Never married, Not in universe or children, Not in universe, White, All other, Male, No, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Child under 18 of RP of unrel subfamily, Child under 18 never married,17.08, Nonmover, Nonmover, Nonmover, Yes, No,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, No,0,0,0,94,-50000
08, Not in universe,0,00, 7th and 8th grade, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Other, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,050, Joint both 65+, Not in universe, Not in universe, Householder, Householder,313.81, Nonmover, Nonmover, Nonmover, No, No,0, Not in universe, Germany, Germany, United-States, Native- Born in the United States,0, No,2,22,0,94,-50000
95, Not in universe,0,0, Some college but no degree, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, No, Not in universe, Not in labor force,0,0,0, Joint both 65+, Not in universe, Not in universe, Householder, Householder,859.51, Not in universe, Not in universe, Not in universe, Not in universe under 1 year old, No,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, No,0,0,0,95, 50000+.
25,Not in universe,01,0,High school graduate,High school,Never married, Not in universe or children,Not in universe,White,All other, Male, Not in universe,Not in universe, Children or Armed Forces,0,0,0,Single,Not in universe, Not in universe,Child under 18 never married,Child under 18 never married,374.27,Not in universe,Not in universe,Not in universe,Not in universe under 1 year old,Not in universe,0,Father only present, United-States, United-States,United-States,Native- Born in the United States,0, Not in universe,0,0,0,95,50000+.
18, Private,1,26, 11th grade, High school, Never married, Personal services except private HH, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,2940.89, Nonmover, Nonmover, Nonmover, Yes, No,0, Neither parent present, United-States, United-States, United-States, Native- Born in the United States,0, No,0,0,0,94,-50000
00, Not in universe,00,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,000.00, Not in universe, Not in universe, Not in universe, Not in universe under 1 year old, No,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,00,000,95, 50000+.
4, Not in universe,01,01, High school graduate, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,00, Single, Not in universe, Not in universe, Child under 18 of RP of unrel subfamily, Child under 18 never married,1490.28, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
25, Not in universe,0,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Grandchild <18 never marr not in subfamily, Other relative of householder,682.00, Not in universe, Not in universe, Not in universe, Not in universe under 1 year old, No,0, Neither parent present, United-States, United-States, United-States, Native- Born in the United States,0, No,0,1,0,95,-50000
26,Private,31,31, Some college but no degree,Not in universe, Divorced,Personal services except private HH,Other service, Other,All other, Female, Not in universe,Job leaver,PT for econ reasons usually FT,0,0,0,Single, Not in universe,Not in universe, Householder, Householder,148.98,Nonmover,Not in universe,Not in universe,Not in universe under 1 year old,No,6,Not in universe, United-States, United-States, United-States,Native- Born in the United States,2, Not in universe,2,1,0,94,-50000
40,Private,01,26, Some college but no degree, Not in universe,Married-civilian spouse present,Wholesale trade,Adm support including clerical, Black,All other, Male, No, Not in universe,Children or Armed Forces,0,0,0,Joint both under 65, Not in universe,Not in universe,Householder, Householder,1463.88,Nonmover,Nonmover, Nonmover,Yes, Not in universe,3,Not in universe, United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,05,900,94,-50000
4, Never worked,00,00, Children, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,108.70, Not in universe, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,95,-50000
00, Not in universe,0,00, High school graduate, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, No, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child under 18 never married, Child under 18 never married,1788.57, Nonmover, Nonmover, Nonmover, Yes, No,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, No,0,00,0,94,-50000
29, Not in universe,0,0, High school graduate, High school, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both under 65, South, Georgia, Householder, Householder,000.00, Not identifiable, Not in universe, Not in universe, No, No,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,52,0,94,-50000
7, Not in universe,07,00, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, NA, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,951.66, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
17, Private,33,19, 11th grade, High school, Never married, Retail trade, Sales, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Single, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1682.5, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, No,0,52,0,94,-50000
66, Self-employed-not incorporated,2,43,High school graduate,High school,Married-civilian spouse present,Agriculture, Farming forestry and fishing, White, All other,Male, Not in universe,Not in universe, Full-time schedules,0,0,0, Joint one under 65 & one 65+, Not in universe,Not in universe,Householder,Householder,276.73,Not in universe,Not in universe,Not in universe,Not in universe,Not in universe,0,Neither parent present,United-States,United-States, United-States,Native- Born in the United States,0, Not in universe,0,52,0,95,-50000
55, Not in universe,0,0, 7th and 8th grade, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,10000, Joint one under 65 & one 65+, Not in universe, Not in universe, Householder, Householder,254.21, Not in universe, Not in universe, Not in universe, No, No,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,0,95,-50000
58,Not in universe,04,03,Some college but no degree, Not in universe, Widowed,Hospital services,Other service, White,All other,Female, Not in universe,Not in universe,Full-time schedules,0,0,0, Single, Not in universe,Not in universe,Householder,Householder,2353.96,Nonmover,Nonmover,Nonmover,No,No,0, Not in universe,United-States, United-States,United-States,Native- Born in the United States,0, Not in universe,2,52,V,94,-50000
30,Private,35,35,Bachelors degree(BA AB BS),College or university,Married-civilian spouse present,Finance insurance and real estate, Professional specialty,Asian or Pacific Islander,All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe,Not in universe,Householder,Householder,394.98, Nonmover, Nonmover,Nonmover,No,No,6, Not in universe,India,India,India, Foreign born- Not a citizen of U S ,0,No,2,52,PX,95,-50000
18,Not in universe,0,0,High school graduate, High school,Never married,Not in universe or children, Not in universe, Asian or Pacific Islander,All other, Female, Not in universe,Not in universe,Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe,Child under 18 of RP of unrel subfamily, Child under 18 never married,1494.78,Not in universe,Not in universe,Not in universe,No,No,0,Neither parent present,Vietnam, Vietnam,Vietnam,Foreign born- Not a citizen of U S,0, Not in universe,2,0,0,95,-50000
00, Not in universe,0,00, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Child under 18 never married, Child under 18 never married,1681.30, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Father only present, United-States, United-States, United-States, Native- Born in the United States,0, No,0,01,0,94,-50000
44, Private,43,1,Some college but no degree, Not in universe,Separated, Education, Professional specialty,Other,All other,Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Head of household,Not in universe, Not in universe, Householder,Householder,2198.44,Nonmover, Nonmover,Nonmover, Yes, Not in universe,0,Not in universe,United-States, United-States,United-States, Native- Born in the United States,0,Not in universe,2,52,0,94,-50000
01,Private,42,42,5th or 6th grade,High school, Married-civilian spouse present,Retail trade,Handlers equip cleaners etc, White, All other, Male,Not in universe,Not in universe,Children or Armed Forces,0,0,0, Joint both under 65, Not in universe,Not in universe,Householder,Householder,2223.92,Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, Guatemala,Guatemala,Guatemala,Foreign born- Not a citizen of U S ,0,Not in universe,0,02,1000,94,-50000
29,Private,01,02,High school graduate,High school,Married-civilian spouse present,Education,Other service, White,All other,Male,No, Not in universe,Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder,Spouse of householder,3263.32,Nonmover,Not in universe,Not in universe,Not in universe under 1 year old,No,0, Not in universe,United-States, United-States,United-States, Native- Born in the United States,1, Not in universe,0,50,0,94,-50000
33, Not in universe,0,0, 7th and 8th grade, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Secondary individual, Nonrelative of householder,3954.66, Not in universe, Not in universe, Not in universe, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, No,2,0,0,94, 50000+.
53, Private,29,2, Associates degree-occup /vocational, Not in universe, Married-civilian spouse present, Transportation, Executive admin and managerial, White, All other, Male, No, Not in universe, Full-time schedules,0,1902,88, Joint both under 65, Not in universe, Not in universe, Householder, Householder,737.08, Not in universe, Not in universe, Not in universe, No, No,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,50,0,95, 50000+.
46, Not in universe,01,01, High school graduate, Not in universe, Divorced, Manufacturing-durable goods, Machine operators assmblrs & inspctrs, White, All other, Male, No, Not in universe, Full-time schedules,0,0,01, Head of household, Not in universe, Not in universe, Householder, Householder,0000.00, Nonmover, Nonmover, Nonmover, No, No,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,01,0000,94, 50000+.
7,Not in universe,0,01, Children,Not in universe,Never married, Not in universe or children, Not in universe,White,All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,00,Single, Midwest,Midwest, Child <18 never marr not in subfamily, Child under 18 never married,0.00,Nonmover,Same county,Same county, No, No,0, Mother only present,United-States,United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
23, Not in universe,00,00, 1st 2nd 3rd or 4th grade, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Other, Mexican (Mexicano), Female, No, Not in universe, Not in labor force,0,0,0, Nonfiler, Abroad, Abroad, Spouse of householder, Spouse of householder,228.00, Not in universe, Not in universe, Abroad, No, No,0, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,000,94,-50000
04, Private,12,26, High school graduate, Not in universe, Divorced, Manufacturing-durable goods, Adm support including clerical, White, Central or South American, Female, No, Not in universe, Full-time schedules,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,2040.03, Not in universe, Not in universe, Not in universe, Not in universe under 1 year old, No,3, Not in universe, United-States, United-States, United-States, Foreign born- Not a citizen of U S ,0, No,2,52,0,94,-50000
18, Not in universe,1,1, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child under 18 never married, Child under 18 never married,2900.23, Nonmover, Nonmover, Nonmover, No, No,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, No,0,0,0,95,-50000
6, Not in universe,06,06,Children, Not in universe, Never married, Not in universe or children,Not in universe, White,All other, Female,No, Not in universe, Children or Armed Forces,0,0,0, Nonfiler,Not in universe,Not in universe,Child <18 never marr not in subfamily, Child under 18 never married,198.85,Nonmover,Nonmover,Nonmover, Yes,No,0,Both parents present, United-States, United-States,United-States, Native- Born in the United States,0,No,0,00,000,94,-50000
68, Private,35,44, 12th grade no diploma, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,3, Joint one under 65 & one 65+, Not in universe, Not in universe, Householder, Householder,807.06, Nonmover, Not in universe, Nonmover, No, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, No,2,8,0,94,50000+.
25, Private,01,41, 12th grade no diploma, Not in universe, Never married, Retail trade, Sales, Black, All other, Male, No, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1374.49, Nonmover, Not in universe, Not in universe, No, No,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, No,2,40,15,95,-50000
43, Local government,01,01,Some college but no degree,Not in universe, Widowed, Public administration, Protective services,White,All other, Male, Not in universe,Not in universe,Full-time schedules,0,0,0, Head of household, Not in universe, Not in universe,Householder, Householder,2177.61,Not in universe,Not in universe,Not in universe, Not in universe under 1 year old,No,0,Not in universe, United-States, United-States,United-States, Native- Born in the United States,0,Not in universe,2,01,0000,95,-50000
01, Not in universe,0,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican-American, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,3390.00, Not in universe, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,01,0,95,-50000
94, Not in universe,0,0,Children,Not in universe,Never married,Not in universe or children, Not in universe, White, All other, Male,Not in universe,Not in universe, Children or Armed Forces,0,0,0,Nonfiler, Not in universe,Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1116.61, Nonmover,Nonmover, Nonmover, Yes,Not in universe,0, Both parents present, United-States,United-States, United-States,Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
10,Not in universe,0,0, Children, Not in universe, Never married,Not in universe or children,Not in universe,White,Puerto Rican,Male,No,Not in universe,Children or Armed Forces,0,0,0,Nonfiler,Not in universe,Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,566.18,Nonmover,Nonmover, Nonmover,No,Not in universe,0,Neither parent present, Puerto-Rico, United-States, United-States,Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
0, Not in universe,0,0,Children, Not in universe, Never married, Not in universe or children, Not in universe,Black,Mexican-American,Male,No,Not in universe, Children or Armed Forces,0,0,0,Single,Not in universe,Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1547.96,Not in universe,Not in universe,Not in universe,Not in universe,Not in universe,0, Both parents present,United-States, United-States,United-States, Native- Born in the United States,0, Not in universe,0,0,0,95,-50000
18,Not in universe,00,0, Children,Not in universe,Never married, Not in universe or children, Not in universe, White,All other,Female,No, Not in universe, Children or Armed Forces,0,0,0,Nonfiler, Not in universe, Not in universe,Child under 18 never married,Child under 18 never married,1357.23,Nonmover, Nonmover,Nonmover, Yes,No,0,Both parents present,United-States, United-States,United-States,Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
06, Not in universe,0,0,7th and 8th grade,Not in universe, Never married, Not in universe or children,Not in universe,Black,All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler,Not in universe, Not in universe,Householder, Householder,1237.55,Nonmover, Nonmover, Nonmover, Yes,Yes,0, Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,No,2,00,0,94,-50000
08, Not in universe,01,01, 11th grade, Not in universe, Married-civilian spouse present, Construction, Transportation and material moving, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1227.53, Nonmover, Nonmover, Nonmover, Yes, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,35,0,94,-50000
46, Not in universe,0,0, Doctorate degree(PhD EdD), Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, No, Not in universe, Not in labor force,0,0,1100, Joint both under 65, Not in universe, Not in universe, Householder, Householder,86.01, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Both parents present, Ireland, Ireland, United-States, Native- Born in the United States,0, No,0,40,9,94, 50000+.
29, Local government,10,10, Bachelors degree(BA AB BS), Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,221.33, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, No,0,42,0,94,-50000
95, Self-employed-incorporated,1,44, High school graduate, High school, Never married, Agriculture, Farming forestry and fishing, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,2346.87, Not in universe, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,0,0,0,95,-50000
39, Federal government,05,01, Masters degree(MA MS MEng MEd MSW MBA), Not in universe, Married-civilian spouse present, Public administration, Professional specialty, White, All other, Male, No, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1271.68, Not in universe, Not in universe, Not in universe, Not in universe under 1 year old, No,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, No,2,52,0,95,-50000
30, Not in universe,0,0, Some college but no degree, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, NA, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Spouse of householder, Spouse of householder,200.00, Nonmover, Nonmover, Nonmover, No, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,0,94,-50000
31,Not in universe,4,24, Some college but no degree, Not in universe,Married-civilian spouse present,Construction, Adm support including clerical, Black,All other, Male,No,Not in universe,Children or Armed Forces,0,0,0, Joint both under 65, Not in universe,Not in universe,Householder, Spouse of householder,198.58, Nonmover,Nonmover,Nonmover,Yes,No,3,Both parents present,United-States, United-States,United-States, Native- Born in the United States,0, Not in universe,0,02,0,94,-50000
18, Self-employed-incorporated,1,44, 9th grade,High school,Never married, Agriculture,Not in universe,Asian or Pacific Islander, All other, Male, Not in universe,Not in universe, Full-time schedules,0,0,0,Single,Not in universe, Not in universe, Secondary individual,Nonrelative of householder,565.00,Not in universe,Not in universe,Not in universe,Not in universe,Not in universe,1, Not in universe,United-States,United-States,United-States, Native- Born in the United States,0,Not in universe,2,52,1,94,-50000
4, Not in universe,04,01, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Single, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,278.00, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, No,0,0,0,94,-50000
29, Private,1,1, High school graduate, Not in universe, Never married, Agriculture, Handlers equip cleaners etc , Black, All other, Male, No, New entrant, Children or Armed Forces,0,0,0, Single, South, Arkansas, Child 18+ never marr Not in a subfamily, Householder,23.38, Nonmover, Same county, Same county, Yes, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, No,2,40,0,95,-50000
25, Self-employed-not incorporated,45,01, Masters degree(MA MS MEng MEd MSW MBA), College or university, Married-spouse absent, Other professional services, Professional specialty, White, All other, Female, No, New entrant, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Householder, Householder,000.00, Nonmover, Same county, Same county, Yes, No,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,48,0,94, 50000+.
01,Not in universe,0,0,7th and 8th grade,Not in universe,Never married, Not in universe or children, Not in universe, Black, All other,Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe,Child under 18 never married,Child under 18 never married,1598.31, Nonmover, Nonmover, Nonmover,No,No,0,Mother only present,United-States, United-States, United-States,Native- Born in the United States,0, Not in universe,0,0,0000,94,50000+.
25, Private,2,44, 7th and 8th grade, Not in universe, Married-spouse absent, Agriculture, Farming forestry and fishing, Other, Mexican (Mexicano), Male, No, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Other Rel 18+ ever marr not in subfamily, Other relative of householder,1571.0, Nonmover, Not in universe, Not in universe, Not in universe under 1 year old, No,0, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,40,0,95,-50000
18, Not in universe,0,0, 12th grade no diploma, High school, Never married, Not in universe, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,1441.0, Not in universe, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,8,0,95,-50000
28, Not in universe,0,0, Masters degree(MA MS MEng MEd MSW MBA), Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,1, Joint both under 65, Northeast, New Mexico, Householder, Spouse of householder,965.87, MSA to MSA, Different division same region, Different state in Northeast, No, No,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, No,0,5,0,95, 50000+.
10, Not in universe,10,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1768.26, Not in universe, Not in universe, Not in universe, Not in universe under 1 year old, No,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, No,0,0,0,94,-50000
11, Not in universe,0,0, 11th grade, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,0, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2047.49, Nonmover, Nonmover, Nonmover, Yes, No,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, No,2,0,0,94,-50000
18, Not in universe,0,0,Some college but no degree,College or university,Never married, Not in universe or children,Not in universe,Other, All other, Female,No, Not in universe,Not in labor force,0,0,00000, Single, Not in universe, Not in universe,Child 18+ never marr Not in a subfamily, Child 18 or older,1555.42, Nonmover,Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, Haiti,Haiti, Haiti, Foreign born- Not a citizen of U S ,0, Not in universe,2,20,1000,94,-50000
13, Not in universe,0,0, High school graduate, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,200.00, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, No,0,0,0,94,-50000
4, Not in universe,0,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Single, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1936.9, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,50000+.
27, Local government,47,01, High school graduate, Not in universe, Never married, Public administration, Protective services, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0,Single, Not in universe, Not in universe, Secondary individual, Nonrelative of householder,965.8, Nonmover, Not in universe, Not in universe, No, No,0, Neither parent present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,0000,95,-50000
63, Private,J3,09, Some college but no degree, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,168.00, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, No,2,52,0,94,-50000
07, Not in universe,0,0,7th and 8th grade,Not in universe,Never married,Not in universe or children,Not in universe, White,All other,Female,No, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe,Not in universe, Nonfamily householder,Householder,025.78,Nonmover, Nonmover,Nonmover, Yes,No,0,Not in universe,United-States,United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
60, Private,4,2, Prof school degree (MD DDS DVM LLB JD),Not in universe,Married-civilian spouse present,Entertainment,Executive admin and managerial,White, All other, Male,No, Not in universe, Children or Armed Forces,0,1902,0,Joint both under 65, Not in universe, Not in universe, Householder, Householder,16.72,Nonmover, Nonmover, Nonmover, Yes,No,0, Not in universe,United-States, United-States,United-States,Native- Born in the United States,0,Not in universe,0,52,0,94,50000+.
35, Private,35,35, High school graduate, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Not in universe, White, All other, Male, No, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,798.68, Nonmover, Not in universe, Not in universe, Not in universe under 1 year old, No,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, No,0,30,5000,95, 50000+.
35, Not in universe,35,1, High school graduate, High school, Divorced, Finance insurance and real estate, Sales, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,3076.19, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, No,0,52,SV,94,-50000
38,Private,04,04, Bachelors degree(BA AB BS), Not in universe, Married-civilian spouse present,Education,Professional specialty,White,All other,Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder,Spouse of householder,2851.03,Not in universe,Not in universe,Not in universe,Not in universe under 1 year old,Not in universe,0,Not in universe, United-States, United-States,United-States, Native- Born in the United States,0,No,2,04,2851,95,-50000
9, Not in universe,09,00, Children, Not in universe, Never married, Not in universe or children, Not in universe, Black, NA, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1175.65, Not in universe, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,01,4000,94,-50000
