age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
33,self-employed,siole/U,tertiary,no,94,?ayes,,cellrb,85,may,955,2,-1t,0a,,yes
3)8,,single,tertiary,n9},-898,>ue,oT,cellular,*y,@,345,$^,323,u,failure,fo
,admin.,single,econdaNy,?H,3551,5}s,n(,cellular,12,may,O,,a,},,y!es
34,technician,mar=id,tertiary,no,23w07P,n>,>nnS,}ellular,26,`5y,243,2,35,6,o4hr,yes
33,,bsingle,,no,1,_o,no,,5,m)]),198,1,-1,N,,no
9v,blurce-coalarG,sinle,secondArx'y,ucC~,1311,)e`,no,,13,may,,,D1,0,,7
20,student,s!ngG2le,,,z4Y3x,yes,o,ttlVphne,16,,55,2,-1,D0r7,,no
44,management,married,tertiary,,1764,no,f,cellulr,18,aug,70,[k,Q-j,0,,&
46,unemployed,married,secondary,no,3533,,o~2,cellular,C]2,arqg,235,,-1,,,n0
40,entrepreneur,ma;ried,secondary,no,2663,F}yers,yes,,o,f'b,289,\,W-/s,h5,,no
5,ue-colar,9jn`gle,primary,no,116,L,no,,15,>ay,160,1,-1,@N,,Bo
55,technician,married,,i,1393,el,,OHephone,21,nov,$5,,,0,,
,blue-collar,m`r}i&e',tertiary,n.{8,335,,,,26,$n,[j,,?--,0,,`}]
31,servics,xaZGrrMeQ,p5mry,no,s,yes,,cellular,8,may,174,),,0,,n
`},,single,secondary,oof,X}m,Bno,no,",celLl(ular",=,sep,,q,-1,0,,es
45,,divorced,priTzmary,no,,ecf,,,23,a,1030,|1,-1,"0""",,ys
3/,,married,s^econdary,no,203,yes,O0!o,,d,8.S,143,"qV1""",-1,0,,no
l.,admin.,,Wsecon`rE,p, J,nlG,,,7,may,:-0',O,"Z""%",0,,LQGUt
!_,mnagementv,married,tertiary,no,j09,no,no,wcellular,20,nov,223,1,,0,,n
42,admin.,,tertiary,,15K56,,tno|7,#3Elluear,,aug,f1+0Z,i;, h8;,4,fa`i?r(,no
38,blue-collar,married,primary,no,0,yes,,,}1,nov,101,e1g{,-1,Y,,no
6,services,arF.ried,secondary,5n<b,1uOz,n,o,cellular,K,tac,*7,[,-1,0,,no
3_5,entrepreneur,divorced,secondary,yo,-69,yes,no,,h,may,300,1,-1,<0,,o%I
31,SZBstudent,marreaw1,,n,46,yes,no,cbllClaO,s90,jul,487,1,-1,3},,ymet|
"M74""P9",bluegcollar,married,secondary,no,l6~,e,,,E,b`y,BW12W{7,-4=,-1,0,,$2<no
50,technician,married,primary,no,1 t\9,no,no,,,Rag,8T,2,e1S,0,,nEc:Q
45,blue-collar,"s'in4{l,",,S=o,fR,,9}o,cellular,26,u,768,2,E\,5,success,G
]F5i,services,divorced,econdry,o,:t4:,yes,no,cellular,5,may,T301`,2,,>-J,,/AV
5pe,technician,divorced,tertiary,o]w,126,g,nF,telephone,=,r;n,"66-,",X,-1,0,,0
35,t_cnii?an,-divdrced,secondary,,-u99,yes,no,,27,may,137,2,K,0,,o
2B,self-employed,single,terBtiaBry,no,392,ngo,yes,,V-!1,jul,,1,,,,no
Z1vb8,services,married,seu(ondary,no,7019,S+.C,no,,30,may,&,,-21,0,,no
41,management,marbS^ied,secondary,nY,280,yes,,cellular,2,upn,88,1,H,Z,sacBess,no
52,unem%m1yed,!divorc#,secondary,SV&,230,no,no,,/c,decD,2+,2,-1,0,,yes
i0,services,,secondah5y,no,,[o%,yeUpCs,cellular,+,j3u',4\82,3,-1,0,,no
33,dmanageme\dpnt,Gkarr]Wd,teLrtigrJ,no,530,!T,no,cellular,d,aug,(i4,K,w\,,,no
vf51r,entreprneur,married,,5o,,,n#o,cellular,31,yj,44,7,-1,0,,no
2X47,bPtue\(olluar,lskngle,_rimary,G,23],yes,no,cellular,26,,XT0,2,-1,l,,yes
Tz,tchnIic_in,married,econdary,no,71,no,no,,,jun,524,4,-1E,,,no
39v,management,,secontary,no,_2,ye=,deo,,27,may,11n6,,-1,a,,no
36,admin.,married,secondary,Ws,7a2},yes,no,,[,eb,123,RJ,9MX?,|]B,alur,no
.,student,single,,no,2144,es,no,cellular,a,nov,eu,2,,P,,no
,"tecnic""ian",marMied,tertiary,nSU',Q,n,no,cellular,18,aug,543,J,78,2,a-ilue,n!+
3N,technician,single,teTr'iFmy,,390,yes,no,,Y3,may,85,1,o-y,,,no
'K,blue-collar,married,primar?,,753,3yI!s*,%Lo,,,[m*y@,151,,-1,0,,
54,,married,secondary,=o,273,yes,no,celplar,808E,jul,55,, ,0,,o
92y,blue-collar,single,secondary,no,67,no,{,cellular,y,f%;b,20,,-1,0,,no
-5,managemet,d:p;rced,tertiary,no,2909,,%a,,,may,110,:,-1,0,,nb}og
57,managem[ent,married,secondary,no,z?,Wex,no,cellular,24,jul,7.,2,-Z,0,,no
~3,ser)Jces,married,secondary,no,4b0,seR,no,,Y,jun,121,qlw,r,0,,no
65,retired,married,sec]ndR=yF,no,23421,no,nt,cellular,2,fe,432,1,-1,,,no
55,blue-scoliapr,,riFar,no,3297,"""(s",e,telephone,30,aprB,96,,-w1,0,,no
,management,divorced,tertiary,&&o,496,no,no,cellular,,jan,452,3/,-,0,,yes
NQ,retired,married,,no,52g,,no,te[eph!ne,13,nov,135,1,"""",;H,q87hNer9,yes
38,managemet,miRrXed,tertiary,no,1463,yes,no,cllular,^q,}8^uJg,425,4,-1,],,no
36,manAagement,single,tertiary,G,76w406,y-zs,no,,30,may,917,1,"-D)""d",0,,s
58,management,married,,"n,",(,no,,,11,jun,145,1|,EKG,0,,Y
41,blu-Zollar,married,pria$y^,no,1T0 0,yes,no,=clu_lar,,Hju,10#1,6,4-:,0-p,,no
32,blue-coll$ar(,sIQingle,secondary,no,,yes,lK=s,,8,7ay,134,,-1,Z,,I
46,,married,secondary,no,2&-L1,yes,no,,14,ma,1L0,V,-1,0,,|nT
40,blue-Mollry,married,ecodary,no,5G8,yes!,"F,",,13,may,%!,^^;1,-1,0,,no
.6,jgdmin.x,siXng?,sTcon;dary{,,47,nx,yes,celllar,TFu,,%a,6,-1,(N,,no
28,,Usibngje,8se1c]dary,=o,TOE-%6,y,G,cellular,1,sp,199,,92,14,,]yse<
b ,"str""ices","ma""rMe",primary,no,86z0,}+7nAo,/,elular,,,|,I,-1,,,
33,entrnrenepur,married,secoonZCry,,1z3 ,yes,noS,cellular,1Yt2,may,23,,295H,6,,
48,management,married,secondary,o},286,no,o,cellular,12,aug,,1W,-N1',0,, 
36,self-empqloyed,single,t]ti}aFy,ol,-103,yes,y,telephone,17,oct,3253,1,<-hm,0,,yes
43,`lzeJcollaG,married,primary,no,=!98,yes,no,,14,T,93,=4mP6,-1,`,,o
38,technician,single,ter_ti8iar,no,25,yes,no,"cellwl""r",!,jun,3'2,2,-1,b',,yTd
53,admin.,mar_riFe,secondary,no,1228,es,yes,cellular,D>@,feb,116,2,188,1,sccess,"8q""o"
T,services,A?arried,sbdary,no,1167,yes,yes,"teJ,phoneP=",16,apr,668,s,1p47_*,1,failure,no
26,m$anEgement,sisn<gl,tertiarA,3\no,-u,,no,cnellula,,nv,166,1,195,1,sucgess<,yes
;k,blue-collar,ma5ried,secondary,no,96+O188,[,nK,cellular,4O,feb,379,2,-1,0,,no
69,mK agement,married,seconary,no,,no,no,cellular,23,,D1,k,l,0tn,,<6
,9anagement,mr0SAed,tertary,no,350,no,no,c\ulaN,N2#g,jan,328,2,+41,,,
30,management,single,tertiry,no,1S35,yes,no,cellular,17,n<v,104,[,-1,0,,n
6E,mnag<mnt,single,tertiary,no,-679,yes,yes,cellular,7,8y,172,1,93,,failure,no
41,entrereneur,married,tertiary,no,3135,yes,yes,,20,jun,160,3,WC-,z,,no
51,bl uecollc,%di<rced,sepondary,no,104,no,no,QelQulr,5j,jul,71,"""",-1,0,,no
2,%aagmrnt,married,tertiary,n,@,2,noC,tlZpho+e,17,no,6[,2,,0,,dJ
25,admin.,in?ge^,secodar,no,507,Q,yo,cellular,15,H,832,/E,367,3,faFlure,yes
32,management,svr\ied,t{Zrtiary,,1028,0,no,cellular,,aug,183,1,-1,n,,
4f5$,management,g7arie,tertiary,8,(17M6,yes,no,,6,~y;aX,esa,(V,-1,0,,no
47,technician,married,,_n,89,&=lo,o,,],jun,,5!,-1,`*,,5n
45,ho=semaod,mrUie ,tertiary,no,0,o2nz,7o,,9,jun,x00,1,-1,ldx,,no
41,technician,married,tertiary,nXo,91,n{,,celtular,29,`jK\6uG,,g!,"E-7>""",0,,ano
32,2techncian,ma9rried,secondary,o,2802,o,no,cellular,:0,auv,157,,-1,e,,no
,technician,CsiWngl,L*rlt%ry,,147,|,ny,cellular,%>,aug,N-3,2,-F,0,,noO
d+,srzices,ma}rid,secondary,no,"<,3O4",yes,no,telephoVne,21,oct,04g,,91,4,faEjOude,vbesve
53,technician,rried,secondary,no,-725,,n{,,27,y,1205,t,-1,0,,yes
35,technician,sigl{,tertiary,no,>8,no,,cellular,21,aYg,169,2,-1,V,,o
67~,rA1Lirgd&,mCr*e,tertiary,no,2812,no,nKo,,:g,aug,,P1,-1,0,,no
@mW,blue-collar,ng7Be,primary,no,17,yes,nC,,13,,97,,A,0,,no
7,admin.,ma*riY\,secondry,~,x26,y8esJ,*>G,,c,m\bo,,2,-1,0,,oF
51,srvXes,[ivorced,secondary,no,974,yes,yes,c-llularW,/T,jul,'I25Y,",4R",-1,S,,\\
54,,married,seconCdary,no,1(41,nv>m,n,,16,jun,,6,-1,0,,no
,housm#+i*,married,secondary,no,633,xo,no,,3z3,jun,233,1,1v,0,,no
22,blue-collar,{stinlse,"s9ocnd""ary",no,b-81,|yes,no,cellular,15,ay,8*9,?,-1,iL,,yes
@,etrprene9r,lmarri]d,,yes,d-24,yes,yes,:Dlular,4,aug,i>,8,-1,20I,,/o
E,tCechUHcian,single,tertiary,nvA,8047,yes,no,cemlular,28,aug,y,13,-;<,Lc,,no
4^L2,se%r?ice/s,single,se|ondZry,no,&58,E2Zeb,no,cellular,N[%#,nov,146,Y,-1,0,,Qn|m
43,sN^-eploDed,married,secondTry,*o,56,yes,no,cellular,,Oy~,612,3,-1,E,,no
7%$,blueoll<5,maM]V4,secondary,no,N+1,n,no,,&3,jun,32,3,-1, ,,no
1,tehnicwia3,married,seconbJaFy,no,&d\,n,no,cellular,U*,aug,fI0,,-1,0,,n
W,mngemet,married,tertiary,no,:13L,yes,no,,q(,Wmay,43,,-1,0,,no^
6mi,adR.,married,"terar,y",n,133<,no,z,cellular,~Z~,mar,156,1,8)h,<,,s
j47,services,narried,secondary,no,2,,<es,cellular,I'E),jul,71,15,"""$d",0,,Wzo;
53,ad!in.,mlrieNR,sO*condry,no,,yes,no,,67_p,+!ay,162,,R1,H',,no
32,management,single,,rtnSoR,11797,yes,no,cellular,11,aug,.,,1-,ut3,,J
57,,married,secondary,oo,6iq,'etV,no,,20,ey,,,W,0,,no
W,blue-collar,(\aried,`ondry,e,2*,eC,no,celulavr,4,mM',130,3,312,lh ,failure,no
f,serv*c6es,ingx,secondary,XIx,0,e;s,no,,20,may,134,M8,-`O1F,0,,n
35,mageHent,"si~gl,gZ5",tertiary,L,181,,\,,G,aug,130,4,-1,0,,no
mh,sv+rvics,singl,primary,en#o,v#v6,Kyes,no,telephone,20,xv),1C,2,-$,.,,K7
49,technician,marrie,secondary,no,u,yr6s,yes,rVcel%ulW,19,aug,5g,2,-1,,,no
v,admi\9nO,marri'd,secondary,no,L$03,3/,no,\llular,7,BW,9q:+6,2,-1,0,,o
4,management,married,tertiary,o,203,d(no,>@,celTl1r,%m)z,#,70,{P,-1,0,,no
4n,blue-collar,mried,secondary,no,2S,%s,,,!K,may,134,1,-1,,,no
43,blue-collar,divorced,`prim]arKy,o,e,yes,,,'7,ma/,1x 12,,N,:0,,O@
:59,admin.,married,secon dtXry,no,92,yes,no,cell{lar,12,gd,9v,2,5Z,1,failue,no
^4,tsechnician,~divo_ced,secondary,no,705,yes,",es",cellular,d,oa,249,)1z,-1,,,n7v
53,mUnagGLment,divorced,tertiary,no,15Q,?,no,cellular,1CqB,"R""b",.'5,d],L-[G1,0,,yes
38,te#rnician,married,s0xHeQonday,o,r,9 ,",o",,-,ud,3Sn1,\,,0,,no
35,technician,married,tertiary,no,^,no,no,Scellular,2R,aug,69,4,-,N,,no
32,housemaid,married,tertiay,no,10,yes,"nl""+",,-2,jPRn,658,2,^1,E,,no
2+,adLinN5,ingT-,tr #-ay,M,\689>,,u,cellular,,t ,78,1,_d,0,,no
#'},admin.,single,OtEaary,A,P09,no,,,30Y ,Jqby,327,1,-f,0,,
,servrcdey,"maPPr\,ied",tertiary,Y,523,yes,no,ceOllulah,,apcr,'s23,1,F1,0,,no
2,technLia,single,tertiary,no,3\,yfJ,K/,cellular,,jan,ZG8,1,-1,0,,*T
1,technician,divorced,secondary,no,2x,a,yUeJs,,13,may,139,o,-1,0,,no
56,management,divorced,ert[ary,no,66721,H6o,no,cellular,8,aug,,2,e,0,,
43,management,married,tertiapry,no,715,,g,cellular,",U2",au^|,{b58,4,-1,0,,Wo
29,self-employed,single,tertiary,noG,270,yes,no,,1hcc,oct,+4,5,274,11,failure,no
37,admin.,eingle,xsecpndar*,nb,1560,yes,L;,,11,jun,203*,),-1,,,$
38,blue-col3la,,,no,1h8,n,no,,17,jrn,605,5,A-13,0,,`no
7,rtjird,ma=rried,sonday,=,479,no,no,tel^a+phosne,r,/,82,2,LN,,,m
39,blue-collar,married,primary,n9o,0i,M!,n+o,cellulCar,13,myU,;_w,5,1(7,,failure,ni!
61,ehi:an,di vorced,secondary,(o,26f48,,ZC,+ellp0ar,{#,wWt&,"?1""",1,\-1,`,,yes
"4""",serhzicess,married,prim6ary,no,,yxs,XoN,,|6,DPy,,1YN,,F,,no
55,blue-collar,mal,secondary,nS[,212,yes,\ngC,,19,may,32$4,o,(1,0,,3wo`
46,blue]-Pcodllzr,married,scdodak,no,0,yes,n:o,,23,may,,},u-O,^O,,no
hue,sbel-_mpoyed1,married,secondary,"^o""",252,no,no,cellular,F3,TQ!l,261,S,&Ar,,,no
33,admin.,arriEd,secodary,no,,yQes,|o9P,,14,I1,250,,.-O51,OY0e,,nx
2aT,,married,tpri.ay,nK,217,eUo,no,,16,may,T9,-3,-1,0,,n(o
40,technlici>n,sigle,secondary,n,2141,no,no,cellular,18,ov^,107,3,-1,,,no
.5g0,ma5ag:ent,divorced,secondary,no,1716,yes,no,,~sa,mZy,82,=+,cn,,,n0o
4`,blue-collar,dioFced,seconTdaSr_,np,"-p29,39",[,knh,,27,3,111,h,-1,0,,no
!2,technician,married,secnEryn,Bo,300,yes,no,cellular,[X0p,W2ob|v,N[6,W,$@1,0,,h4o
5bQwq,ad*in.,divorced,secondary,no,$7}j,6es,no,eclzuaa,11,Bcay,288,&,-1,0,,no
,services,married,secondary,KAnh,341,no,n,cKellulam,c0,apr,423,2,-1,{0,,yes
~Z3,tc*nicdasn,,teiry,no,0s,no,,cellular,4,aug,14.88,2,-1,O,,9Wx8#s
6,management,si6lqe,tertiary,no,11{,yew0,,cellular,>!E,feb,159,!,ZE1t,X8,failure,no
3O,services,single,secondary,"nO,",140@5,yes,ZFo,cellular,+4,apr,283,U3,-1,0,,no
31,blue-collar,married,primaNe,->y,-365,]}ygs,o,cVlpular,X5,g,"""}6",1,"1-1},",0,,24
30,,single,secondary,no,1779,no,no,cellular,11,aug,233,,4$3{3,G,sc^s@,yes
33,,married,secondary,yes,-406,yes,yes,"c""}lulSr",14,jbl,332,2,-a/,0X,,no
%,retired,,s3ondry,9,,no,no,tlehone,11,dec,Z1F5,1,-1,,,no
$,services,aFrriz,secondary,,387,,n,,xJ,may,2'32,,-1,W!,,n
36,}iQ.,arriec,secondary,no,332N,yes,nt,telxephoe,`6,AZno*,"m""",1,-1,=Fn,,w
53,blue-collar,married,secondar6,no,2231,yes,no,cellular,<,<ur,272,3,-1,,,|
49,,divorced,secoed6r,>To,560,,no,cellular,25,jul,8!,c,-1,(QH0,,o
*28R,services,sing,secondary,,221,s,no,cellular,15,may,,1,-1,0,,y
51,ho4semTaid,mariOQ,pr$imry,Fno,89h,L1X,po,,,jun,226,"1""{",(,1}!),,no
36,management,marSiedC,]tuKtiar,,,yes,no,cellular,29,uq,C6,,2xG3],17,other,o
54,retired,married,aeTnd-Ty,no,2n4=8,nT,yes,,L3R,jul,172,2,.1,0,,no
53,serviceT,married,secondary,ye},2262,loX,no,<cNlular,i0M8,),'1Z6,,/,^,,oqnlo
55,blue-collar,married,secondary,o,471,yes,no,,),may,58,V,-1,,,no
28,tecVhnian,sl,tertary,nfo,-3a,yes,no,,,-a,L54,1,,<+,,no
55,bluSollar,amarried,primary,o%p,1373,o,~;]o,,9,may,1087, ,-1,G0,,",w3o"
u,"^aOag,3ment",dioccd,tertiary,no,2894,yes,",o1[",cellular,5/,may,163,1,-1,0,,
42,|technNcian,mTarried,sxehcodry,gno,`,yes,.,"ce""lular",3,feb,13,d$,,X,,no
_h,,maNie4,tertiary,no,,zhJ,no,celulaMr,/,aau(gn,397,2,342,1,aikure,p|o{4
,technician,$sn/M,secondary,Co,0fqR,no,no,cellular,8,!,121,1,-1,0,,7o
33W,4services,married,secondary,j,288,es,no,celluGlar,1K>6,apr,306,[,6Bu,0,,wo
45,unemployed,married,tertiary,nN,,no,no,c-lluWil2ar,E,&,782,2,-1,h,,no
40,self-employe,marrskFiede,t:tiary,no,191,!y<Ies,n,cellular,,jul,806,2!,-1,?C,,no
31,services,married,secondary,no,,ys,yes,cellular,,u,m1L,},2?,,,no
69,r/Qtoired,divorced,seconry,"Wno""q#",4572,no,no,tlephonB,27,oct,146,s%,,JN,other,
58T],bQu.-collar*,married,,no,4871,,o,,14,may,133,2,-1,'0SY,,n4o
45,management,married,t$artiary,,2220,y(s,N,Ycellur,11,jul,kI,$#,-1,*T,,n(
,managee'Pst,?arr6ien,tertiary,no,393,]eb,no,cLllula-r,,aug,62,v^,YI,@6,ZsuUccM(!,nM
A,unemployed,married,p9rimajy,no,55@,yes,75d,,28,m1=b,173,1,s,0,,do
35,b$be-collar,single,secondary,nr,VC688,yes,no,telephDe,7,jul,41,4,I,0,,no
3,blecollaQ,divurced,primary,na6\,255,yes,Go,Qcelular,g;i,,3-M4,2,272,$Y,faiiljur,no
51,housemaid,divorced,setonudary,",",-7c6b,yes,no,ce7ula%,89,sov,91,1,-1b,0,,
41,t9ech2nician,\qmarried9,secondary,,6 171,,o,cellular,:p,aug,l_,l,-1,,,1
43,self-employed,arrPiH/d,secondary,no,6 *,"""ekf",no,cell>ulrar,,myay,131,1,-Ow,=c,,o
0,retired,married,tertiNary,no,2261,o@,L,,9,jun,245,U,-1,0,,no
28,"t#chnic,ian",in0le,sekcodary,no,1536,Se,,,28,may,347,?,n,0,,HnV
33,gmangeent,married,secondr,no,180,yes,n@Mz,cellular,1<,may,=,F(,->,0,,o
U3;,blue-colla,)aC7ied,secunid3agry,o,*63,y5_ysZ,,Sel^uar,13,apr,217,3,327,",{7",failure,no
,unemphloyed,married,secondary,nZK,1603,no,no,,nH,jun,164,|/,1u,;BJ,,no
39,3Dmin.,mar'2ed,secondary,nox,l$,no,o,telephone,,,$,4,1Yp,0,,no
53,technician,divorceud,t}rdiary,I,6503,yes,no,,0R,,143,mB,},~,,
,services,warried,secondary,no,9/0,,yes,cellular,15,tQ,246,5,-1,0,,!
30,servic3es,inghl,fe*condary,;T,P-,n,),,13,aug,75,1,-1,0,,no
Zi4\8,unemployed,married,tertiary,no,6y1,3,no,celllar,)8Q,jan,L,1,q ,0,,no
Q}>1,admin.,,ertiar,no,4041,H``,cnZ,cellular,30,apr,1034,TS,-1,0,,es
53,aagement,married,tertiary,n,1H19,yes,no,cellular,16,apr,4K,,,+1,failure,
51,`nagement%,married,,Mx,346,.c(F,no,cellular,11,4,237,1,180,x?,suc=e[ss,yes
30,anag(ement,married,tertiary,no,1!84,ye,no,te$epho2e,14,aG|Rg,60,2,-l,S,,no
X|k5,b=lue-ollar,married,primary,no,o9u,yes,n?,,R,apr,193,,e3m2\,H`LP,ohgrt,"""no"
3^1Q,tehnic}ian,single,tIotey,(,985,ys,no,elulart,17,Ha r,+H,1,57,ih,nCilroVe,yes
19,student,single,,no,7r,J,|,cellul#r,24,ep,62,3,-1,0,,no
66,Id1bn.,married,secondary,"""",4041,nsc,o,celuka:r,14,jun,,,{ ,0,,yes
S,technician,si`Pgl,se/cn[daAry,)y,-2,,yes,cellular,8,,|BD,#,-1,0,,no
33,blue-collar,married,econ>><,n*,l9,`H,,>c{elllaC,D,M(yp,Qz,4$L,-1,S,,no
55,enrepreneur,1arie ,seco@ndary,no,27624,no,4,telephone,]v,jau,437,1,<n`,OQ,,yeD%
t05,lue-colmlar,divorced,"prima""y",,-83d,_yjeYv,noFH,,6,3,145,1,,0,,no
54,management,married,tSertiaZr=,no,1X90,V1,d,,21,ag,160,,-1,0,,no
3>[,technician,married,zMsecondarY,x?V,i0,yes,yes,te!ephone,s3L,puj,F0,2,-=,0,,no
#M.6,services,married,Osecon;dad,Q,15pAI,jb],IB,+mell*^la3r,14*,acgf,1F,4,-1,0,,no
32,admin) ,singe,tertiary,,5wm,yes,,,,may,134E,DU,-1,,,no
33,,single,tertZ\ary,no,nf,yes,no,cellular,5,may,17,:@`,v4Lv,2s#,nailur/7e,Eno
40,blue-collar,married,oiarX,n3f,676,n,no,,,*un,74,z1,,T,,r
42,technician,single,t8ertiary,no,-411,yM,no,.ell-lar,24,\dEl,2s,$,-1,0,,no
d0,blue-collar,single,secondary,no,[{11,no,9Cn,cellular,lL,may,115,1,",-p",.\,,no
36,unemployed,1mar\iced,<ecM+ndary[,no,C6,uo,no,,,jun,595,2,I,0,,>ye4s
4;2,/diNn.,si-Fgle,secondary,no,-247,yen,yes,cellular,18,S,10a,\4,?b8k,SK,success,no
30,admin.,sgle,secondary,o,!k2CH8,yes,no,ce-lu a,1@,may,148E,1,-1,+,,no
44,technician,,eondarTy,+E,"9101""",k,no,cellular,6,(bug,165,,-1,;0,,
4,lge-collar,mXred,priZmry,no/,474,"Bye""s",yes,,m,Preb,1$2,3,2^18,,failure,^
=B5Yu3,management,single,primary,no,208,yes,no,,,mag,179,9,O,0,,no
Y38,blue-collar,marredp,secondary,no,12t,yes,no,,[c,3fy,159,3,-1,0,,no
3,aAan.',arYred,tertiary,nog,608,yes,no,cell(lar,f2,apr,89,2,-,0,,?n
S6q,blue-collar,maorrieR,seondE)=,nbo,781,,no,,A13-,may,^5N2,1,-1,K,,%nooy
"}6""",entrepeneur,married,8seodary,n?o,O40,no,yqes,teleChGony,d,jul,3L1,QD,-1,:ET,,n9
,s9r\vic@5es,ar9r/ied,priSaky,3,-9$3,yes,no,,3,jun,263,1,-1,,,no
52,blue-collar,married,secondary,D&o,161,y=s,/,,M1pw,(,Gd4,2,-1,,,no
45,technician,divorced,secondary,no,2657,no,no,el5uar,7,au~,89u5,lh,,:,,yes
"ZSlM,",tchinican,married,sKon$dr,Tv,!d3,no,nRz,,^,)ay,9B31,1,-10,*b,,dno
37,l-clla,rmarrCied,"p%rimal,",,643,?y,yes,6ellular,2,)ewK,81,3,2$,,ober?,E)o
W,ma/agemnt,mOaried,tertiary,no,SR,no,no,cellular,$o,aug,100,NQ,-1,~0,,W}]/
45,entrqreneur,single,tertiary,no,1678,/,,,16,jun,133,2,-A,A,,no
3u7,self-emp/oyed,mjYM3rieRd,secondary,no,-3,,;.,,9,un;,438,,-1,,,no
28J,b\l|ue-collar,marKled,Usecoa@ry,no,q&0W1,y\s,YUW,cellular,11,feb,253,1,^14,-,success,yes
3/,,sf~ng!eq,secondary,c_,574,F-t,no,{elLlar,5,feb,11,6,-1,,,no
59,awmin=,marriep,,o,283,nE;,nes,,17,nov,300,b,%,0S,,
50,entrepreneur,married,3r||ay,no,,Hs,Do+,,20,apr,312K,5,-1,0,,no
,@ec_hn^an,ma r+QrZsed,seKcon@dary,3L,232,4n,no,celEulp',318,nov,90,Nt,,0,,no
32,blue-collar,,secondary,nLo,127,y*Xs,no,cellular,5,Rm}y*,^,1,-!1,E430,,_7L
3b5,blue-collar,married,secvonHary,nLoc,603,c,M,rhllla,1'[7Q,,47T4,",",-1,,,n
a,,single,secondary,(,-475,yes,no![9,,2+,m/_[J,793,5,bO>,0b,,no
,bue6-cola[r,single,Nne;[ndary,no,523,1,no,cy~llular,?9,may,,1,3_1,0,,no
,blue-collar,ma8rid,,,-69,yeX,o,,26,,1e>H,N,@-1,0,,3
28,blue-collar,single,,no,1348,yes,no,cellularM,,,221,2,-1,0 6S/g,,yQ&F
,blue-collar,"mHa,riedV",secondary,f,1603,WA,o,cKllulr,30,ap,2@9,1,,,,no
2Y,student,sin2le,secondary,no,508,`ye,V,"teglphcn""e",18,may,1Z,3,374,1,other,#
36w,manaI:ement,singce,erKiWary,no,247T,,no,,,nX,3eW4,5,8-1,o,,n0o
52,admin.,married,secondary,no,199,d|k4,:Eno,cellular,2*8,jn,978,,189,,other,no
,services,divocedu,,no,0,nMo,yes,cellular,e_9,juBcl,,1,-1, ,,
54,elf-employed,married,secondary,,352_9,no,jK,cellular,(,aug,686,2,up,^,,oj
M@3,blue.-colar,single,GsecZ~ndar,no,7R,u,P,%#ellulavr,,may,2~,4,366,2,failure,rn
35,adm&i7.J,ige,"siec""nda{",M>oA8,181,yes,,ehlula6,g,3y^,"Eg1,",,301,1,failure,PW
315,blue-collar,single,secondary,,1565,yes,no,cellular,E1n,y&ovt,a0,^,1],0,,no
47,lmana(m:ent,married,secondary,no,I221,J|@,no,elllsr,3,apr,Z4,2,#,#40,,no
33,managem\nt,married,eiary,hw,13'14,no,no,celi)lar,19,nov,9b9,1,-1,0U,,no
50,management,married,tertiary,no,],/,yes,cellular,1,jun,141,1,-1,,,nLY
,ser_1ices,single,e(condar',no,wl1O75,yeswo',no,cellujnQar,15,may,1)02,,n3,2,Ha|ilUnre,no
46,,married,pri8marR,,$#<3,AunRo,yes,cel]ubar,18,jul,85,2,-1,WnEd,,.o
33,admin.,divorced,scondary,,140,yes,oZ,,-,may,139,1,,0,,no
28,admiy.,maried,tertiary,no,M67,yes,wes,cellular,Q,feb,126,2,-1,E],,
51,|reiOes,marOied,Rpxi!mary,ynEi,12%,^-s,jF,,5,may,353,1,-1,as,,no
C,ue-collar,single,secondary,no,,fysy,q,,_s0o,jun,h,25,-1,0,,no
m,,married,secondary,no,`w16,,no,elnular,8,7a4,A9D,3,-1,0-,,no
45,mana`Bem}n,morred,eriry,n|eo,ND1w4,ye6j,Ko,cellular,?,apr,257,1,-1,,,*
Z[,admin.,single,tertiary,9$,153,yes,no,cellular,1R,1y',Y,l,302,q,other,no
44,tueollaY,mari}d,second6ry,Z)e,3Sf,no,deX,cellular,24,jul,504,t,-1,O-(0,,no
3J1,technician,married,secondPary,no,0,no,no,",'llula",20,aug,117,4,"-,1",0,,no
50,blue-colla,"mir""\id",secondary,,'1dx70,yes,|y1,,,may,234,?^3,-1,],,no
31,blue-collar,,sec++ondr8,no,855,",",no,,16,apr,,1,317,2,fail-F1!eB,no
58,<technicia#,divwrzce,s(1|ndarEf,no,-1\4[Q7,yes,yes,ce3lll ar,2n7,ju2,g,3u],,F),,no
-,tchnician,WaCried,s1ecoany,"o """,172,OoZ,no,cellular,J|8n,aug,e,,-1,U0,,snR
58,,div!rce:d,Arimary,no,71$,Lo,no,",elVula",Y,nov,163, ,^,i,,so
34,services,divorced,msHcoZ6ary,no,xwG,no,Gyes,cellular,18,no|,10/,GG,-1,,,Go
,technician,magied,sectdaKry,no,6362,yesY>te,yes,cellular,18,nn>~o,"6$""6",Y1,-,0,,no
31,blu-cl.ar,married,secondary,<,,E*Ve,no,,BO13,,405,n3,81l',P-,,nGo
