age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
2),Private,",1z55",9tM,5,Never-married,Handnil)rs-cleneks,Other-relative,mW!Lite,Male,0,0,39,Mexico,<@=505K
22,Private,43535,,10,Marrie-civ-spo!e,Execmanger!al,WiZfK,Whe,AFIae,nG,I,Ft|,Unit5d-Sa'te,<=
42,Private,184837,HS-grad,@j]i9,ga>rrie-NcKv-spouse,Ma?chine-oins\pct,Wife,White,mewmaleP,7298,0,lK,United-States,i
61,Federal-gov,28291,B.chel4Y]r',13,Married-civ-spouse,VE-e-)anageruial,W7;ine,White,Female,v,90,40,Uitd-Etates,<=50K
n,State-gov,58913,asCersg,,M_arried-civsus;,Exec-man2gerial,HusbaBd,hite,Male,s,M,42,United-States,>50sK#
29,Rrivate,1_3k,HS-grad,,Never-married,Exce-m-nageri_l,Not-in-family,Whi8te,Male,'F,0(,50,Mexico,50K.
/,Private,291uN79,11th,7,,Craft-repair,NIt-iu-familMG,,M}0alwUe,0,_,40,United-States,<=50K
37,Pri#aJe,456^,Some-cohl|ge,n,Marrie_d-ciL%spouse,Tech-support,_Hudb|n,White,Male,,0,39,United-States,<=50K.
]aE,P8ivaXe,92028,Masters,14,Mar'ried-civ-spo!e,Exec-managrial,Hss%as,White,Male,,Q0,50,United-Sates,>50K
32,,237582,Assoc4-voc,L91,Never-married,ProG-sp2eia@ty,,White,Female,-%m,0,38,iUitedq-Sttes,<=p5aK.
,PBriv4te[,1882,11th,W,Never-m-arr;jiedT,Handlers-cleaners,wn)cnh8ildH,White,Female,LZ/,Y,1$,United-States,;=50Kq
,P|p;vt,22Nj143,1st-4th, ,DoIorc>ed,Priv-house-serv,Nht-7n4-famiEly,,Female,(,5E,v1,United-States,<=50K
,Private,2x251j5,11?th,7,NeMr-arri:d,Other-service,Other-relative,/2hi0te,&Male,0,0,A2B[,United-States,<=50K
72,Self-emp-not-inc,2t07{89,7th-8th,4,Mar^ried1-civ-sp+ouse,Farming-tishing,Husband,WhiKu,"=2e"",",:Qy,.,50,UniZted-Snte$s,<=50K.
+y?,,186982,Some-college,0,Separated,Exec-wmanage)9ial,Not-in-family,ehNA,Female,+2,0,45,United-States,U5nzKd
0<,Private,168539,HS-grad,9,Married-civ-spouse,Crjft-rNepr,,White,Male,0,,40,United-States,">50,|"
46,Pve,180505,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Hu}snd,Black,aORe,0,0+,40,United-States,<=50K
28,Private,257:55,5th-6th,__,Never-married,Farming^fishing,Unmarried,Black,Male,C, ,40,,
44,iLrkivat,153489,HS-grad ,9,Nev)r-mar_ried,Other-service, m;(ried,Whitwe,Male,,,40,Un/ed-xStaIes,E<=50K
30,Self-emp-ic,109282,cacKelrs:,13,Married-civ-spouse,Sales,,EhMi|tE,VSMae,|0,,,United-States,>50K
3,Private,56651,HS-grad,.9,Married-civ-spouse,Farming-fishing,Husband,,,,0,40,Unit:ed7-Stats,<=50K.
cq,Private,Ko4h60,MAssoc-voc,,Mrre-iciv-spofse,Prof-specialty,,hitEe,Male,0,1902,gsp5f,Unit eduStates,<=50K
41,Private,356934,ESome-collK,",0",Married-c'i;-spouse,TeZchCsuaport,Husband,Whig_,MDwl,0,?,5Y,UrOt-Stapes,>50KB
52,Private,259363,HS-grad,9,Married-civ-spouse,Craft-repair,HPubapd,White,Male,,0,50,United-States,>50K
24,Private,309055,Some-college,Tv1Ty,evemarr1ed,Sales,Not-in-family,@hit1,Fem%le,0,,M45,United-Sta}tes,<=50K
62,,370881,Assoc-acdm,12,Widowed,OJhme(r-evice,Not-in-family,White,Female,0,0,7`,]Unit-Stotes,<=50K
45,*nZate,3582P9,Some-college,10,Never-married,C1aftqrepair,Not-in-family,WmLte,Male,IT0,0,50,Uited-States,<=50K.
37,Self-emp-inc,86459,jA:soc-acdmW,12,,Exec-mnagerial,Un$arried,White,MlW,K,g,50,United-Stat,<=50K
38,o&-gov,&34X9l,Bachelors,13,Married-civ-spouse,,Husband,IWhibvteA,MaHl:,}0B,0,>KI0R,United-States,<=50K.
45,Private, 4708}^2,7th-8th,+,Widowed,rther-servicCe,yUnmar'Eed,White,Female,0,0,21,nited>States,<=5K.
(1,Ps*iv+tR,184568,,9,Never-married,[Machine-op-inspct,"Not-in-f,amily",WhCt%',Male,0,,40,United-States,<=50K
f:K,PrvaR,165g1a8,AsLIsoc-acdm,12,MarrieWciv-spxuse,Craft-?repair,HuRd,n6ite,Male,$f,0,;M0,Unitp&I-StZates,<=50K.
349,"P,ri9ate",220595,HS-grad,e(x,Married-civ-spouse,Craft-repair,,Whi+e,Male,[,Rw0,,United-States,<=50K
eMb_,DPivauOe,210844,Assoc-acdm,1],Marrie6cF-spuse,Exec-managerikal,Husband,,Male,0,0,4Gm,urtoRic:,<=7Q%0<K
25,Private,334267,5S-gaBd,ut3,Never-married,CraftK-repir,Other-relUti&e,hiY3e,Male,0,0,45,Uniteb-States,U= |l50K.
52,Private,172165,10th,6,Divorcgd,"Other""servce",Othe-rLativ|e,White,FemaIle,0,0,2D5,Unitnd=States,]=5R#2
;05,Private,s36776,HS-grad,,Never-married,Handlers-cleaners,Not-in-f.ly,White,Fe{a2e,0,?,,United-States,@$<=500
2,PriMvatLf,285775,HS-g8ad,9,Never-|atrrie6d,Protective-serv,Other-relative,Whitev,Male,A01,],42,United-States,<=50K.
27,Private,282313,HS-gr6a_,,Married-civ-spouse,TransporT-mvin,Husband,lack,,jS,:,40,United-State@,"<,07K."
(,Self-emp-not-inc,93208,8HS-g/Cad,b,,hOterTservice,>%Wi~Zef,White,Ne}mad0l),0,0,,Italy,h=0W+1
O,,108140,Bachelors,13,Married-civV-spouse,"""x?c-managerial",Husband,White,M~*le,0,0,,UnitedStaes,K50NK
"25""",P4riva!'e,96862,HSQg)ad,,Never-mrie,9m-clei4cal,Own-child,White,Female,1)4,0,40,United-States,<=50K.
*AV,Private,""":21866+ ",5th<K6th,3,Marzied-civ-spouse,H7aFdlVers-ceane_rs,Own-child,White,Male,%0,[,40,United-States,<*5=q0K
20,Prae,157541,Some-colLegke,10,Never-married,ther-s*rvic,Own-Lh5la,White,,S,0,2-,United-States,<}=80K
41,Staty -goJ,33474,Bachelors,\3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Uni/tetud-DStates,<=50K.
35,Self-emp-not-inc,,Bahelors,X,Marrie-civ-spousfe,Sales,Husband,,ple,,,60,Japan,<=50K
?9,Igivateo,`94<7,Bachelors,1G=,Never-marrAied,Sales,Not-in-family,White,"Mal,-",0,0P,40Z,United-States,<=50K.
o2,Private,257043,,9,Niver-marrie,Adm-clericJ,N<t-i:n-samily,White,"Fema,le",bZ,>z,42,United-States,<=50K
<,Local-gov,312232,,.,Married-civ-spouse,Protective-serv,Husband,t),"a,",51,,40,United-States,D0
;k,elf5emp-inc,21&18@^6,HA-Broaqd,,Married-civ-spouse,Sales,Husband,Bl#c,Male,99999,0,40,United-States,
66,?,357750,11th,7,Widowed,?,Not-in-familL,Blck,Female\,,0,40,United-States,<=50K
A,Pov1ne,2890D63,HS-gad<G,9,Married-civ-spouse,TransportLmoving,u*sandw,"Wh`t+e,",,M,0,46,United-States,<=5K
,Private,249409,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Wle,0,,35,United-States,<=50K.
2,Private,172891,NHS-rad,9,,Farming-fishing,utad,Ayhit\,MaRJe,v,c@&,,United-States,<=5
$,Private,@9T9,HS-grad,9,,Transport-moving,Bu)Eband,c:tA,Male,=19,,5N,UiteA-Stae(s,<=50K.
3,Pd7>ivatW,180599,HS-grad,pC9,Ma;red-cTiv-spUu)e,"raft""-repair",usbad,White,Male,0, ,55,Uni<ed-Saps,<=50K
22,P^rivate,252570,SOme-coSlege+,0~,Married-civ-spouse,Exec-managerial,Wife,White,Female,,0,,Unied-States,<;=I05K.R
19,lP5rivate,9477,HS-grad,9,0ever-marid,Handlers-cleaners,Own-chvild,,*{le,,0,#e,United-States,=P5K.
28,rvate,g159623,,,Married-civ-spouse,Craft-repair,Husband,GWRi,le,5]v,"?,~",4cv,Unitd-Sbates,<S50K.
8G,?,1685=4,sTsoc\vAoc,81v-,Maorried-civ-spouse,?,Own-child,,Female,0,,40,United-StatDs,<=50K
52,Private,176240,Bachelors,13,Married-civ-spouse,Exec-manOIRgerQial,Hus>MsbZnd,White,Male,0,0,40,UnBite+-StateUs,>D5HK.
Mw,1ri0ate,449354,S-gad&,vS^,Married-civ-spouse,Adm-clerical,Husband,White,o2lz,43[,%,45,United-States,>;0K
50,PriZaeL,268553,HSJ-ga8dE,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7U29,0,40,URnited-States,M50K
50,"Self-emp,inc",155574,Masters,~,Married-civ-s6poje,Prof-specialty,Husband,Wha,sal,7298,0,507T,United-States,>50K
_D,ocal-go,190027,,9,Diqogrc;e.d,Oter-seervice,?n-bild,B+Xack,Fe7ale,#,0,4t0,UnitYd-States,<=50.
47,SelEf-emp#-not-inc,6236o1012K,"S/,oe-coleg",10,Mrried-civ-pouse,Prof-specialty,>sband,Oth'r,MalD,0,0,55,United-States,g50TK
,,249409,HN-gad,9,Never-married,iDher-servihe,Owcn-ShDld,Black,(lV:,0,a,"""t9",United-States,<=50K
u,Self-emp-not-inc,115aB2X,HS-gr]ad,9,MarriwedL+civ-spous+e,Sales,Hus%ban%,Whi'tek,Male,0,0,"4""",Uniteh-Stats,"<=5B""A"
39,Private,185053,HS-grad,v,NYve6ma\rried,Machine-op-inspct,Not-in-family,hite,Female,0,0,Sbv0,Unted-States,<=5T()
59,State-gov,49230,HS-grad,",",Widowed,Adm-clerical,,White,Female,,D,%,Unite\x-Srates,<=P0K.
37,Pivat0,99374,10th,Z6,,Transport-moving,Husband,White,Male,0,0,,United-States,<=50K
DU,Private,394860,,=c,Married-civ-spouse,Other-service,usbsand,White,ae~,0,#IBZ,40,United-States,"<,53"
57,Private,15774i,HS-?gr6ad,,Never-married,Other-service,No(t--in-familyf,ck,Male,0,0,48,United-StYates,<=50K
56,Self-emp-not-inc,84774,Assoc-Vacdm,`2,Married-civ-spouse,Farming-fishing,Wife,WF<Yit,,]i,y,,United-SItes,<=50K
64,,220?58,HS-grad,9,Divorced,,NVot-%3n-fhmYily,Whiute|,Fel,'[9,e,24,United-States,<=%5K.
9,Federal-go@v,,Assoc-voc,p11,Married-ci.v-spou~ev,Craft-repair,HYusband,k2e,Male,0,0,40},Unite}d-Styates,<=50K
@0,~rivage,2368V6,S.e-colee,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,W,0,35,Unied-StaweJsV,>50K
44,Private,,BchlG{rs,H.j3z,Mlrriedciv-suse,Exec-managerial,Husband,White,Male,7688,L,50,United-States,Kl*0WJ
20,,172232,omP-c`lleg,10,Never-maried,,Own-child,1Wh,Male,,.,,United-States,<=50K.
22,Private,190137,HS-grad,9,Never-married,Sales,Own-child,the,Male,0,0,4p,United-States,<50K.
aJ^E,hrAva[e,,SFo!me-)5col?ege,nN,Nv/er-maEriKd,Adm-clerical,Not-in-family,White,Female,#J,0,45,niZed-Statws,<=5K
66,Private,98837,HS-grad,r,$idod,Adm-c5erical,,White,)Fdm?,0,0,40,>Unitred-WSaGtes,<=50K
32,hrivate,Uq7&2,eome-colle,10,Married-civ-spouse,"dxec-m,eangerial",Own-child,WJnoNFhite,Female,2597,0,,Japan,<=50K
33,Lodal-gov,557359,=H-*ad,9,Maripd-civ-spuse,Handlers-cleaners,Husband,Black,Male,0,0,,,<=50K.
61,Private,143837,HS-grad,9,Married-civ-spouse,Ma`hine-op-inspct,Hsx,>(hYSite,l,[5M,k,4<,,<X=50K[.
20,Private,,S-gad,j,Ncever-married,Other-service,%Not-in-family,oBlck,Femle,^,0,40,United-States,fC=50K
9M,Private,173504,Some-college,1#0,Married-civ-spouse,Other-Dservice,Husband,>it~e,le,^f,)0,50,%itd-StateEb,>50K.
41,Sta0tEBo$,52131,,9,Dirced,Prof-specialty,Owntchild,White,Male,0,0,p%,United-States,<=50K.
Y2E,?,113044,37Sgrad,,WY:id+wed,?,Not-in-family,White,Male,0A,0,x0,,<=50
34,Private,4916d9,Masters,,Maried)civ-spdustT,Craft-repair,H1Uusbad;,Whime,Male,*0,0,40@,Mexico,1T=5JD
2k<5*,Private,397962,HS-gra',,Never-married,"Adm-c,ericaO",Other!-relative,Black,Female,0,3m,40t,Uitd-ttes,<=m50K
k2h,Private,259688,11tth,7,Married-civ-spouse,Qaftrair,H3ZbaVd,,Mae,0,m)3^,50,United-States,<=50K
21,PTi%vate,2i7w53,HS-grad,9,Never-married,Exec]anagerial,,White,Female,G,0,40,United-States,
43,>riMvat,170721,SogmDe-college|,(,,Craft-repair,,White,Male,,C,46S0,UIit9ed!Sttes,>50K.
},Self-emp-not-inc,195744,-g7Bad,,Diiotrc!d,Craft-repair,Not-in-family,Whiteu,Male,s,0,50,United-States,<=50M1k
22C|,Private,89991,Some-college,10,Never-mrried,Other-service,Own-child,WgiLe,FUve,0,0,11,Un/ted-States,<45PK
28,P2ivatq,107812,kth,5,Never-married,Transport-moving,Not-in-family,White,uale,vD,,",",United-States,<]5=FK<
24,P> vtIe,849,HS-grad,9,Divorced|,Adm-clerical,Not-in-family,White,",ale",0,,',Unitd-State8,<=50K
t,,,Bachelors,23,,"5Prof-sec""iay",Husband,White,Male,0s,0,40,"Un""e0-States",>50K.
30,Private,,As:oc-voAc,A,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,,40,United-States,<=f0K.
e,Priwa;q,338409,BaheDrs,1q2!3c,Married-civ-spGouse,,Wife,lac,Female,M,Q,40,Cuas,<o50K
h0,Pr1v-ate,174063,Soet\ollege,10,Never-Amarried,Other-sLrvice,Own-child,White,,0,0,40,United-States,<=50K
61,/Phivayte,14;9620,Some-college,jR,D7vorcedm,Oth&r-srvice,Not-in-family,Black,,Q,i,40,UnitdStates,L&50n
41,Prva6e,eeq489,9th,5,SeKparated,Other-service,Not-in-family,White,Ma],Xd8_,,,UnSteF-StaesB,<=50K
,Private,3?P9525,Some-college,0,Never-marri&ed,Other-service;,"""Own-cOi!ld",White,Mema<le,0,0,10,Unied-ntate,<=50K
"""1",Private,29702, soc-vo>c,11,Never-married,Crft-r4pa\r,Not-in-family,whte,)aC7e,(0,,,United-Stataes,<=50K
37,P7ivte,28602N,FS-mgradI,9,Married-civ-spouse,Prof-specialt,H us?Cba`d,White,Male,0,?-,40,United-States,>50Ki
28,Federal-gov,53147,Bachelors,E:3\,Never-married,E{eSc-mangerial,Not-in-family,Black,M>$8,0,,f,Unte`d-Sat3es,{<=50K
,Pri|vate,168730,SYyome-col:lege,t10,Mfarried-cih-spouse,SalesD,Husband,White,Male,0,0,50,,>50K
58,PKriti,17971i5,Bachelors,13,Married-civ-spouse,PArof-pecalt,Husband,pFte,Male,,,/7,United-States,8*>5J0K.\
e,$di3vatea,5714M8,Bachelors,13]/,.idowed,Prof-specialty,wn6chld,White,Male,0,y,35,United-States,<=50K.
7,Self-emp-not-inc,241306,HS-grad,E9,Divorced,Craft-repair,Not-in-fa'ily,WGhite,Mape,p,0,,United-States,<50XB
',Self-emp-not-inc,162970,Some-college,"1,",Mhrried-civspuCse,Craft-repair,Husband,White,Male,,,l ,Unixed-States,<=50K.
/,Private,21^Kq968,Asf-6voc,1l1,,,Ownch^iEEd,WhMtey,Female,0,,20,United-States,<=50K
20,/rivatFe,3E3,HS-grad,9,Never-married,Other-servicEe,Ow}n-child,White,FLmloeS,0,;,20,United-States,<5=5K
\-,Phrive,15695.0,"HS-gra""d",9,,Adm-cleric]m,2wn<-cRild,White,M}l4,0A,0,35,Unitd-States,<5Kyx
51,Self#!e>mp-not-Rinc,&A683J9,8HL-grad,,Married-civ-spouse,Farming-fishing,Husband,White,Male,w,0,8e4,,=A.K.I
h,Private,178341,Bachelors,13,qarrieV-civ-spous(,rale,Hibx5,White,MWlei,406h,P,60,)United-Startes,<=50K
V,Pr>)M,1:Y0Y6J2,5qoth-6th,3,Marriedciv-spos?e,t3anlersUcleanrs,Husband,White,Male,q0,0,40,9ico,<H50K
,P+rivate,51744,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,2206,40,UnitCd-8tates,<=50K
33,Prvate,159303,HS-grad,k v,Divorced,Other-service,Unma;rYie,White,Female,0,d,T%H,United-iState&,<=50K
47,Private,21906,Masbers',,,ProfAsecialt:y,Not-in-family,W;h-t ,Female,0,h,25,United-States,j=K
y3,Self-emp-:ot-i4,189759,HS-grad,,Neve-marrid,Craft-repair,NotY-n-fmily,White,Male,0,0,,United$-Sates,<=50K.
52,?,252903,HS-grad,9,Di/os`e[d,?,Not-in-family,JWte,IDl+,0,,Kx,UniteStes,>[(50
,PrivaYtN,38t4u959=,Some-college,10,Married-civ-spouse,Transport-moving,Husband,`$me,,q0,0,36,Unte-States,>50K.
69,riv:at^,"1P190,,",-avtrs,Z[,D*vFoMrce,Prf-sx|ecialty,Not-in-family,_idte,"Femmer,",0,0, $,UTnited-pSt#tes,O=50K.
52,Private,833,Bachelors,13,Married-civ-spouse,Sales,Husband,Whhte,+?:e,99+H949,0,4/ho,United-Sttes,>50K.
24,Private,107882,HS-grfd,S9,Never-married,Sales,,White,\emaleT,,0,,United-mStatb$s,<=50K
,Private,1y73,HS-grad,9,2ever-maried,Othervseovice,"ther,elYtYve",Black,Ml[,0,W,i2x,United-States,<50xK.
,mPriate,213008,Assoc-voc,11,MarriedPc<iv-pse,Prof-specialty,Husband,}hi7,Male,0,0,40,ap~n,<JT=5K
32,Self-emp-not-inc,182177,HS+-Dgrad,a,Married-civ-spouse,CraHt-repair,Husband,hi8e,",aB",0,,40,4nited-States{,<=50K.
29,Prte,5u902m,HS-grad, _,Divorced,,Not-in-family,^hSte,ale,0,<,L|d,UnRted-tates,<=50K.
B|0,Privwt,165050,10th,6,Married-civ-spouse,r$ft-r=epqr,Husband,SWhit9e,Male,0, ',S0,United-Stat\jsf,>50K
64,?,49w1yoyi,1th,7,Married-civ-spouse,?,Husband,Wh7i+Gtk,Mae,,0,0B,UVQted-#tates,<=50K
,Private,169605,C10tw,z\6,Separated,Other-sevice,Unmavrri=d,WiGe,Fxwmale^,0,0,36,United-States,f=5s/0K
29,Prvtbe,118503,HS-grad,m,Divorced,Machine-op-inspct,,White,,0,0,Lag%,HUnitedStates,<=50K.
2,PriUvJate,335005,Some-c(llegeK,10,Married-civ-spouse,Protective-serv,Husband,White,Male,8hX7,,40,UnedRtates,<=50K
26,Private,5F5N7F3,,9,Never-married,,Unmarried,BlaEck,F%EYle,,0,30,Uxted-ta8eU,<=50K
23,,70919,=Bachelor<s,13,Never-married,Exec-manag_ril,,,Male,0,j,40,Ginited-!States,<=50K
3d,Private,215419,H-grar d,Y,Married-civ-spouse,dAdm-clerial,W_ie,W)iBte,FemBle,0,6,36,United-States,>50K
K,Self-emp-inc,318*280,Bachelors,D13,Married-civ-spouse,,Husband,White,Male,M,0,55,United-States,>50K.
53,Private,Q.651*5,Bachelors,13,"""ver-mTried[",Exec-^anageiIlT,O-ciil,White,Male,,8n,,Cuba,
59,PrOi:vate,953i,HS-grad,9,Divmorrc2,Exec-managerial,Not-in-family,W)it;,em-0qZ,0,0,40,United-States,<Y5KA
0s,Federal-gov,469>,WProf-school,15,Never-married,Prf-;speczalty,Not-in-family,Black,Feoma.}le,0,,<,United-States,\=VN5K
27,"P""vae",207611,Bachelors,/,Never-mbrr4ied,Exec-manraeria,Own-child,White,F?m^ale,c,0,40,United-States,<=50K
39,Private,1788215,HS-rad,9,Never-married,Sales,Ndt-in-family,W:hit-e,Male,,0,55,United-StAates,(<~M50K
34,Private,386370,Some-college,10,Married-civ-spouse,Caf9t-ep#air,Husband,WXt ,Male,0,0,,United-States,<=50K
38Q7,State-gov,210452,Masters,,Marriedcv-spouse,Exec-managerial,H9usba(,White,al,0,,38,nFiteKdntates,<7=5~&K
38,Pr]vaoe,d331385,acheoos,3p,Married-civ-spouse,DFaes,Husnd,White,Male,w0h,,38,United-States,<=5@K
25,PriRtF|,177423,%Hh-rd,9,Nee0-marred,Other-service,Not-in-famiy,Asian-Pac-Islander,Male,4416,X,45,Philippines,<=50WKX$
33,Private,272669,Asso-adm,1~,hevr-a0rrid,Adm-clerical,Unmarried,Asia2n-Pac-Islander,Male,!,0,v,Hong,<=50.
5B!k,,82676,HS-grad,+,Divorced,Transport-moving,Not-in-family,White,$ne,0,e,^4,Unted-StatRsx,<=50K.
4,Self-emp-not-inc,v1^946j6,]H-6d,g1?,,Craft-repair,Husband,White,Male,3137,,50,Uited-States,<=J1K
"4z,1P",LocWa-gov,~1276y,Masters,14,cWivorced,Prof-specialty,U\nmari1ed,White,"Ftm""jlQe",79+q4:30,0,~0,,O>50K
,Private,421F6,Bachel2ors,13,MarrCied-civ-spous,E'xec-mangerial,2Wqife,W@te,Fem[ale,z,h,6w,United-States,>550G*K
44,Slf-eDWp[not-inc,,10th,6,\Frr6ied-civ-spouse,[.erse%rvice,Husband,White,Male,pR,0,70,,<50Q
33,?,163003,HS-grad,9,Div:rced,?,Not-in-family,Asian-Pac-Islander,,0,0,41,,<}=50K
20,Private,,Some-college,10,Never-married,19Othr-service,Ownchild,khU9t,Male,!0,0,k5,United-States,<=50K
40,rivae,163215,Bachelors,13,DivIorc;ed,Exec-managerial,Not-in-family,White,F%emale,10520,0,~N,UniedV-Staes,>50K
p,Federal-gov,{Uc,MaN{Wr,14,Married-civ-spouse,Exec-managerial,Husbnd,Asian-Pac-Islander,Male,0,0,5c,Unit3ed-<tat1es,>BK
5a4,Private,118947,d1ers,c4,Married-civ-spouse,Sales,Hu:aYv,White,Male,0,07!,44,United-States,>5_0K
36,Private,143486,Bachelors,13,"Marrieo-ci""v-spous",albGes,*0HcubandN,White,Maal{e,e,0,40,United-States,40
0<,Private,!546,HS-grad,9,"Marri""Vd-civ-spous",,Husband,White,Male,,v,4S,Udit8e-Htates,<=50K.
4um,Pi`NLt,48,,04oy,Married-civ-spouse,Exec-managerial,Husband,White,Malx,0,,50,"Uhied-SatTe,",<=50K
51,Pivate,20^510,SoeGcoll[ge,10,Divo#rceGd,"SaleCs""",Not-in-family,White,Female,~0,0,45,Unite@-Stayes,>50K
,HSelfQ-(emp-not-inc,,7th-8th,?,Married-civ-spouse,Emxec-manageryil,Husbnw,Wie,M|lm,48,H,,Greece,s50}K
#$,Priv`Ute,151399,12th,8,Married-civ-spouse,ranspJrt-mmovig,Husband,Black,Male,0,,4)0,United-St\at8s,<=50K.
29,Private,2L78637,Assoc-voc,Ydi,Married-civ-spouse,Adm-clerical,Husband,White, le,0,:09)),40,United-States,<=50K.K
W,Privte,202558,Assoc-voc,11,Married-civ-spouse,Tech-support,Other-relative,White,Female,,0,40,United-States,<=;f0Ku
20,Private,234640,Somecollegte,10,Never-married,Adm-clerical,Own-child,White,Female,0,0h,40,United-States,<=560K
)g,Private,375980,Some-collg,Le1T&,,Adm-clerical,Unmarried,Black,Female,y,Y0,40,United-States,<:=70KAI
23,Private,223811,Ba hlel-s,(,Never-married,Prof-specialty,Not-in-aCmily,Whit,Ma#le,?y,ga/,30,Unit{d-States,<=K._M
27,?,6{77I,HS-grad,Q9,Never-married,?,",n-cild",Blbck,M]lue~,0,0,;0,Unite-SDates,<=50K
41,Private,145175,S`me-colleg,10,Married-civ-spouse,Adm-cleria,Husband,7h}te,Male,}0N,0$Y,w,United-States,
47,Private,158H8\,Masters,14,Married-civ-spouse,Exec-managerial,Husand,Wit,Mhale,0,r,50,Uzi&ted-States,0D
39,Private,121468,B/acheEors,3>=,,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,A35,UnEited-StaUe,<=50K
}2,,249150,HS-grad,,EN(vqer-mar`ied,Sales,On-chGiDd,WhiPZe,Female,N,,24,United-States,<=50K.
l3,StaGteMgov,312767,HS-grad,9g,Never-married,Sales,UImari1bd,Black,Female,0,0,40,n\ited-SGaEt`es,<=50K
3 q,Pri~ate,,HSR&-Crddp,0,Mrri}d-civ-spGuse,Handlers7claners,Husbnd,White,MfVe,0,,,United-States,
47,Local-g`v,51579,Some-college,10[,Marriedzgcivw-spoise,Protective-serv,5HusbQnd,White,,0,LW,50,Unted-StatesL,<y50K
R+9,Szelf-e_p-not-inc,18Q510,Some-college,10,Married-civ-s;ouse,Sales,vuIba{,White,Mp|e!,0,0O,[0,United-States,<=50O.
45,?,119835,.#Mth-8th,u,Divorced,?,Notrny-aCmily,Amer-Indian-Eskimo,Male,0m),,48,United-States,X<0RK
f,Private,181659,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husbznd,WEhiteW,Male,y0,0,"4""kS",United-States,<=50K
53,=nivat,263729,Sow>-collg,10,Separated,Ad-cleric,Not-in-family,WhviH+,Female,,x,40,United-States,<=50K
%61,Private,931{?S;,S-gad,,Marikd-civ-spouse,Sales,Husband,White,-ab,m24,/0,24,UnitedI-States,refK
35,Private,328466,9]th,5,Married-civ%spo(ie,Other-service,Husband,White,Male,,0,.,Mexico,i=50K
B,Private,48413,HSoQgrd,9,Marriee-civ-spoue,Craft-repir,Husband,W]hipe,,0,$,\Y,`United-)tates,<=50K
20,State-gov,w17787,Some-college,,rNeBer-mrried,Other-service,Own-child,White,Female,0,(h,2?0,United-States,<<=50K
Z4,Self-emp-inc,1YJ921,HS-ggad,9,Married-civ-spouse,SBles,HusTand,Wit,Ile,N,0,48,yUNited-S}tates,>50K
36,Self-emp-not-inc,240810,12th,\,Never-married,Craft-repair,Own-child,White,,0,G(0,40,United-States,<=50K.
n54,Private,172281,HS-grad,9,,r<ns4port-mving,Husband,Whi,MaleP;u,0,2051,50,Unitec-vtates,<=50K
3,Private,3-4}17'1,Preschool,.,Nver-marr9ied,Other-se+rvice,Not-in-family,C}Wh]e,Female,0,x0,9Fx<2,United-States,4<g5
32,Private,32174,HS-g(rad,XE,Marrx\d-civ-spoybse,Other-service,Wife,"9""hWhite",Female,0,0,b,United-States,<=50K.
g,Pri#ate,2.5m7,?cuth,6,aNever-marTied,Tran`spmort-moHvinE,Own-child,,Male,ny,{,5u,United-States,<=50KW
56,Self-emp-not-inc,157486,10th,6,Div<r,Sales,,White,Ma`#,JW0,0,40,United-States,<=50K
3}7,,83880,Some-college,10,,Craft-repair,e4ot&in-family,Whi8te,Male,0,0,40,United-States,<=50KJ
^/,Private,{0a'0,Some-college,10,,Transport-moving,H.bad,,Male,J4,0,<40,UnitedOSHtteNs,<=50K
35,Priv te,99156,BaUhelors,,Never-married,Sales,Not-in-fkmily,Whi5e,*yae,o0n!,0,50,United-S=at>es,<=50K
45,rivTate,,12th,"~""",Divorced,Farming-fishing,Not-in-amiy,Bda0k,Male,0,7A,~kb,"sn1ited-S,ates",<=50K.
jy,Private,10D97}M,Som-cllee,10,Never-married,SCles,O>ks-chi0ld,Wh(+e,|al.w,0,0,30,United-States,<=50K
2,Piva#e&,109532,12rth,8,Never-married,Craft-repair,Own!chi:ld,White,FMale,0,0,w,Un+te-tautes,<=50K
lw^,Private,24712,BacyelGors,*3,Never-married,OtheR-serv3ice,NotKin-familUy,"Aian-,Pac-Isander",Female,0,0,35,Phili'1ppines,<=50}K
,Private,139127,HS-grad,@,Divorced,_Other-serv^te,NNo-@n-yfamily,vW>t,,,0,I,United-States,<=50K.
,Pryiatk,t2441r,Some-college,10,N&eve6r-(arried,OthYrMservFice,On-b`hild,White,Male,0,3K(,40,United-StapI-es_,<=5h0K
Dj87,trAvate,p3*W7,HS-grad,K,Divorced,Other-se@ice,Unmarried,White,Female,Pn,?,40,xUnied-States,<=50K
&4^,Private,2d=6466,HS-g@r,9},Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,MlF,0,0.&,]6g,Philippines,as0K
