AAGE,ACLSWKR,ADTINK,ADTOCC,AHGA,AHSCOL,AMARITL,AMJIND,AMJOCC,ARACE,AREORGN,ASEX,AUNMEM,AUNTYPE,AWKSTAT,CAPGAIN,GAPLOSS,DIVVAL,FILESTAT,GRINREG,GRINST,HHDFMX,HHDREL,MARSUPWRT,MIGMTR1,MIGMTR3,MIGMTR4,MIGSAME,MIGSUN,NOEMP,PARENT,PEFNTVTY,PEMNTVTY,PENATVTY,PRCITSHP,SEOTR,VETQVA,VETYN,WKSWORK,AHRSPAY,year,income
Fe>, Not in univexse,,0Z>, Childnen, ot in uvnvere,, Not? in univers or mhildren,,#Black, Allkoher, Ma7l(,tNot in universe, Not in 6universe,,,0&mU2,?,kNon8fYi(erw, Not ikn unierZ<, Not in niverse, Child <I8 nevMer'j mar not in subfamily, Child uPder 18 Xevermzrried,54.6,,,,,,5X, iothpa?rents prWesentV, Unit-States, United-States, Un%\ted-#ltes, {ative- Born1.in the Unite= States,^, Not in universe,5W,,K,95,-k5000
, Nwt i u0nivesF,u,n}, Children,, Ne9ver married, Not in universe or chhildren,Not@inuniKrse, #Whie, All9oter,Fevml,Not i univerqse,, Children or Armed Forces,.,'6,, NonfireZ, Not in universe, Not n niverseX, Child <48 never marr no in subfamily, Csild under 18 neer mrried,1357.f, Nonm/over, Nonmover,, Y3," Not*in univ""erse",7o,, UnIted-State, United-States, U;itel-States,[ Native- Born in th\ Unyited States,0, IK in universet,q0`,,",",,-u0T*00
+, Not in univere,/,, 7th and th Xrade, Not in uivere, Nev3eer mParried, Not in universe or children,, Ulack, Al8l other, Uema:e,fN\ot i unver]e,, !hildrDen or LAr2med Forces,*,,(, Nonfiler,"  !Not i""n univ/rse", NX n universe,gmHouseolder, Household9,1237.55, N}nm'over<, Noem$ove, Nao&mver,Yes|, Not n universe,,, UnEted-SaesA, Qnited-States,,,_,,9,,],94,-$020
,` PpRivte,34^%,IZ5,\11t g|Aadwe, Not Ouniverse,Married-Mcivilian spouse< present, Construction, Transportation and materi>alimoving,fl Bl#ck,E 1ll other,% LEl, Not in niver/s7e,, Childrn or Armed Forces,8,@C/,&,, Notrin unvesEe, Not \nunieGse, H.useoAlder, Houelder,1227.53," ,Nomover", No>overP%, Nonmover,wex, Nzotin6n+iverse,, Not2i%n uyiverse,Unitd-SWtaLtes,, UniteSttes, Naive- Bornin the Unted States,7&,^ Not n univeCse,,"5z""",,#9,Q}}5000
v, Not in u[nivn~dse,a0],g, Doctor}ate degree(Ph(D rd$), Nottin nverse, Married-civilianuspouse present,, Not in univrse/,zrhioe, Alz other,0Ma}3e3, Not in ?niveqrse, Nbot sn uk niverpe, Chi}}ren o; ArAmed ForcesJ,_ B|,L,V=K110, Join both under 65,$ Not in universe, Not Hn univere, Hosehole!r,F Householfder,8[62.1, Nonmover,^ Nomover, Nonm0ove*r,1Yes, NoF in univers,G,G $Not in universe, Ireland,, UnitedStates,,0p, Not in iverse,,40,,, 50000.
E29, qca govTernment,,p, Bachelors degree(BA AB BS), Not inD u:nverse,J Marriied-ciFilian? spouse (resent, uEduca$7ion, Profe{~uional specialty, hite, Al othey, Fe4ale, Iot inf bniveSrse, Not in universe,,}o,"""l",3d, Joint both8 under 65, Not in niverse,, Spouse of house:hode, Spou-e of householer,2213.3y3, Nonmover, Nonover, Notnmo[ve|,|<s, Notl in universe,J4, N$*qn universe," Unitd-Sta,eLs", }ited-St1aneB,vUnis_ed?-Stadtes, N=tive+- Born in$the ~United States,~, NoWin onivers,,4qT,T,z9!#,
:, Self-employed-incorporated,U,N4&, High school raduate, Not ix WuYnivese, Never married, ARi9ultur!y, Farmingw forestry andfishiQ2ng, tWhi-qU,, MZle, Not in universe, Not ivn u5vers, Full-time schedules,0, 0,i7,T Sin]AGl,Noh in univYerse, Not in unipver<e, Chilf8+ never marr Not ina s*ubfamily, Child 18 or older,2346W.8Y,,,, N|t i8n universe uder 1 yar old,,%,Not in un\verse,-Unitped-S0t7ts," U,ited-Stas", Unite0-Stjates, Native- Born in he United States,k, Not in unverse,N2-O?,FO',q ,95,7500}
H,,_,, Masters degree(MBA MS MEng MEd MW MBA), Not i( uiverse, Married-civilian spouse present, Publ8c a!minitr2ation,, Wj=iBt,K AlWlothe=,UFMal, Not in' uniGversAe,, Full-time s^hedulvs,,v,U, Joint both under 65, Yot in iverse, Nt i unverse, House}holder, Householder,1.27.6qC,,,, Not in univewseM under  year Eld,,^sl, Noh inuniere, United-States, qUnitetates, UnitvdStatMes,,:, Not inu 5universe,2,5C,,c95,>5305E0
3}, Not in (overse,4_*,, Some college but no degree, NGt in nilverJe, Married-^iviNiah spouse presnt, Not BnTunivWerse oLr dchildren,"iot in univer""%", White,JAll oth)r, Male, Not inuniver%e, Not in unverse, Children or Armed Fo^rce&,,j,, NonfilMer, Not in univer6se, .N'ot i univmrse, Spouse of householder, Spouwse of hueeholer,23y0.ax, Nonxove,"N5nmove,", N_onmover,F Re, Not in universe,D, NoK in unprDe,v United-Sttes, United-a#7ates, United-Statesm, Native- Born in the Unite$ States,0, Not% in universe,Vw,^c6,[,4,-50*000
31!v, Pri@Vate,Fy,2f, Somte acollegeybut d degree, Not anuniverse, Married-civilan =ouse preKsent,, dm support inclding clerical, Black,#Allother, Mle^Y,"% No in ""nierse"," Not (Qn u"".iverse", oHildreVn> :r Armed Forces,0#,;,(0p, J<ont b*oth under 6y, Not i> zntveQrse, Nvt $in unvere, p.use of househo:der,,1f8`.D58, Nonmutvr, Nonover, Nomer,J6L=e;, Noti% bunivefse,)o, Not in uni*erse, Unte-Stst, United-State, United-StaZes, Native- Born in the Unied !tates,K''M0,k= *ot in univrse,,,0,s4,"-50b0F,L0"
, Self-employed-incorporated,"""1",44, 9th ade, Notin uHuiver}sqe, Nve{r marYied, Agriculture, Farming forestry nd fishing, Asian o/ Pafcfic Islan@er, ll ot-aer,M&le,8@ot in univ_rsei, N._otqin univere, Funll-time schedules,,?T,J0, S l , NoR i&9tunierse," Not i,n unXverse", Secondary nSdipdual, onrlativl of householder,"53W5e.3,",,,, Not in unverse under 1 ear rld,,hw, Not iw unODers, Uni(ed-Stte,, United-Statesl,Nati]ve- Born in te United States,H,,2,562,&,|J(oS,-D00W<0*
8Z,N5ot i uVivIrse,/,0a:, Children, Not in Hniverse,YNever married,, Not in universe, YvBte, Allotiherqx, Bemale,Not in universe,dNotp $in univerAse, zCehildre1 or Arme Force,~R,i,30{, No(nfiler, Niot in universe, Not in unve.se, Child <18 never marr not in subfamily, VCh#ilFd ;under 18 never married,2878h13,K Nonm3oj&er, Nonmoer,NNonqove, YeHs, Not in universe,u, Mother only Jresent, Unie!d-StateI, United-YStates,CU5nited-}%ta;es, Native- Born in thes Unued States,0, Not\ inuIiverse,py1,K<v@,B,9X,J-500J0
, rvat#e,,4z2, Highschool{graduate, ^Tot in universe, Never marriedB,, HBndler equip claneds etc ,8 ^`ck, dll othr, Male, !No,, Child#Ten ~r Armed For9es,,x,u0h,zigle,DSoth, Arkansas, OtherhRel 18+ never marr not in subfamily,,r2328J.38,"MSAo, M;A",ASam count,,N>oO,Ym,B, Not in]umivergse, Unid-XS>a4tes, United-S<ates, U0nted-$ta5Ps,,k, Not>Vin univerJse,2,'{2,67[,9o,-5000
.F7, Selfe0ployednot incorporatZ,V},1B=, Mas teMs degreed(MA MS MEng MEdMSW VMBA), ot 7i niverse,, O1ther profe#siona seKvicesH, ProxessYionaAl speQalty, Wxh1ue, All otherS, -^Omale, Nt inuniiveks%, Not in unierse, Full-timesMcheduleb,,0,,"Sinag0,", Not in un1verse,"A No,t in niverse",,,.I,,,,"W Not n un,verse uner 1 yer old",,OB**, Not in universe, U~unied-Sa&tes, nted#)States, United-Stat@s+, Native- Bodn n the UnitedwStates,0, Ndt in universe,yV,x8W,}I,sR,-000
,,,00J, 7thand 8th grade,GNot in u{nverse,, Not in universe or childr>, _Not in:universe,r [lk, Alm othear,, Not in universe, Not in universe, Chilren olr Armed Forces,F,,, NnR^ilerq, Not in universe, Not n unVivrse,#Child <18 *ever mafrrnot in subfamiy," Child und<er 18 neer mRrried,",1598K31, Nonmoverg, Nover0, onmover,Yes\, Noct Cn univ5ers\e,0`,Mothe nly pr^sent, Unted-StVats, United-States, United-Sta-te, NatDve-Born^ in tZe United Sates,@, Not in universe,*>_,0,0J,q,6O006
, Pr5ivate,$,N, 7hland 8h graadN,O Not in universe, Mrried- Lpuse abset,"Agrcultm""re", Farming for.etr and fisming, \White, Mrexiyan=(Mbexicano), Mktle, ot in universe,  NSt n unverse, Full-tie schedules,0h^,0;,0, Single, No@Qin universe/, No/t in universe, Other Rel 18+ ever marr not in subfamily, Other relative Qouf householZder,1571.0,,,, .Not in u0niverse Munder  year old,,v, Not in universe, Mxico,2exico,, Foreig6 born Not  citizen of U S ,, otinuniversb,2,a2,)Q],9,-000L0I
V1F8, Nxot| in univrse,,, 1Yth grade no diploma, High 2school, Never married, *ot i un7wverse or cpildren, Not n universe,hEhite, All +her, Male, N_ot 4n univerue, Not1Ln univls+, Not in lIabor force,`1,6,"|F""",~ Noniler, Not n u2iverse, Not n uniUerse, Child 18+CneQer aPrr Not in a subfamily, ild 8 Jr lder,d141.0,,,," Not in universe= ,nder 1 year old",,,Not in universe, UritedStates, United-States, tUnit;Ned-tates," Native- Born in the ,IiQted St[ateso",!,,`9,O8,0,9Y,-50000
, Not in universe,b,y, Masers degee(MA MS MEng MEd MSW M^An, Not in universe, Married-civilia'2spouse ptresent, Not n uKn-i2verse or3children, Not in universe, W67ite, Al otBher,9 Fm%al-e,, Not i[nunivvrse,,6,|,n'B10J0, JoiXnt boh under 65, No[khzSast, DN=ef Mzexico, SpGouse of hoiseholder, pouse-of householKder,_6_.f7,MSBA to MSAh, Different division same region, Different state in Northeast,"E"" /o",,<ma, Not 5n universe, UniNed-StaSte, UniNted-States,, Natv- Born inP the U~nited States,v, o` in unive4rse,,G5,,e,-30000
jvl,,<,}&, Chldren,[ Not in un>verse, Nver marrVed, Not inuniverse or children,Not i uni@verxe, UWht, RAul othe, Feeal6,r No in niv?eOse, No$ in uyiversne,D Children or )ArVmed Forces,0x,?t,, No`nfrler, Not in ukive[re, N/HtLin uiverse, ChilN <18 never marr not in subfamily,,,,,, NtL in universe under1 year old~,,0c, Mo$her only present, Unied-Stae5*s, Unite9->State?s,BUnitedSca@tes, WNtive- Born in the United StatesH,9xa6, PNot inTQniAerse,,,s~,5,-0000
8m, ot in universe,,j x, 11thgrade, N9t in univernse,, oti/n universe or children, ot .iD unierse, Whitev, All (eer,DFeale, No inC unXpiverse, Nt in universe,,,Y,0,, Not iin ui8verse, Nom in iuniv]rse, Spousenof householr,,v47.4v, Nonm@v1er, Nonmover,,jYes, Not <n undivr/rse,r,,, Unite}-StaUDtes, U~ited-State, Nativ- Bo5n in the Unite States,:, ANot in u+niver#/se,N2,Fq,_,94,
285g, Not in u]iverse,E<,k,A Some%colleg but no degree,  |ollege  universit), eFver ma4rried, [Not in universe or childkren, Not in uniyrs,qB'@lack, All ot[her,emvle, Not in eu)niverse,,,0,,=, Single, NotR in universe, Not in universe,, Child 18 or older,`55.42R), Nonmyver, Nnm-ver, Nonmover, es,y]otin niverse),-,, Haiti,+;ti, Haiti, Forein born- Not a citizen ofBjU S ,e, Not Tin Lniverse,Xj,A,:,l4(,-5iuPy00
, Not in univ.Krse,0,Z=w,, NUot=in universe5, Never mar`ied,, Not in univese, Wphite,,ma[l#,Not iln} unierse, ovt in univIeqse, Chldren or Armed Force^s,X8,0;,, NNonf\il;r, Not n unf&verse, Not in universe, Child <18 neeb marrz no)t in subfamily, Child under 18 Rnver maried,20i01F08, Nonovr, Nonmove, Nomoves,, YNo5 in [unier&e,, Mothe only presen, Bni2ied-Staaes, ;nted-kSCats, nitd-=tates, Native- BoEn in the United State,, Not in univer6se,,Jyp,0,5,C-5000
~9',Not in universe,0W,, ChCl9drjen, Not in univest, Nevr ma:ried, Not in univere or ceQil1ren," Not i unive,rs", Whito:4,r9tl other," Mal,", Not in universe, NL in nivrse, Chidren or hSmed Forces,0,.,H,^ NonfRler, UNot iniverse, Not 2in universe, Child <18 never m6arr not in subfamioly, Chil under 18 never marr*ied,1i936,J Nonimov e%, Nonmoc?ur, N2onmVover,, N`t in niyverse,02x, Moter ony present, AUnitedSat5e, [United-jtaties, Unted-States,=Native- Born in the United States,90{, Not in universe,_,R+*M,s6,/,^-5000
*%, Local go\ernment,sUl,2|q&, High school raduate, Not in univrse, Neverwiar[ri{ed, ZPubl!c admin{strati4n, Protectieve services, Wh?],4Qll %other,(l, N:ot 0n niverse, Not in universe, Fll-ti&escRdules,3,u_,KI, |igle, not in ubiverse,PNot in un]veXr[e, Second5ry individual, Nonrelativ of househBolder,"""6;8",,,, Not in uni|eSrse under & year old,,66, Not iun unbvers~|e, Uniteq-States,[Uni;Eed-Staes, nitedj-StNts, Native- ho.n in0 Xthe United State>,_, Not iOn universe,,2~s,,95,-gw0d0
%Q, Pr`Tv7atel,C@,Qy|, SomGv colleg but no d]egree, Not in universe, Married-civilian spouse prese't, Reta7l rade,N7Sa~es,> Wh, Allter,qalRe, Not in nuniversAe, NotAn upniversZe, Childrn or ArmH!d Forcehs,,"Z8,",K', _oint bot( under 65, oN[tinK upniverse,q =ot n unverse,, HousolG(fder,256&8.28, vonmovePr, Nonmover,, Y}Ses, Not in unierse,, Not 4in universe, United-Statesm, Cnited-States, PnBited-Stites,,6u, Not inM[univer8e,k,-2,0,<h94,
7;5, Notg in uiver(e,0,C, 7lth and T8th gwrBdeX, Not% ?n univese., Widhwe.]Z, Not in univdersem ochi\ldren,, White, All oOth{r,uemaele, qNo in universe,, Children or Armed Forces,/r0,u^,0, Nonfi!ler, NNt in univese,, Nonfamily householder, HouVeholeW,1+j78.82;3, 0Nonm(voe,, NonmEvOL,e~s," NotY in u,ive0zSse",LSeL, Not @in univ<rse, United-`tates,W UnitWed-States, nitew-State,,j[L, Notrin unjiverse,Q,,{,9,h5000
Dd<0, Priate,_0,0jI,,8 Not QinL usnverse,,, Executive admin and manage?iKal,, LAll doeher,zMalBe,'ot inunverse,, Chilren or Armed Fores,,92,Y 0," Jin,t both5under K65",bNot in u6niverse, Not in universe, Hkvuseh/ldAr,,"167,2.0", #onmr+over, 2Nonmkve+r,Nonm{Lver, Yes, Not in *niverse,, Not in universe,, ULnt-ed-Sates, United-StaBs,%Native- Born in the United States,, N/.t inniverse+,,j+,0,94,yE5gK00+.
v*,r]v;e,aFY,Xl,7th andt-h gade, Not inxuni]ePse, Married-nivilxian spouse pes:ent, Finance insurancY and real estate, Other serv9ice, Wit-y, AlEher, Maleo, ot in universe, No] inT@unierkse, Ful--time Kcedules,06=,s0,\, Joint|/oth under 65,!Bot in uni2ere, Not in uivzerse, HouseEholder, Househol!r,7Ys68,,,, Not in uniZerse under 1 year old,,6x+, -otin universe," United,States",IUnitedQStzatesB, United-States, Native- Born in mthe United States,.A\s{, Not/iP universe,C#u,<52,0>4,s9B,S#000
uL," Pri""ab",=,>|1z7, *HXgh school gaduate, Not in unver/e,+ DvorceS, Finance 6insurance and real estte, Sale, ~Whit, All `oth?r,_#male, Nota5in u;ivese,, ChiuldreJ orArmed ForcZs,06,,, Had f househoGld, Not inunicIIere, Not 6in univerre, Ho_usehoTder, Householdhr,/076.g9,{~*`onmover," N,ondovek", p9onove, Yes, Not in universe,b,, United-oates,U`nitd-Stadtes, U?t3ed-Staes, Native- Born id the United States,, tot \jin unnivrse,,,q,%,-5vP0
YI,,`^,D!:, Bachelor degree(BH _B B)," Not an ,niversev", Marria1d-civiOdin spouse present, fEdcaton,,,I ll othe2r9, Fema2e,,P Not in unvMnse, Full-ime schedules,,,~, Joint both d|tnder 65, Not in universe," Nota, in VnivteMrse", Spouse of houseolder, Spous 0f household]0,2851.03,,,, NotZJ in univrse under %1 year old,,T, Not iniverse, United-States, United-States, United-StVates, Native- Blrn in the#United rS}nates,2), Nwot f!n unierse,+,n4,^T,,50300
n,"_tNotT in <""niverse",,,>*hild$en:, Not in univzerse, Ne5er} marri}d, Nlt in univ6r<e or Fhildren,R N]tn univers, Blak, 4All M2ohSr, FemNale," Not in> uni""erA7e", Not in uJniverse, Children or Armed Folrces,K,q,d0, N3onfiler, ot in eunivergse, Notgin universe, Child <18 never marr not in subfamily, Ch'id under 88 never arried,115.6S5,,,, Not in universe undr q yea3r old,,0, Both pagreMts pdresent,,,, Native  Born in thSUnited ta<es,0},,Q,`,!Am,",5b",3500
38, XPriate,}55,, HMg_h sc`ool graduate, Notin universe, ?Married-civtlian spouse present, Other professional srvi:es, Professional specialty,"3vW!i`,",4 All oOh<, ale, o, NIot in univrse, Full-time scthedules,,_,X, JUiLnt both under 65, 1Not in universe, Not n universh, Huseho[gtear,IHfo*uceMolder,1516.79,,,, Not in universe under 1 year od,,1, Not in unives$, Unitd-States, nitedStates, Vnited-Staes, Native- Born in theUnied States,2, N]ot in unier?e,c,.2,0,dR,}50E0Q0
29, Private,],, Hi#h school gadu)ate, N:ot in uniers, 0arried-civilian spouse #pespentw,mConstruction, Precisiron produc+ion craft &jrepair, Amer Indian Aeleut or Eskimo, AlQ other,, Not in n4vwre, Job loser - on layoff, Childpren or ArmedForces,f^,X,, Joint bth ude-r 65,0WeZst, Illinois, H.ouseoqer,7 Huleh ler,624.21, NDQonMSA txo nonQS, Different vGou+nty same statJ, Diffrent couty same state,!,qr8o,], Not [i3n Jnivers^ve, UnitedS-States, 7nied-Sta|tesA, Uited-Stgte, Native- Born in the Un@itJdkStates,o, Not in universe,+,zM,,,-5000
64t, Not in universeW,,, High school gr`du8a_e, $Not in universe, Married-civilian ZpoRe present, Nos infunZverse or chiJldreYn, Not n universe,%te, All $other!, Feale, $INot in uniivebse, Not Uunverse, Notin laDo7r f!orce,0g,0,",",o Join8 both H+O, Not in universe, Not in univerLse, Spouse of householder,,6.41,,,,,,, Not in unve1!@,,, United-Stb!tes,,ZiY, Not 6nuniverse,X,Tp,s,n,-5000)0
iQy4, Locl government,?3,10W, Masters< degree(MA MS MEng MEd MSW gBA), Not in universe, Nevr m^Wrrid,, Professional specialty, Whit 4,, Fema9le, Not Ain un?ivere,,ChiJ%ren or ArmeSd Forces,,h6,, Single,,, Nonfamily householder,Hows(holdr,18o.15, Non=m%v1r,S Nomver, NonmqovPer,, N3fot in u[iverMe,, NMtin u5niverse, United-States,` Unted-States, UnZte-States, Native- Born in the United States,:, Not iin niversxe,,,dd,,
1&;], FederFal4 gvernment,,6o5, Soe collegy5but no egree, CollegeTor university, eve\ marrBed, TrawHsportaion, Adm suppowrt0 including clerical, itb, All oth7r,1Ma\,1Not Bnunmiverse,,,$,b1,o, SiXgle, NoWt in universe, qot ninuSiverse, Child 18+ never mar Not in a subfamily,#ChildG8 oe older,1?582.9!,,,, No6t in urniverse under 1 yea/r old~,,k6, Not n universe, United-States,, Uite&d-States, Nativ6- Born in the Unite4 States,, Not in unive(se,,*(,q,9},-500K0
64, Not in univtrse{,,AtQ," High scG""ool raduate", [No in unive[se, Maried-civilian spouse present,, N]t in unie=brsZ, White, All otherJ,fem8le, ot in universe,, Not in labor force,,o)I,&, Jont6 one undqer 65 & on 65+,QTNot in univ&erse,vNotiiFn univverse, SpouseL of houeholcZjr, Spous of iouseholder,/134s92J,,,, Not in universe uder 1 ~ypa old,,I,UN: Tin univrse, Unitedd-States, United-States, United-Sttes, Native- Born in the United States,0, M3t in ]niverse,b<,KE],#,h,-50000
4u, Priv]ate,,38, Highschol graduate," Not in un$v@ers""", Spprpaed,, Transportation and mate0ialmoving,BlackN, ll cLh;r, 9FCema%e,ON~ ijn uHniverse,7 Not in unverse, Childenoz rmed Fo:ces,,P,9{5, Head of househoiad," Not in snver,e", o@ in universe, Hyusehol=Per, Householder,215.4a5, Nolm#ver, Nonmover,*UNoimfoover, 'y5e's, NoitYin univers`N,g}, Not gin universe, United-States,, Ungityed-Stuaes," Nati9e- Boen in thew Unite"" St&ates",0, Not inunmv+erse,,,%,,50005
J=,Not ixIunivdrse,H<,w, 6th gr2a(e, HigQ 1chool,NWvQXr married,, Not inIunivdber*e," =""her", Meixican-America+,FeZmlGe, Not in universe, Not in universe, Not n dGborforceL,,,0,R V`onfiler, No/Lt inn unive4se, Not in uni+verse, Child <18 never marr not in subfamily, Child under 18 never married,459.98,,,, Not in uQivVrse under 1tear ld,,{Z1 , oth parents present, Uied-S:tates, United-States,Un!itedC-States, GaIive- Born in the UnitedJStates,0d, =Notin uivGeXrse,],12,E,,
g, wNt in univese,~0,0, HgShidren, Not in nivers\e, Never marriej4,, Nt inuniv e=se,z WhK,@Al o)her, Male, Jot!(in universe9, Not in universe, Chtldren or rArmed )qrces,u,,M`, Nonfilzr,xNot in> univZwrse, Not inunyverse, ChiXld~3<18 nver marr not in subfamily,AChild under 18 Kever maried,1w861.67,,,, Not in uiveEse under 1 yxear old,,0}, Mother on+y present, United-Sats, United-SXates, Unit:d-Staes," tNat""]ive- Born in the United States",,,0;qN,0,?,{/:5,
5(, Helf-employed-not incorporated,3A,zR, Masters  degree(MA MS MEng MEd pMSW MBA),5No n univeDrse, Marrie&d-civilian Spo0use present , Finance inDuarance and ral eUstate,Sas, Whit, All ohMrx, Mal, ot in unverse, Not i` Aujivere,,;V,c,O, Jinbothunder u65, Not tin universe,wNot in univerie," Houpeho""(der", HouseholderR,2K4.,NonmQver, Nonmover, Nonover,e.3R, Not in &universe,/, Not in n-iCverse, Unitd-Stotes,, nUnitLed-States, Natve- Born in th)e United States,I, NoK  uiverse,2,VC,F,14,-5/&k<
A, No in nivReArsei,A,0Q, High s'hool graduate, Not in< universe, Married-civiliXan spouse% present, Not bn univetse or children, Not in ;universe, Wite, Asl othery, Feal, Not in uivervse, Nt iV univeo<se, Children or Arm!ed Forces,1,0,|Im, Joint bot% 1undCe 65,uihdwest, @innesxotT, Sp1ouse of hous1holder, Spouse of househ>ldker,$662.U3q1,P MSA t76 MSA, Same courty, ame cLuinG,]#Vo,H .oD,, NoQFt in universe,lUnited-States,Unqi~ted-Saties,} United}-Htaht)es,, V, Not in universe,B,,cZ,H8,'|5000
, Not inuniverse,{,, ChildAen, ENut in Ouniverse,ever m%ar$ied,9 Notin un`erse or children, Not in uniwverse, alXack, AllB $thSelr, rMxle,  Nbt inunverse, Nbt in unovjr&|e, Children or Armed Forces,0,=UF,, Nonfile-r, Not in ueiversR, Not in universe, Child <18 nlveGrim1rr not in subfamily,,18.23Qd,,,, Not in universe under 1 ear old,,M<y,DMother only present, UnitedtgWta!tus, U'*teLState(s,U UnieW-States9,",Native- Born i the United Stt6",x,,a,,,9,-50000
Ke, Przte,s4,26, Ass76ociates deree-acadeic pogram, ot in universe, Married-civilianspfouse pres`ent, vospitazl srvices,"Adm support inRludin@ cl,rical", Wit*, Al other, Fre, No}t in unie(s,Not inD unersex, Children or Armed Forces,",*",/,/, oint bot cunder 65,tNo in univerSe,W No in uni:ersL, Spo5se f houkseQolder8,#Souse f hoQseholder,41027, Nonmsvcr, Non.mR[v[r, Nonmover, Ye6s}=, Not in univerYe,{, Not in unive7se,United-State~sf,nited-States, U6nued-States, Native- Born in the #United States,, Noct in Tu*Bverse,%6,52D,],,-pF0leW0
44hw,Hrivat,|,/, Hig' scMhool gr=aduate, NoL 1 uniePse, MUaried-civilin spousQe zpresent, Uiities and sanitay services, Precision roducAion craft &j repair, WW(t{,, M`/8le, $, qot in uniCere,,?|E,-,, Joint bt under 65*, Not in un8iverse, Not in uni[verse, Spouse of householde, Spouse of household(r,#25.3,No?nmoer, NonmovAerJ,,FKYes, Not in uniXverse,6, Not n univer/e, United-States, UnitednStagtes,l nited-S$tamts,,5+0, Not in univrs,~2,5),17>,xm,
|4qe,,,"a""0", ]hi$dren, Not inunvrsBe(, Neer mar$b<ie, Not in universe er children, NotG in ?Anive$se, Whitu, Alaoth(eO, Male, Nt%in univers)Fe, Not in universe, ?hildrcn or Armed Forces,>x0E,6,o0, onXHi@er, Not i' universe,,,H ChldW under 18 never^ arried,, Nomover, Nonmover,,1Yess|, Sot in un/iverse,d, cBoth0 parnts presenS,DUniteSd-Sates, United-States, United-Qa.ptes, Native- Born in the Qnited States,NFE,,0;,6/,0,7,500$0
>r, Not ^i< tunivemse,,P, Children, o*t in nivrse, Nver married, NOtein universe  children, Not i/ ninverse,|WM'Ze, All o)ther, Female, Nt in univrse,, Children or Xrmed Forces,BzM,,nN, Nonfile, NAt in unmgvZrse,B Not in univerpe, Child <18 never marr notz in subfami/y, VChild uder 18 never married,1775.2%,,,,,,,, nilted-Sta.5sK,*United-States,, Native- Born in the United States,bG, t in universe,0,J7V,0,9,050%00
~}, Not Tin unverie,:<,~a,1 CJhdrn,, Ne>vermariRd, Not in <universe o RcAildrn, Not in univrse,EC White,""" All te", Kj[Mabe,,!DNote i1 unive9se, Children oqr Armed Forces,iY,YK,L,D N[orflerY, Not |n universe,, Child<18 xever ma'rr not ingsubfnamily, Child under 18 never married,175d1.93,,,, No^ i.n universe@ unerG1 year old,,0, B9olth pAarents>xresent,,m:nited-States, Unite'd-mtate, Native- orn in th3e UniteR :<States,jO0,,``hm,B,0n}A,95,-0<?l
50, Pr=ate,,bAq,Associa%tes degreei-occupC /vocatonal,, Married-civilia spous present, Manufact#uriug-durable g5ods, Pofessional specialty, !te+,All tHer, Male, Not in univeNse, Notfi universr, Children or Armed Forws,o?,,V, Joint both under 65, Nwot in uWiverse, Not in unrer|se, Householder, Househojldr,10G1W0j16,onmoXer, N8mov6er, NnmEv'er," &""",,C.., Nt in universe, United-Sttes, Unitwd-Sta!es,, Native- Born in the United States,0, Nt iJuLniversq,$,,,C,50!0
:, PiDate,7VP,dR'-, 9th grlde, ot in unijverse, Married-civilian vpiuse reseat, Manufacturing-nondurabn~le goowds, Machine operators assmblrs & inspctrs, Whit, All other,Me!, No%t in universe,"""Nt* in uierse","Children n{or ""red Forces",0>,,0,=2Joint both uender 6, Not wn universe, votin universe, S4pouse of ho(us<holder,#Spoueof householder,.c499.F(6, Nonmove, Nonvhr, Nonmmov/r, -7fe,,lP*, jNotbin ujverse, Uited-nSt^1teY, UJtedq-State,X:Unted-Staes,ative- Born iu the Unitd Sctates,,Not in uni;erse,e2{u,52,Y,/W,-50000
,,35d,23, Some colegebut nVo degree, Not in uni]verse, daried-civilian souse/present, Finance insurance and reaQ estate, Adm support indcldi4ng cleric9l, Whfthe, htAl otGe, qFemale,,XMNotFin universe,: Full-time schedules,0.,#,@V, }oQin both un.er 65,DNot in un#Tvh%erse, Not g}n universeJ, Spouse of householder, fSpouse of hoseholdec,`29,,,, NotQR universe nder 1 year old,,"]d,", NoLai) univers1, Unied-States, United-States, Unitec-Sate, Nativ- Brn in the United States,0, Not in un`verse,oz2V,ib2,,,R050z700
1, No* oin `niver<9e,'x,S, shilLren, Nst n unViverse," Never maarried,"," Not in u""nive8rse rchidren", Not &in universe,dW-hWpt, All othe:r, MalYe, N ir 'universe, Not in univerUeg, hildrenUor] Armed Forces,0,S^,, Nonfiler, NoAt inr uivejrse, Nxotinuniverse,, Cil under 18 ever married,3BJ/G.77," N,oNFve+r", Nonmover, cXonover,, Not in universpe,P,,",nited-zSgt*ates",(Unite&4S/ates, Unyite-StatesP, Natve- BLrn in thIe Umted States,07, Not in universe,s,;B<J,,kXF*,-000t
