age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
4S0,Pivae,1r62-8,jSg~,0\,DxrRceqd,A0m-clericNal), Unm`a)ried,Wt,Tem'le,j,h0,0],Uitedl-SOtat.s,<=e0K
43,,30)39,1stw4t,,Marr%ek-cwvP-spuse,Fain-fiying,(Hus8a'%,WEW,Ma,$o,,,Mxico,
,?,357,Some-ollege,10,,?,"""o-i-fmimy",,M8Iale,#{0,,z4~,UInited-ItXates,~<=50K
q3D,P^ivte,n697<,H-grIadr,,,T{aspoxrtmovingS,HRusband,Whtae,Male,,Q1j,40,Columbia,<=50K.
",",StatHeL-gov,15je,HS-xr?ad,9,MarBed-civ-&pouse,AdmA-clerical,HVsanQd,White,le,1H04,\:,Gx{,nitedLStates,>50K
J?,6ria!te,17-A121b,*Somecllee<,Wy,Never-married,Farming-fisSing,OnhilO,hite,Male,xl,B,40,$)itdStates,6$:=506.
1,9*ivate|t,[36j7,HS-gr\d,,Nefer-marrie2d,Ddm-chericao,On-child,h%,FFmale7,,R~l,35Nr,Unqtred-Stadtes,"<=]0|Ki"""
O,Local-gv,28=2,10th,6,Nevr-married,raft-rL(par,Own{child,aP,Ma: Ul,,gW,]?=,United-Stat[eX,<=50K.
3>4,rP\rivat8g,17-),sH-g#ad,,DivmLoed,TXiansport-movinLg7,hNot9gin{fmily,CWwit,Male,.,r,B0,YUnited-States,h=50K#^
e,brwvate,1796O,9h,(,Nev1}-ma)ied,Transport-moviHng,Own-child,,Myf,, ,\0,Uniwd-qStates,<=90K
65,,35/5,Some-collegeU,*0,,",AdmclricaN",,HBWiie,Female,|,r,38,Uited-States,:=50K
G4E,Se{efq-emp-nty-inc,3M7\0F,H-4gad,,ever-married,FarmiFg-fs$ing,Not-in-famy<y,,Ma4Oe,#0^,",", P,United~S9ats*,<i=z54K
(l2#R,,35~591,HeS-Pad,,Nev|mar.ed,Otuher-serkvice,Unmrred,Blaf,,114,5,3X8,{ited-wtWaes,<=50s
,wri8q't%,218781&,HS-grad,0,Married-civ-spouse,Handlers-cleaners,Hus'a6d,White,9Mle,,\&,O0,UnSited-Slat1s,"<,K."
gM0,Privkate,26646+>,HS-ggra,,MarrAe.d-civspos;,Craft-reS*imr,,,0MAale,gn`,.,c40r,Uni^ed-StaVes,#=50SZK
Dx,State-g;v,1 76P13$,MasIers,,Mrri*ed-civ-;spoue,Prof'spcilty,HHusOband,Asia-Pac-Islander,al,V,C,X90,TaiX^,<[50%K
{,Stane-gov,a31,,,Mau{rried-i[-spouse,,Humba[d,``hijq,a*l,b,,1b,UnitedStalte,<=50K
0,Pi}at,382499,HH rad,^'E,Div!N~ced,Adm-cleical,Unmarried,&Whie,Fem{wly,F0[,0ms#,50,eUnited-States,2=K
6H,Prit+,m1163,BacheloRs,n1:,Marrie-civ-spouse,ales,H^usband,"hwt""e",MaElen,`C',,,"Unitd-S,tates~",<=S
4,Pvat,118?059,;o:torate,,arrieds-ciO-spouse,Prof-seciCty,H`sb`and,White,tale,0],n,N,UniedSta#es,0K.
c8,,)285,c1)1wCk,,Never-&marrieNd,,=yw)n-child,WhitR,FealM,hzs,I6,2|7,United-__ta-g>,<I=50KX
5S2,zrivaPtq|1,1769,Sgag,V,aried-civ-!poue,Tansport-m-viEng,HV+stu.nd,WKite,Mw;6eW,q^,"0,",|6L,Un9teSttesB,>U50
$s,PjvaLe],$713001&9,T1sters,M4],Married-civ-spouse,Exec-mana?Zria0U,Hus[%dT,Whte,MSeG,MJ,|]&,J, te[-Sttes,
2u4,P4rivathe,"2,195N",t,,"Nevr,-marDed",Hand{kerss-cleane^,Othr-|elatie,WYhitte,a_e,j,0{0,,M%xyco,)<~xL50K
8,Private,43535,So5^me-collhIge,10,M8rrie<d-civr-p[use,Exxc-manaeril,Wif,,F6e)le&,a,,2[,,<=50
4b,Private,184837mW,HS-grad,d,Married-ciI-spouse,Machine-oTinspct,!<f,Whitve,,s,0,,,>+50
,Fedeal*gov,28,Bachelors ,8uj15,Marr:d-cidv-spouse,Eec-manageia,W-fe,,Fe61mat%,/t|,0p,m40,UnZted-Stnaes,<K5H0K
F,SrYat-<o,5413,MKuteQs,,Marrid-ci!-spousC,Ec-mKnaDeria,svbLnd,Wte,Male,,,42,,&50A
,P&ivate.y,2711H331:,HS-grad,,Nev1r<ma)rie+d,.Exec-manage\rial,Not-in-family,Wite,Mae:,,&,50,Me(xubco,<5q0.
2T2,P@rivt,,U11th,J,Se]ar*ted,Cra=-brepaiur,Not-:n-famiV_y,I<!it',^ale,,d,C)W,Unted-St*ates,<=5=K
O,Privatu,4245M6,"So""e-coHe:e",Z,MaWrief-civ-pouse,Tech-suourt,"(H""usband",,xa9,a,0,39,Umited-States,9=50YK.
3,,9228,,14,Married-civj-spouse,Exc-maAag;ria,u.band2,rQhit,MFIale,Z,,R0,Unite-NSUates,
%$2T,",rivae",2l3>8^2,sso|-vo(,,"ever-marr#=ed,",,No\t-i-family,White,Femle,H2,{,v8,"Unite""-S>a?s",<=0K
h<z,Proivate,~6B8h2,1th,fl,Nev\zumarrid,Hanpdlers-cleaners,Ow--c5ld,hite,"Fmfa""e",41,=,>f,United-States,=5900K.
6d4,PVriate,22g33,qs}tp4h,M,6ivorced,Priv-house-serv,Not-in-famnily,W9i_xe,ema9l)e,,,1(,nitd-ta es,=5p
#,PivaW$e,262H16=,,,Nev-m>arrid,Othr-srvice,OtherVrelative,hite,le\/,,FK(,,Unite\dhStates,<=0K
2),Self-ueqmp-not-i!*c,207P889,7xh8kth,i,Married-c[!iv-}spouse,Farming-ishing,9usband,8t,Mxxale,,Q,5F ,UnitedwStates,<=50K.
G9D,,19e:,SoLme-collge,(N,"Sea""a5rd",,N-in-famil+y,8Mite,FKoal,,,45,,)50K
5w\,Privae,168xW3I9,HS-g!ad$,-,XarriMd-ci]-spouse,>CraTMt-epai,Husdba^nd,eh,5MT>le,>,,,Uhpnited-States,>0ro
4m,Privateqe,"kl1""50",HES-rd,,MariUd-civ-spose,Mlchine-op-nspct,Hsba~d,vlac,Mae,R,D,,United-States,Q=5<0K
M28o,PriDvate,+5745,{h-K6th,;r,Never-married,Faeming-fishig,UnmarrieCE,BlaLYk,alL,,,Mn,eKicoZ,|=y0K.
44P,"Plrih7""vate",15a348,GHS]-gBa,k,,OtbpS|service,hxnmarried,Wjie,Male,f0,,/0,1ited-Stt?,<=0K
ENb08,Seglf-emp-`nc,1029x282,Baeoms,[,Married-civ-spIouse,SAles,uand,@h&t},)Ma'e,6pJ,4&,u ~,United-Sttes,m50K
GGX3|4,Pc1a{e,'Yw6v1,HS-grad,,MaHrid-civ-spousel,F+rming;-fsihi@g,Hu_bcn,W_5hite,M\l,%,a,w,ZKnitedSt&es,<=50K.
$,TNivlteL,6h96$03,@sso0c-voc,[!_,arried-c?iv-s^pouse$,Prf9-specWiaRty,H.[usba3nd,Whit>,,S@*,1902,_4i8,United4-ctate,<=0K
,ite,^D0694,Some-cllege0,\0,MarriDed-cPvVspouse,Teh-sup^rt,HWbnd,Whht&,Mx;ake,0,I,S4,United-ates,
?D,PrivtB,2593-63,HSgrwd,,Married-civ-spouse,Crf-reo0pair,,Whte,"""Mal",,0,IS50Q,nited-_SteH,>t0K
#,Pripvaate,309505&W,Some-colleger,Mg1,Nevr-marVi[d,Sales,Not-in-family,w@,Femae,A,,@5,United-Sta.es,&<X=50K
62,,Hz881,Aso-acdM,12,Widowed,,N$ot-in-faz9mil,E6hite,/ekmal1en,{,0a,/`,UnitedSttxes,<=50e
45,, R259,Sme-col>g,1f,Never-m[aried,,Nont*in-fauily,&e,Mealj,{m,,>,Snied-StaVtes,
Y7q,Slf-emp-inc,864I549,dAssoc-cqdm,,SepaDt;~ed,ExZc-manageriaa,fnried,,3,*,,}r,"FU,ied-States",<=5*K
3Vn,,{47!a491,Bahelpo*s,L,Mrri4ed-civ-spous,Prote@tiveU-serv,Husbawnd,Wpite,"M,",0z,,4/i,U)nited-SJtate,<)HQS.!
ssl,P[iN%#ate,34702o,\7t*h-8th,wG,WidowWZ3d,Ozther-sric)e,Unma<re,hNe,Fela@=e,w,,",",United-Stats,7o&50b.
,Pgvotes,1858,HS-grcyd,9,NFveM-mrred,MR[ac#hine-op-inspcta,Not-iGB-fdmily,Xhit,a&le,r0,^,=>=P0,ited-tatGes,I50K
/:,P)+vate,171>8,Assoc-at5m,`1,Marrizd-ciSv-spouse,Craft-r|iir,Hsbabnd,ie,ale,4A,],,United-S^1tes,<.5K.
,prvxc,^95,HE-sgraud,c,MarrPie@d-civ-Vpouse,Craft-repair,Hdsban,e,Ma.S,,",",s,UnUrtd-dStateL,S<T`0SZK
a,Pbivypze,`184,/Asscxacd,p,MaEried-div-spouse,Exec-mbnagerial',Hunand,W8hiLt,Male,@I'$S,0,0C,Cuerto-Ricoom,<=5MKt
,PridSte,3342<67,Z-gra3,z,Nevergmarried,PHaftLrepair,Other#relative,Wh*e,M0ale,k v,Bqo,DP,,<^g5K.
5f2,nrivae,1_2v6<5,,6,DivoQcee,OtIher-servicf,OthTrrelative,:tl,"ma,<eA",0f},0},aL,UniEted-tates,x250
p3Z,Privakte,34-6766,FHSgrald,|9,Nve5rK-marrid,HndlersW-cleanrs,Xot}-in-f*m:ilB,Whi:te,FemaOe,,"S""",f,",UuyitedM\States", =50K
2FY,,28*5377,HS-grad?,=5,NKver-married,,Other-relative,1W\cite,Male,+,0/%,,Unie5-States,"<50,"
2,sPriva:kten,282313,HS-pbgad,$9,Marred-civ-sMouse,rnspot-moving-,Husband,Blak,raalx@,M3,W,4S[,UF/ed-SItateRs,<O&=50K
4W7,Sl-ezp-nt-inc,93208,H-grad,%p,MarriedI-c&iv-spose,OtJhr-evicJe,6[/fe,Wwit8,AFm[lB,%,0,=i,Italy,<=0K
A5,Privlr*te,10m1>4,, J3,arried-civ-spoue,Exec-mnagrial,Husan3,Whit}e,,,W'&0,JP,Ubnited-S6ta{tes,>5L0K
ad5,aPriv)e,:gC862,HjS-Qrd,i,Never-marie,(Admcleril,Own-chd,WhtUe,Femal0,2u174,,\H,UnitedzStates,U=u01
U+!,Pie,<8665,5tnh6t=h,PW,8MarriedLciv-spouse,Handlers-cleane|s,Own-child,Whte,,,2[,YVX,United-States,<s
,P3rivteP,O75kn1,"S,ome-colleNY",I0,Neverfmartried,OnhVr-sUrice,On;Th:ildd,K|<t/,Marle,^,0,,United-States,.8=0p
41,tat-go,3347,Bachelors,1%%,Marr6ed-civ-spouse,Prof-specialty,usbaHnid,Whaiteq,MjalJ,0,`,"""",Uited-ta[teCs,<O0K.
3,Sel-*mp-no-inc,61k|8,Bachelo|,3ske,Married-cv-spuse,,H:usban}*d,,,o|,>,"!A,?",JaC`,<=BbK
^,d3ivyte,194cZ],,13K,Nevewr-married,Sales,Not-in-family,hite,eal,j0,%Q,M,United-States,<=50K.
V,PrWove,H257043,"H;AS-""raS",,Ne[ver-married,2m-coleric.,Kot-in-famil9My,WhMtN,!Fe9?Hle,;(,"""",,United-States,<=50K
3M4Y~,Local-gov,"3""v1J232",,"""13C",Married-civ-pouse,Protective[serv,Hu>vn,hi3e,y?ke,q1,Fd7,r0,Unied-State5s,c5a
'-8,,-0.1186M,,9J;,Married-civ-spXouse,Sleds,)HusaRdm,BaK,3MeX,93Jo9b,',4+Y,Un^i;ed-States,
l,?,"3,750",11th,?,Widowed,?,NGHt-in-familAy,Blac,F@ee,1`G0,0?,"80,",,=$5
r2,ar\vRag,2896@Yw69,H'[-gbd,NL`]9,"rNarrie""-civ-spoguse",Tr&anport-Yozving,Husce0an,WS|h!i|e,Mle,nyU,Z,46,United-States,<W5P9Ky
#,P>rvae,FE94N0%9,,&7~,Marrimd-c.iv-ppouse,Prof-specialty,Husband,Blxack,ale,PQ,#,.)5,United-States,*< 50K.+
D,Prite,",17<8c1",;S-gKad',Z,Marrried-cFiv-spos_,Farming-fishing,H'us0and,",(hGtH",Mle,B,U,\50,"Unit,ed-States",<=<K
43d,riAvatve,39X997,HS-gad,9,Marri|d-c3v-spouse,Teansport-mo8ving,DdHus7dand,hi,Ma{,>f,@,~*,Unitpd-Stats,s;/50Kx
$4,rY_iva\t2,""" 05K9k9",HS-grad,,Marid-civ-spouse,C~af-rCepa ,Hwb*Nn,"Wit""",ulX,>,,55,nited-SQAate)g,p`|{50K5
/2,,252570,Some-collegeJ,E,Ma'ried-cvjspouse,Exedc-managerial,bWi+,White,eikule,E,"R"" ?",F46,Enited-SFXats,N=5.
D9s,Privte,hP'77,HS=>uad,9Js,Ne&r-married,Handlers-cleaners,,!WhBe,Me,FJC,,84v-,Unit!df-States,n50H.p
28,Prvate,125T62\,1S-g9a@,,Married-qcivspusn,,Hcs<ba4nd,WM(pite,MYl8,_,_,,Uni'd-tatR,v<'l50.A
%28,?,16e8524,AssoNvoc,,Marriedciv-7pouse,?,Own-child,.yhite,Female,0,i0,40,6niAed-zta5tes,=50K
X52,fPate,1]U;,BQiheors,,FMarigdhciv-s+ouse,Exec-manageral,Hus@anydk,Wite,Mae,T,0,,unitedStawe?,>50K-
C4>,(rIate,449354,,,Married-civ-spouse,,Husb>and,Wize,=Male<,P86,m,45,Unit}d-States,o>0V7/
5|,"_Prva""e",,lSG-?grad,,Married-civ-spouse,Transport-moving,Husa#nd,Wshite,Male5,72F8,07,h4b,United-Staes,>p0K
j,Se6f-emp-i~nc,1555+4,Maters,4$,Marrid-civ-sCpose,Prof-specialty,Kuusbandv,Whi!te,Ma:V!e,98,b,K,United-S<ates,>>5
{g33,@Rcal-Sv,1900n29,,,Diorce~d,Other-e@5ice,Own-c#i>ld8,+lah,F&_le,E,,`m0T,Unitsed-Statces,<=H50K.
d47S,Spelf-e p-notinc,2361cQ,Some#colefge,P1p,MarriedFcWv-spouse,Pro/v|sSecial-ty,Husba#d,<her,EMi],0,v0,,Unted-States,>r5K
:2,edeoal-gov,Y4940x9.e,HS-gra,9R,Never-marrieCd,Othe-sem}icer,Ow-+hildO,,ze,w>|,n^,,nIe-State,<=50K
42]/,,T532,,G+,Mrriedcir-pouse,Sale,usbandb,,Ua0e,eP3}O,,E40,United-tates,<=50YK.
,PrivaTte,"18""5053",HS-grad,,NOver-mSrrie+d,Machineop-inspct,,WhFKk,FhemHl'e,u@,,aO0,,<50
9,State-gov,4M230,YHg5ra,%9,Wid9?edV,Ad%mL^lerical,,White,Femauce,0\V,H,,UniMedR-SwDates,<y5G0K.
37,,99374,$(,%,arried-8civ-spuse,Transport-movinc,Htsbd,WMie,nM(-ald,-0z,3',5z,Unite-States,{5=50Kj
Yh:E,Private,394860,HS-Tg'Ba.,AP,1arriedSiv-spouse,OthWr-servie,,WBite,M=Qeo,b,B,40,United5-SNhates,<=M0K
s,Privat-,15p54,HS-gr>;,9Q,>ever-ma9rdwc,ther-\rvijye,Not^in-family,k,R,H?,,,jit|d-StatEes,<g50K
56,"elf-emp-Z,not-3inc",84774,Assoc-acm,nK,Married-cdViv-spousA,Farming-fishing,,,eAaj,N,m,YT40[,United-StOtes,kia=J0K
J6#4,,2!u058,HS-g rad,dB9,kDivorced,,\ot-oin-fKamtly,Whdte3,;emale,w,/0,24,United-States,
|4-#,Fdera(lgo,,,I,Ma*%{(d-civ-spouse,Craft-reRIpair,Hu@&band,!hwi8e,MBal$,0,0,"4,",United-States<,N5H
v5_,riUaqe,,Some-llege,D0,Married-civ-Dspouse,Adm-|le7rical,Other-%relative,Wrhite,Female,%0qN+,g,3c5,United-Stats,>50K
N47,PDiat\d,1723057,,1>,MarrDied-cv-sXpouse,xec-Va2geria?l,H\ushh1nd,,,W6Ln83,G,}$GK,Uiteod|-Stateks,wt0K.
0j,,FW17232,Some-coVll<ge,0,Never-Sarried,,O`-hilh,whi;9Z,le,,%,.,<Uited-Staqes,<=50qK
22,Private,t19037,,,Ne5verFa%ried,a(4l,Own.Sbcil,bOthpeir,"Mal,e",0,b1,q,Un'w{d-Sates,<=s50K.
2w,PivTaUt,7339,,1ZJ,)}everXarried,AdGm-clerical,Not-6n-fa_ily,GWh#bfte,male],T0,0,45,Uni5ed-S=ates, =50K
],P7iae,988,tSQgrad,},Wiow}ed,Awm-clerical,Not-is^-amily,Whitd, maA^,,0,640,UnitLd-States,
,Pr]ateSc,79g70,)S%me-college,S0,arr5ed-civ-spousxe,Exec-ma(nageriDal,,Whit\,emae',2597,0,9AHm.0,Japan,L=5g0VKO
j3,L;ocalO!ov,567-?52,S-goad,z,arri-civ-souse,HaYndlers-cleaners,H>}5bFn8d,Black,3hkae,[(,bF,,Un't%s-Sttes,<=K50.
#61,Private,1483p(,Hi-rad,9,"arried-cvvsp>u,e",3Machine-op-inspc=,,nWhite,7a2l4,,},d,Unted-StatesC,<=0U
,Privte,1834m97,Hr-grd,,Never-;-rried,Ohersvich,NOot-ino-famiqly,6laXi,FemQae,,0,h,United-StatIs,!=25pK
`;,,173504,,qw0l,,%ther-service,,?thit'l,MLn,,,I,gied-SgtaTes,>5K8
D,,d2|13,bfS-?grad,'9,"giv""c!ed",Prof-specialty,Own-chiyld,hiZQ,,0,0,"""",UTnited -StatesA,<=50K.
2,?,113044,YS-gradK,d,Wdw(eL{d,?,Ngin-famaly,h/ie,Mae,nv0,,<s,nited-States,
x[u,Private,34916{,aTsters,N,Married-civ-spousY,,husband,WhW~itL,M@Sle,0A5,8S,4WH,Mxi:Oco,<uK
6,P rivate,fr792,,TE,Nevzr-mari-d,Adm-.lerical,Oher-^elatIive,BYa{]k,Fmclec,(,%,$9,Uenited-Sta:es,r<=0K
'jK,Pr?vte,,",1nPth",7,Marrid-civ-spouse,Craftrepair,,hite<e,E;4le8,0,V0,G<0,Ungtd-States,}<=0K
"2""~crn",rivate,g27J5j3,7jHS-grad, ,Nevor-maried,EIec-manSgBeri0l,"#wn-c""ld",White,Fe#mae,e,,c0,U\ited-Sat,<S(o|0K
sJ,Pivate,,SNme-collee,$ ,Marrie.-civ-so!se9,,Husbapd,,,M`{,730K,[;,Unitsd-States,50K.
M3BML,Self-emp-nkt-inc,,H7-grad,C9,sD$vor%e,Cr}aft-rpair,Not-in-famil?,ite,MaleM,"""",0,><0,United-States@,<=50
83=2p,Urlv[,899MwZ,0Somj-college,0,NevXr-married,Other-service,Own-child,WhtJ.+,Fe:msAlA,8W,F,11Y,United-SPaes9,<=5m
28,PrvatbeHz,u1=v07812w,t,P5,"Nevo,-marrie",,N>t-HnVzamil,W5hite,Mal-,.8-9,br,3X,Unit5d-States,<.I0s.
^,Privti,8j6t95,HS-grad/,t,Divorcwed,AdmOcle>icl,N@t-indfami.Sy,White,Fem5ole,&,4,3>,United'StateP,W`530
,Stte-gv,1438,Bachelors,T1&,Married-civw'-tspouse,Pr@of-spehiKlpty,HusbHd,Whte,MaLB,"0""*",B/,4%,UnWjed-States,-*K
,Private,}g0317,ssoc-vc,,Divor/ed,Machine-+p-inspct,Ntin-familT,White,Ma,K[1,u,q,Unite-States,</*0
g98,)ivt,,BacEelrs,%z,Mar:ed-}Gciv-spouse,PHof-VQspecial=y,W<if,k,Fmal,F,|,40,]ur,<=5c0y\
,P}raat,K17463,Some--Follege,Y1rA,Nejer-pmarried,Ot<er-seivic4e,"o,Owwnchil",Wh)ite,Femalge,Y_,,40,United.Statc4es,<50FK
T61,,1X96^20,Some-college,0q,Divjc8ed,3ther>servic,Not-in-familDy,Black,Mle,{,A,G,UniOtd-aStates,<>=5)K
4\,Pivase,149,tK6h,,Zeparate,Other-servJe,Not-in-famLly,WFiQe,M$We),,4B,4w,UnitedXStates,<uJ50K
2-t,Private,375T5,So-me-colege,10I,,Othe-servfic\e,,8i}e,Iemaa=le,C@&0,O;,,,<50Kz
GM1,rivate,,,,Never-married,Crftretpa^r,N?tin@-family,Whyrite,,;,|m,'qu0,Unitew-Stqate),=5lK
37,P1rvBate,28+0g6,grad,Mn,"Marie,-c%-spoune",ProWf-s9Acialty,:gsb)jn@d,?White,,8&,,40,United-StatQes,g>\
28,Federal-g1v,sj47,BabcheoA,"1U,U",NVveK-ma@rid,Excanagerial,Not-il-fmily,(MaL,Me,0,>aK,#WQ,nite-Sttes,<=p50K
O1Y, Pr1i7ae,168m730,"F0Somecol""lee",,Married-cij-yspouse,"?Sle""",Husband,"""White",Male,i0,,yt50,UniCtd-Stes,>5S0LK
58,,";971,",,x10,Married-c5i-spouse,Profsecialty,,,Male,D,As,`,United-Statesm,g5K.
/.,h_Private6,2_7145,achelSrs,J0,,Prof-specialy,Ow-khild,WhCite,IalQ,J,i,,Unite.-[tates,5K
3>,Self-emp-not-inc,R41306,HL-gr^,e7,Divorced,,NotiFfamiVy,WKhiteKA,Ma%1el,0g,u=5,,,
g5R2,Sel-emp-not-inc,62k970,Some-college,A,Married-cJiv-spouse,Craft-repair,Husbnd,Whie,Male,L,"""I0",E,Uitezd-States,<='50K.
"2""0",rvt$he,2+5]9!}8,Ass]G{-voc,1g,Never-arUed,Ot1er-servihe,"""wNAchil#d",Wh1Mt,Fe6Nale,',E),g2k0,i%ted-S'tateTs,=501
W,P/1rivast#ex,3l2Y35r3,HSgrabdev,9,Never-married,OtherJ-service,O)n-child,Wh<iUe,em#aeQ$,C,,y,United-Sta$es,<=40K
o/9,qPrivat7,n156D,H$*-O;ra-d,,Never-marie),Adm-2lerical,tOwn-c1hIld,WhitBe,M}xe,%,0,35,Unitdh-Stlates,<r=50K
51,Sel-mp%Inot-inc,1D853,SMgad,;,"Marr,ed-ci@v-spo`use",Farming-fishing,Hu\band,W'h\iQte,Mal,!2~,"s""",m4,Unitedq)tkates,<=.s50S
417,qPrivte,834,Bche9ours,43,Marrid-civ-spouse,Qales,Hsbnd,White,Ma,S40g64,Gw,asK,United-Stae,b9=5~Y
,rivaDe,,5tA+6th,3,Married-civ-spou]use,HndRer-clFaners,,Wfh9te,'e,W,0(,<0,Me49cou,<50
),Privave,5PpE44,HSgd,(,"Nevle""-mar+ried",Other@servyce,Not-nfamil_My,Sk,ye,aC,2206,r:,,y9=0
3,Pr ivate,,HS-rgaC,,,O)hSersS-serPvice,Unma*rJed,t,FemWale,,,x,Unxted-Staes,<o=50KvO
r<7,Prate,21906,Ma sters,44,evcr[-married,Pr_f-spfecialty,Notrin-f^mily,!Wh,F=emle,b+,,25,United-States,<=50k
,Sel-exp-no'-nc,1897W9,S-Z=rad,9_,eNeverM-mWarried,Craft-repaiwr,Npt-in-family,,Mle+,,0,Mg,Uni(ted-StOates,<=t0KI
R5,?,25q903,rHSgr'ad,922],lDivo-,?,Notinc-family,,My,a,N,$+5?,Unizjd-1ates,>5$n
5,Prvate,84_O99f,SEz-coYlene,!l,zMarrid-civ-spouse,Tra>sport-movinCg,Huband,WyiHuu,MIcc,z~,"""",6PTex,UniOed-SLates,0K.S
9K,Privah6,,,t,Dircd,PTrf-Dpecialty,Not-i@n-UsTily,,Fy?malp,',,020},,<5K
,Pivatr e,I253,BaWchelors,d,MGarred-civ-sp=use,,Hu(\sGban,WUhite,ae,]9919pt,?f,,UitAed-States,ti)n0K.
24,";ri,v=t|e",AU0P882,HS-grlad,*,evr-arr d,a3les,Not-in-am(iryC,W+5h3te,F`ee,T1,M,,,<R=Tq5
 ,Private|,1B9+7e39,,9,Neer-mar5red[,,Othe-relative,BScb,.a,!,,3o,United-Stataes,<=ozq
,,n1308,As}soc-nHvc,X11[,,Prbof-spciax?tey,Husban,ht]e,Pale,q,1,,JpaPn,q#=a0K
#,Self-emp-not-Vnc,L82177,H%Sograd,,Marrigd-civ-spouse,,HfanJd,cWhita,MF,<i{,I,40,Un|7ted-States,<=50K.
E,lPrivIzate,X51902,HS-rad,,Divorced,Sal/e`,NWt-in-f~mihlg,jite,,Uz,"""",;~!,"United-StRa,es",<=50K.
q*,P3ivateT,1|S0C50O,1-0t,6,Married-civ-spouse,Craftr+paiI,Hsbxnx,,UMR,},Z,h0,]nie5-Stats,50
Y4,?,H1AA4,11*hP,N,Married-civ-spouse,?,usaHn,Whgite,Mle,,,h0,UnitdSttePs,<=50K
H'34,Privatg,904,10tBh,,,Othrwsmrvice,UnmaBried,,,q,m!K,+),,<=50
b9,aPriate,11n\3,HS-grad,,#D\orcd,aachine-op-iFn{pct,Kot-n-family,.hite,Me,,9,O5,?nit$d-States,T=5zT.
<h,"PJi""vate",n50^00,5ome-college,,Married-civ-spouse,Prote~ctive-srv,Hu[bty1n1d,Whtv,8<al,3Y1:W+,",","g,",Unite`-Stateos,<<=50K
}26,jri9v%te,c7C,2-g +ad,U,NevMer-arriea,'AdE-lericl,Unmarried,Bla)ck,iPFemaWpe,sU,,y0,U`ited-S&tates|,",W0`M"
23,PrimFae,70919,BaEXhos,13,Never-Yar5ied,cxec-manamral,Not-in-falily,,&ale,G0,0b^,40,United-Staes,<O50SK{
3D,Private,,HS-rad,,Married-civ-;*pouse,Adm-}lericFjal,WiLe,imN,iFsAasle,,P:,"K6,-","United-""tates",4(50K
.49/,Se-em<p-inc,31t280,ahelors,An,Married-civ-spose,Saleq!s,HucObnd,Anite,,(,+1,55Hv,,>50K.
X3,Pzivate,7651 ,BacheorD,o,>N*ever-mBrrFied,Exec-umnagerial,Owt-child,WhiD~uBG,Male,,0k,4GD,Cuba,<='dV0K
{~,Privat`,5962^53q,Ht-g5d,9,,E7xec~-m^a6nageraal,Not-in?vmiay,Fhte,Fxaoe,,,zC0| ,U|nitd-States,<)50
,F*deoalgov,993,ProF-school,15,,ProfSspeciathy,Not-in-faily,Bc,e0Jle,0,X,9S,United-State!,r!K
?,Pri\v?t,207611,Bachelo^s,s3 ,Never-marriye ,Exc-mfangerial,Obi-c8ild,"W,t8",ez(mle,Ey,02,",Y",,<P\5K
`,,18$615,HS-gaid,9,Never-maHriJed,N'le#,Noktin<famiy,;2hmIe,E e,kW,0,_t,United-Stat{s,<=5s
364,"hriJa""te",3886$70,,k0,Marred-clivg-spouse,Cf:(-repair,Husband,WhI?te,VMIe,V-!1,,5=,UniedL-Swatehs,=f
,kBtate gov,210452,,4j1,,Ex^ec-managerial,Hukband,WT hite,,M,t,38W,Uni|ed-States,"=""50"
,,Ju95V,.Bachelo)rUP,"""18",Married-civ-souse, Si:8s,,ehice,MalN,0DK,l,3O,Uited$S&~te,M:=a0K.
<,P/rivae,1=74|3,,9,"Nevr-tar,ed<",Ot}er-servAe,Not-inpfamily,.Acian-Pac-IF(slader,,4#6,A,4E5,PhiPippns,q<=0?
X3l3,PriPa1e,K266H9,Wssoc-cd,"""",Nevqer-marIedA,Adm-clercaI,Unmayrried,sXa8-Pac{IsVlander,Male,,0,a0,Hong,<=50i.
;,{rivatie,826_6,HS-grad,]v,Div5rcec,TranXpo&t-mj\oving,"N,ot-in-family",Whibe,{a[e,wD,d.,%,UnPited-Sta8toD,.<=50K.
,Self-emp-not inc,,HS-)g2$d,',Marrieci-spuse,,Husbnd,Wie,Bale,3137,0g,:,Uwnited-tates,"2=}b0""K"
WJ,LocEl-gov4,11276Ng,Masters,;3$,,Pro-sQpeciay:lty,Un|arrZed,&WhitK,Fekmaole,,!|,6I,Unted-Sttes,q0}K
2i,Pri&ae,v42:1K7,BachOlors,13e,MarEried-civ-spous#,E4ec-managerical,fe,Whyte,Femalek,z,,B6,United-States,U>00
_44,Sslf-emWp-not-inc,{69211,^10h,,Married-civ-spousr,=Other-service%,Husb$Hd5,White,MYek\,v,m0[9-,h0,Unt|-States,<G-5fK
sA,?,163003,HS-graKd,9,Divorceq,?,Not-in}family,Asian-Pac-Islander,Fem5lOKH,~,0,4p=1,Ch]M(ca,
2]0,Private,4e3653Y,Some-collge,,Never-married,OthKr-s3rvice,O7n-child,Wh#e,M)lex,l,Z,',Unite7-Sta%tes,<$k50}
